step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.03, 1.36]	[-0.25, -0.01, 1.1]	[-0.31, 0.08, 1.07]	[-0.17, -0.04, -0.26]	[-0.24, 0.05, -0.29]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.2, 0.03, 1.42]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[-0.03, -0.05, -0.32]	[-0.1, 0.05, -0.35]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.26, 0.01, 1.4]	[-0.24, -0.02, 1.1]	[-0.31, 0.07, 1.07]	[0.02, -0.03, -0.3]	[-0.05, 0.06, -0.34]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.28, -0.01, 1.37]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.04, -0.01, -0.27]	[-0.02, 0.08, -0.31]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, -0.02, 1.35]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.05, -0.0, -0.25]	[-0.01, 0.09, -0.28]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, -0.02, 1.35]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, 0.0, -0.25]	[-0.0, 0.09, -0.29]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, -0.02, 1.35]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.07, 0.0, -0.25]	[0.0, 0.09, -0.29]
7	[0.01, 1.17, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, -0.0, 1.37]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.07, -0.02, -0.27]	[0.0, 0.07, -0.3]
8	[0.03, 0.99, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.02, 1.38]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.04, -0.28]	[0.0, 0.05, -0.31]
9	[0.0, 0.74, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.05, 1.39]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.06, -0.29]	[-0.0, 0.03, -0.32]
10	[-0.04, 0.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.06, 1.39]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.08, -0.29]	[-0.01, 0.01, -0.33]
11	[-0.08, 0.38, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.07, 1.4]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.05, -0.09, -0.3]	[-0.01, 0.0, -0.33]
12	[-0.11, 0.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.08, 1.41]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.05, -0.1, -0.31]	[-0.01, -0.01, -0.34]
13	[-0.12, 0.19, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.09, 1.41]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.05, -0.1, -0.31]	[-0.01, -0.01, -0.34]
14	[-0.11, 0.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.09, 1.41]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.05, -0.11, -0.31]	[-0.01, -0.02, -0.34]
15	[-0.1, 0.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.29, 0.09, 1.41]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.31]	[-0.01, -0.02, -0.34]
16	[-0.08, 0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.09, 1.41]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.31]	[-0.01, -0.02, -0.35]
17	[-0.06, 0.0, -3.95, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.09, 1.4]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.3]	[-0.01, -0.02, -0.33]
18	[-0.06, -0.01, -3.8, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.1, 1.38]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.28]	[-0.01, -0.02, -0.31]
19	[-0.06, -0.01, -3.59, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.1, 1.35]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.25]	[-0.01, -0.02, -0.29]
20	[-0.06, -0.01, -3.38, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.09, 1.33]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.23]	[-0.0, -0.02, -0.27]
21	[-0.05, -0.01, -3.15, 0.0, 0.0, 0.0, -1.0]	[-0.3, 0.09, 1.31]	[-0.24, -0.02, 1.1]	[-0.3, 0.07, 1.07]	[0.06, -0.11, -0.21]	[-0.0, -0.02, -0.24]
