step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.02]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.09, -0.36, 0.08]	[-0.03, -0.26, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.0, 1.04]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.08, -0.36, 0.06]	[-0.03, -0.26, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.0, 1.06]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.08, -0.36, 0.04]	[-0.02, -0.26, 0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.0, 1.08]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.08, -0.36, 0.02]	[-0.02, -0.26, -0.01]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.11]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.08, -0.36, -0.01]	[-0.02, -0.26, -0.03]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.13]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.07, -0.36, -0.03]	[-0.02, -0.26, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.15]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.07, -0.36, -0.05]	[-0.02, -0.26, -0.08]
7	[-0.18, -2.35, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.07, -0.34, -0.08]	[-0.01, -0.24, -0.1]
8	[-0.14, -2.19, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.04, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.07, -0.32, -0.08]	[-0.01, -0.22, -0.11]
9	[-0.1, -1.96, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.06, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.29, -0.08]	[-0.01, -0.2, -0.11]
10	[-0.08, -1.73, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.08, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.27, -0.08]	[-0.01, -0.17, -0.11]
11	[-0.06, -1.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.11, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.25, -0.08]	[-0.0, -0.15, -0.11]
12	[-0.03, -1.26, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.13, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.23, -0.08]	[-0.0, -0.13, -0.11]
13	[-0.01, -1.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.15, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.2, -0.08]	[0.0, -0.11, -0.1]
14	[0.01, -0.8, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.17, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.18, -0.08]	[0.0, -0.09, -0.1]
15	[0.02, -0.61, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.19, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.17, -0.08]	[0.0, -0.07, -0.1]
