step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
0	[1.68, -0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.13, 0.01, 0.16]
1	[1.53, -0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.11, 0.0, 0.16]
2	[1.34, -0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.09, 0.0, 0.15]
3	[1.13, -0.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.07, 0.0, 0.15]
4	[0.92, -0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.05, 0.0, 0.15]
5	[0.7, -0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.07, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.04, 0.0, 0.14]
6	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.02, 0.0, 0.14]
7	[0.38, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.01, 0.0, 0.14]
8	[0.26, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.09, 1.0]	[0.12, -0.09, 0.86]	[0.0, 0.0, 0.14]
9	[0.18, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.11, -0.09, 1.0]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.14]
10	[0.11, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.11, -0.09, 1.0]	[0.12, -0.09, 0.86]	[-0.01, 0.0, 0.14]
11	[0.07, -0.01, -1.29, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.99]	[0.12, -0.09, 0.86]	[-0.01, 0.0, 0.13]
12	[0.04, -0.01, -1.13, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.97]	[0.12, -0.09, 0.86]	[-0.01, 0.0, 0.1]
13	[0.02, -0.01, -0.9, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.94]	[0.12, -0.09, 0.86]	[-0.01, 0.0, 0.08]
14	[0.01, -0.01, -0.69, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.93]	[0.12, -0.09, 0.86]	[-0.01, 0.0, 0.07]
15	[0.01, -0.01, -0.51, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.91]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.05]
16	[0.02, -0.01, -0.38, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.9]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.04]
17	[0.02, -0.01, -0.28, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.9]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.04]
18	[0.03, -0.01, -0.2, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.89]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.03]
19	[0.03, -0.01, -0.15, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.89]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.03]
20	[0.02, -0.01, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.09, 0.88]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.02]
21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.09, 0.88]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.02]
22	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.09, 0.88]	[0.12, -0.09, 0.86]	[-0.0, 0.0, 0.02]
23	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.09, 0.9]	[0.12, -0.09, 0.87]	[-0.0, 0.0, 0.03]
24	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.09, 0.92]	[0.12, -0.09, 0.89]	[-0.0, 0.0, 0.03]
25	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.09, 0.94]	[0.12, -0.09, 0.92]	[-0.0, 0.0, 0.03]
26	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.09, 0.97]	[0.12, -0.09, 0.94]	[-0.0, 0.0, 0.03]
27	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.09, 0.99]	[0.12, -0.09, 0.96]	[-0.0, 0.0, 0.03]
28	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.09, 1.01]	[0.11, -0.09, 0.98]	[-0.0, 0.0, 0.03]
29	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.09, 1.03]	[0.11, -0.09, 1.01]	[-0.0, 0.0, 0.03]
30	[0.84, 4.93, 10.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.08, 1.05]	[0.12, -0.08, 1.03]	[-0.0, 0.0, 0.03]
31	[0.73, 4.79, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.14, -0.06, 1.06]	[0.14, -0.06, 1.03]	[-0.0, 0.0, 0.03]
32	[0.6, 4.59, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.03, 1.05]	[0.15, -0.03, 1.03]	[-0.0, 0.0, 0.03]
33	[0.47, 4.37, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, -0.01, 1.05]	[0.16, -0.01, 1.03]	[-0.0, 0.0, 0.03]
34	[0.36, 4.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.01, 1.05]	[0.17, 0.01, 1.03]	[-0.0, 0.0, 0.03]
35	[0.27, 3.91, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.04, 1.05]	[0.18, 0.04, 1.03]	[-0.0, 0.0, 0.03]
36	[0.2, 3.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.06, 1.06]	[0.18, 0.06, 1.03]	[-0.0, 0.0, 0.03]
37	[0.15, 3.44, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.08, 1.06]	[0.19, 0.08, 1.03]	[-0.0, 0.0, 0.03]
38	[0.11, 3.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.11, 1.06]	[0.19, 0.11, 1.03]	[-0.0, 0.0, 0.03]
39	[0.08, 2.97, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.13, 1.06]	[0.19, 0.13, 1.03]	[-0.0, 0.0, 0.03]
40	[0.06, 2.74, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.15, 1.06]	[0.19, 0.15, 1.03]	[-0.0, 0.0, 0.03]
41	[0.05, 2.51, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 1.05]	[0.19, 0.17, 1.03]	[-0.0, 0.0, 0.03]
42	[0.04, 2.29, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.2, 1.05]	[0.19, 0.2, 1.03]	[-0.0, 0.0, 0.03]
43	[0.04, 2.06, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.22, 1.05]	[0.19, 0.22, 1.03]	[-0.0, 0.0, 0.03]
44	[0.05, 1.84, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.24, 1.05]	[0.19, 0.24, 1.02]	[-0.0, 0.0, 0.03]
45	[0.05, 1.62, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.05]	[0.19, 0.26, 1.02]	[-0.0, 0.0, 0.03]
46	[0.06, 1.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.05]	[0.19, 0.28, 1.02]	[-0.0, 0.0, 0.03]
47	[0.06, 1.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.31, 1.04]	[0.19, 0.31, 1.02]	[-0.0, 0.0, 0.03]
48	[0.07, 0.97, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.33, 1.04]	[0.19, 0.33, 1.01]	[-0.0, 0.0, 0.03]
49	[0.09, 0.76, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.34, 1.04]	[0.19, 0.34, 1.01]	[-0.0, 0.0, 0.03]
50	[0.1, 0.59, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.36, 1.01]	[-0.0, 0.0, 0.03]
51	[0.11, 0.45, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.01]	[-0.0, 0.0, 0.03]
52	[0.11, 0.35, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.0]	[-0.0, 0.0, 0.03]
53	[0.12, 0.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 1.0]	[-0.0, 0.0, 0.03]
54	[0.13, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 0.99]	[-0.0, 0.0, 0.03]
55	[0.15, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.99]	[-0.0, 0.0, 0.03]
