step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.03]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.1, -0.33, 0.07]	[-0.03, -0.24, 0.04]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.05]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.1, -0.33, 0.05]	[-0.03, -0.24, 0.02]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.07]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.1, -0.33, 0.03]	[-0.02, -0.24, 0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.1]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, 0.0]	[-0.02, -0.24, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.12]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, -0.02]	[-0.02, -0.24, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.14]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, -0.04]	[-0.02, -0.24, -0.07]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.16]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, -0.06]	[-0.02, -0.24, -0.09]
7	[-0.18, -2.19, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.31, -0.09]	[-0.01, -0.23, -0.11]
8	[-0.14, -2.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.29, -0.09]	[-0.01, -0.21, -0.12]
9	[-0.11, -1.8, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.06, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.27, -0.09]	[-0.01, -0.18, -0.12]
10	[-0.09, -1.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.08, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.24, -0.09]	[-0.01, -0.16, -0.12]
11	[-0.06, -1.34, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.11, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.22, -0.09]	[-0.0, -0.14, -0.12]
12	[-0.04, -1.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.13, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.2, -0.09]	[-0.0, -0.11, -0.12]
13	[-0.01, -0.88, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.15, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.18, -0.09]	[0.0, -0.09, -0.12]
14	[0.0, -0.67, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.17, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.16, -0.09]	[0.0, -0.07, -0.12]
15	[0.01, -0.5, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.18, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.15, -0.09]	[0.0, -0.06, -0.12]
16	[0.01, -0.37, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.19, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.14, -0.09]	[0.0, -0.05, -0.12]
17	[0.01, -0.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.2, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.13, -0.09]	[0.0, -0.04, -0.12]
18	[0.01, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.2, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.12, -0.09]	[0.0, -0.04, -0.12]
19	[0.0, -0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.12, -0.09]	[-0.0, -0.04, -0.12]
20	[-0.0, -0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.19]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.12, -0.09]	[-0.0, -0.03, -0.12]
21	[-0.0, -0.13, -1.66, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.12, -0.08]	[-0.0, -0.03, -0.1]
22	[-0.01, -0.1, -1.5, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.15]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.11, -0.05]	[-0.0, -0.03, -0.08]
23	[-0.02, -0.08, -1.28, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.13]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.11, -0.03]	[-0.0, -0.03, -0.06]
24	[-0.02, -0.06, -1.06, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.11]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.11, -0.01]	[-0.0, -0.03, -0.03]
25	[-0.01, -0.05, -0.82, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.09]	[-0.2, -0.33, 1.1]	[-0.13, -0.24, 1.06]	[-0.07, -0.11, 0.01]	[0.0, -0.02, -0.03]
26	[0.02, -0.05, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.07]	[-0.2, -0.33, 1.1]	[-0.12, -0.24, 1.04]	[-0.07, -0.11, 0.03]	[0.01, -0.03, -0.03]
27	[0.06, -0.06, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.05]	[-0.2, -0.33, 1.1]	[-0.12, -0.25, 1.02]	[-0.07, -0.11, 0.05]	[0.01, -0.03, -0.03]
28	[0.11, -0.07, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 1.03]	[-0.2, -0.33, 1.1]	[-0.11, -0.25, 1.01]	[-0.08, -0.11, 0.07]	[0.02, -0.03, -0.03]
29	[0.16, -0.08, -0.78, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 1.02]	[-0.2, -0.33, 1.1]	[-0.1, -0.25, 0.99]	[-0.08, -0.11, 0.08]	[0.02, -0.03, -0.03]
30	[0.21, -0.09, -0.75, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 1.0]	[-0.2, -0.33, 1.1]	[-0.09, -0.25, 0.98]	[-0.09, -0.1, 0.1]	[0.03, -0.03, -0.02]
31	[0.27, -0.1, -0.7, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.98]	[-0.2, -0.33, 1.1]	[-0.08, -0.26, 0.97]	[-0.09, -0.1, 0.12]	[0.03, -0.03, -0.01]
32	[0.32, -0.11, -0.63, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.97]	[-0.2, -0.33, 1.1]	[-0.07, -0.26, 0.97]	[-0.1, -0.1, 0.13]	[0.04, -0.03, -0.0]
33	[0.36, -0.12, -0.54, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.96]	[-0.2, -0.33, 1.1]	[-0.06, -0.26, 0.96]	[-0.1, -0.1, 0.14]	[0.04, -0.03, 0.01]
34	[0.39, -0.13, -0.44, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.94]	[-0.2, -0.33, 1.1]	[-0.05, -0.26, 0.96]	[-0.11, -0.1, 0.16]	[0.04, -0.03, 0.02]
35	[0.4, -0.13, -0.35, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.93]	[-0.2, -0.33, 1.1]	[-0.05, -0.26, 0.96]	[-0.11, -0.1, 0.17]	[0.04, -0.03, 0.03]
36	[0.38, -0.13, -0.24, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.23, 0.92]	[-0.2, -0.33, 1.1]	[-0.05, -0.26, 0.96]	[-0.12, -0.1, 0.18]	[0.03, -0.03, 0.03]
37	[0.35, -0.12, -0.16, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.23, 0.92]	[-0.2, -0.33, 1.1]	[-0.04, -0.26, 0.96]	[-0.12, -0.1, 0.18]	[0.04, -0.03, 0.04]
38	[0.36, -0.12, -0.11, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.23, 0.91]	[-0.2, -0.33, 1.1]	[-0.04, -0.26, 0.95]	[-0.12, -0.1, 0.19]	[0.04, -0.03, 0.04]
39	[0.37, 0.68, 0.43, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.22, 0.91]	[-0.2, -0.32, 1.1]	[-0.04, -0.26, 0.95]	[-0.12, -0.1, 0.19]	[0.04, -0.03, 0.04]
40	[0.37, 0.67, 0.41, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.21, 0.92]	[-0.2, -0.32, 1.1]	[-0.04, -0.24, 0.96]	[-0.12, -0.1, 0.18]	[0.04, -0.03, 0.04]
41	[0.36, 0.67, 0.38, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.2, 0.92]	[-0.2, -0.31, 1.1]	[-0.05, -0.23, 0.96]	[-0.11, -0.11, 0.18]	[0.04, -0.03, 0.04]
42	[0.36, 0.67, 0.37, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.18, 0.92]	[-0.19, -0.3, 1.1]	[-0.05, -0.22, 0.96]	[-0.11, -0.11, 0.18]	[0.04, -0.03, 0.04]
