step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
18	[0.0, -0.23, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.2, 1.2]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.06, -0.13, -0.1]	[0.0, -0.04, -0.12]
19	[0.0, -0.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.2, 1.2]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.06, -0.13, -0.1]	[-0.0, -0.04, -0.12]
20	[-0.0, -0.12, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.2, 1.2]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.06, -0.13, -0.1]	[-0.0, -0.03, -0.12]
21	[-0.0, -0.14, -1.7, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.18]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.07, -0.12, -0.08]	[-0.0, -0.03, -0.1]
22	[-0.01, -0.11, -1.55, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.16]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.07, -0.12, -0.06]	[-0.0, -0.03, -0.08]
23	[-0.02, -0.09, -1.32, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.14]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.07, -0.12, -0.04]	[-0.0, -0.03, -0.06]
24	[-0.02, -0.07, -1.1, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.11]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.08]	[-0.06, -0.12, -0.01]	[-0.0, -0.03, -0.04]
25	[-0.01, -0.06, -0.87, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.09]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.06]	[-0.06, -0.12, 0.01]	[0.0, -0.02, -0.03]
26	[0.01, -0.05, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.07]	[-0.21, -0.33, 1.1]	[-0.14, -0.24, 1.04]	[-0.06, -0.12, 0.03]	[0.01, -0.02, -0.03]
27	[0.05, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.06]	[-0.21, -0.33, 1.1]	[-0.13, -0.24, 1.03]	[-0.06, -0.12, 0.04]	[0.01, -0.03, -0.03]
28	[0.1, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.04]	[-0.21, -0.33, 1.1]	[-0.12, -0.24, 1.01]	[-0.07, -0.12, 0.06]	[0.01, -0.03, -0.03]
29	[0.14, -0.06, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.02]	[-0.21, -0.33, 1.1]	[-0.11, -0.24, 1.0]	[-0.07, -0.11, 0.08]	[0.02, -0.03, -0.03]
30	[0.2, -0.06, -0.76, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.0]	[-0.21, -0.33, 1.1]	[-0.11, -0.24, 0.99]	[-0.08, -0.11, 0.1]	[0.02, -0.03, -0.02]
31	[0.22, -0.06, -0.68, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.99]	[-0.21, -0.33, 1.1]	[-0.1, -0.24, 0.99]	[-0.08, -0.11, 0.11]	[0.02, -0.03, -0.0]
32	[0.18, -0.06, -0.54, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.98]	[-0.21, -0.33, 1.1]	[-0.1, -0.24, 0.98]	[-0.09, -0.11, 0.12]	[0.01, -0.02, 0.01]
33	[0.15, -0.05, -0.42, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.97]	[-0.21, -0.33, 1.1]	[-0.1, -0.24, 0.98]	[-0.09, -0.11, 0.13]	[0.02, -0.03, 0.01]
34	[0.2, -0.06, -0.38, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.96]	[-0.21, -0.33, 1.1]	[-0.09, -0.25, 0.97]	[-0.09, -0.11, 0.14]	[0.02, -0.03, 0.02]
35	[0.25, -0.06, -0.33, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.95]	[-0.21, -0.33, 1.1]	[-0.08, -0.25, 0.97]	[-0.09, -0.11, 0.15]	[0.03, -0.03, 0.02]
36	[0.29, -0.07, -0.27, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.94]	[-0.21, -0.33, 1.1]	[-0.08, -0.25, 0.97]	[-0.1, -0.11, 0.16]	[0.03, -0.03, 0.03]
37	[0.32, -0.07, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.93]	[-0.21, -0.33, 1.1]	[-0.07, -0.25, 0.96]	[-0.1, -0.11, 0.17]	[0.03, -0.03, 0.03]
38	[0.34, -0.08, -0.18, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.22, 0.92]	[-0.21, -0.33, 1.1]	[-0.07, -0.25, 0.96]	[-0.1, -0.11, 0.18]	[0.04, -0.03, 0.04]
39	[0.35, -0.08, -0.13, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.22, 0.92]	[-0.21, -0.33, 1.1]	[-0.06, -0.25, 0.96]	[-0.11, -0.11, 0.18]	[0.04, -0.03, 0.04]
40	[0.36, -0.08, -0.1, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.22, 0.91]	[-0.21, -0.33, 1.1]	[-0.06, -0.25, 0.96]	[-0.11, -0.11, 0.19]	[0.04, -0.03, 0.04]
41	[0.37, 0.72, 0.43, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.21, 0.92]	[-0.21, -0.32, 1.1]	[-0.06, -0.24, 0.96]	[-0.11, -0.11, 0.18]	[0.04, -0.03, 0.04]
42	[0.36, 0.7, 0.41, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.2, 0.92]	[-0.2, -0.32, 1.1]	[-0.07, -0.23, 0.96]	[-0.1, -0.12, 0.18]	[0.04, -0.03, 0.04]
43	[0.35, 0.68, 0.38, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.18, 0.92]	[-0.2, -0.31, 1.1]	[-0.07, -0.22, 0.96]	[-0.1, -0.12, 0.18]	[0.04, -0.03, 0.04]
44	[0.36, 0.68, 0.37, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.17, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.22, 0.96]	[-0.1, -0.14, 0.17]	[0.04, -0.04, 0.03]
45	[0.37, 0.56, 0.33, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.16, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.15, 0.17]	[0.04, -0.05, 0.03]
46	[0.37, 0.45, 0.3, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.15, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.16, 0.17]	[0.04, -0.06, 0.03]
47	[0.36, 0.36, 0.27, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.14, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.16, 0.17]	[0.04, -0.07, 0.03]
48	[0.36, 0.29, 0.25, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.14, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.17, 0.17]	[0.04, -0.07, 0.02]
49	[0.36, 0.25, 0.24, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.13, 0.94]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.17, 0.16]	[0.03, -0.08, 0.02]
50	[0.33, 0.21, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.13, 0.94]	[-0.2, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.11, -0.18, 0.16]	[0.03, -0.08, 0.02]
51	[0.28, 0.16, 0.18, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.12, 0.94]	[-0.2, -0.3, 1.1]	[-0.07, -0.21, 0.96]	[-0.11, -0.18, 0.16]	[0.03, -0.09, 0.02]
52	[0.27, 0.14, 0.17, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.12, 0.94]	[-0.2, -0.3, 1.1]	[-0.07, -0.21, 0.96]	[-0.11, -0.18, 0.16]	[0.03, -0.09, 0.02]
53	[0.26, 0.13, 0.15, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.12, 0.94]	[-0.2, -0.3, 1.1]	[-0.07, -0.21, 0.96]	[-0.11, -0.18, 0.16]	[0.03, -0.09, 0.01]
54	[0.26, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.12, 0.94]	[-0.2, -0.3, 1.1]	[-0.07, -0.21, 0.96]	[-0.11, -0.18, 0.16]	[0.03, -0.09, 0.01]
55	[0.25, 0.11, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.95]	[-0.2, -0.3, 1.1]	[-0.07, -0.2, 0.96]	[-0.11, -0.19, 0.15]	[0.02, -0.09, 0.01]
56	[0.25, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.95]	[-0.2, -0.3, 1.1]	[-0.07, -0.2, 0.96]	[-0.11, -0.19, 0.15]	[0.02, -0.09, 0.01]
57	[0.25, 0.1, 0.11, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.07, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.02, -0.09, 0.01]
58	[0.25, 0.1, 0.11, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
59	[0.25, 0.1, 0.11, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
60	[0.25, 0.1, 0.11, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
61	[0.25, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
62	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
63	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
64	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
65	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
66	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.96]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
67	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.95]	[-0.11, -0.19, 0.16]	[0.03, -0.09, 0.01]
68	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
69	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.3, 1.1]	[-0.06, -0.2, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
70	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.2, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
71	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.11, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.2, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
72	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.2, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
73	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
74	[0.26, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
75	[0.27, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
76	[0.27, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
77	[0.27, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
78	[0.27, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
79	[0.27, 0.1, 0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.1, 0.94]	[-0.2, -0.29, 1.1]	[-0.06, -0.19, 0.95]	[-0.12, -0.19, 0.16]	[0.03, -0.09, 0.01]
