step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
26	[0.03, -0.0, -0.21, 0.0, 0.0, 0.0, -1.0]	[0.19, 0.17, 0.84]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[0.0, -0.0, -0.02]	[-0.37, -0.24, -0.01]	[-0.37, -0.24, 0.01]
27	[0.02, -0.0, -0.15, 0.0, 0.0, 0.0, -1.0]	[0.19, 0.17, 0.83]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.37, -0.24, -0.01]	[-0.37, -0.24, 0.01]
28	[0.01, -0.0, -0.12, 0.0, 0.0, 0.0, -1.0]	[0.19, 0.17, 0.83]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.37, -0.24, -0.0]	[-0.37, -0.24, 0.01]
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 0.83]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[-0.0, -0.0, -0.01]	[-0.37, -0.24, -0.0]	[-0.37, -0.24, 0.01]
30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 0.83]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[-0.0, -0.0, -0.01]	[-0.37, -0.24, -0.01]	[-0.37, -0.24, 0.01]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 0.84]	[0.19, 0.17, 0.82]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.37, -0.24, -0.01]	[-0.37, -0.24, -0.0]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.84]	[0.19, 0.17, 0.83]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.37, -0.24, -0.02]	[-0.37, -0.24, -0.01]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.85]	[0.19, 0.17, 0.84]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.03]	[-0.37, -0.24, -0.01]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.86]	[0.2, 0.17, 0.85]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.03]	[-0.37, -0.24, -0.02]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.86]	[0.2, 0.17, 0.85]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.04]	[-0.38, -0.24, -0.03]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.87]	[0.2, 0.17, 0.86]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.05]	[-0.38, -0.24, -0.03]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.88]	[0.2, 0.17, 0.87]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.05]	[-0.38, -0.24, -0.04]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.88]	[0.2, 0.17, 0.87]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.06]	[-0.38, -0.24, -0.05]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.89]	[0.2, 0.17, 0.88]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.06]	[-0.38, -0.24, -0.05]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.89]	[0.2, 0.17, 0.88]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.07]	[-0.38, -0.24, -0.06]
41	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.9]	[0.2, 0.17, 0.89]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.07]	[-0.38, -0.24, -0.06]
42	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.91]	[0.2, 0.17, 0.89]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.08]	[-0.38, -0.24, -0.07]
43	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.91]	[0.2, 0.17, 0.9]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.09]	[-0.38, -0.24, -0.08]
44	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.2, 0.17, 0.92]	[0.2, 0.17, 0.91]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.38, -0.24, -0.09]	[-0.38, -0.24, -0.08]
45	[-3.76, -2.42, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.16, 0.93]	[0.19, 0.16, 0.92]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.37, -0.23, -0.11]	[-0.37, -0.23, -0.09]
46	[-3.67, -2.3, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.14, 0.95]	[0.18, 0.14, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.36, -0.21, -0.12]	[-0.36, -0.21, -0.11]
47	[-3.57, -2.12, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.12, 0.96]	[0.16, 0.12, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.35, -0.19, -0.13]	[-0.34, -0.19, -0.12]
48	[-3.44, -1.93, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, 0.1, 0.96]	[0.15, 0.1, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.33, -0.17, -0.14]	[-0.33, -0.17, -0.13]
49	[-3.27, -1.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.08, 0.96]	[0.13, 0.08, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.31, -0.15, -0.14]	[-0.31, -0.15, -0.13]
50	[-3.07, -1.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.05, 0.96]	[0.1, 0.06, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.29, -0.13, -0.14]	[-0.28, -0.13, -0.13]
51	[-2.83, -1.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, 0.03, 0.96]	[0.08, 0.03, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.26, -0.1, -0.14]	[-0.26, -0.11, -0.13]
52	[-2.56, -1.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.01, 0.96]	[0.05, 0.01, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.23, -0.08, -0.14]	[-0.23, -0.08, -0.13]
53	[-2.28, -0.83, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.01, 0.96]	[0.02, -0.01, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.2, -0.06, -0.13]	[-0.2, -0.06, -0.12]
54	[-2.01, -0.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.0, -0.03, 0.96]	[-0.0, -0.02, 0.95]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.18, -0.05, -0.13]	[-0.18, -0.05, -0.12]
55	[-1.75, -0.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, -0.04, 0.96]	[-0.03, -0.04, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.15, -0.03, -0.13]	[-0.15, -0.04, -0.12]
56	[-1.5, -0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.05, 0.96]	[-0.05, -0.04, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.13, -0.02, -0.13]	[-0.13, -0.03, -0.12]
57	[-1.25, -0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.05, 0.96]	[-0.08, -0.05, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.1, -0.02, -0.13]	[-0.1, -0.02, -0.12]
58	[-1.01, -0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.1, -0.06, 0.96]	[-0.1, -0.06, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.08, -0.01, -0.13]	[-0.08, -0.01, -0.12]
59	[-0.78, -0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.06, 0.96]	[-0.12, -0.06, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.06, -0.01, -0.13]	[-0.06, -0.01, -0.12]
60	[-0.58, -0.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.13, -0.06, 0.96]	[-0.14, -0.06, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.05, -0.01, -0.13]	[-0.04, -0.01, -0.12]
61	[-0.43, -0.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.15, -0.07, 0.95]	[-0.15, -0.06, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.03, -0.01, -0.13]	[-0.03, -0.01, -0.12]
62	[-0.31, -0.07, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.15, -0.07, 0.95]	[-0.16, -0.07, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.02, -0.0, -0.13]	[-0.02, -0.01, -0.12]
63	[-0.22, -0.06, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.16, -0.07, 0.95]	[-0.16, -0.07, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.02, -0.0, -0.13]	[-0.02, -0.0, -0.12]
64	[-0.15, -0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.07, 0.95]	[-0.17, -0.07, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, -0.0, -0.13]	[-0.01, -0.0, -0.12]
65	[-0.1, -0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.07, 0.95]	[-0.17, -0.07, 0.94]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.13]	[-0.01, -0.0, -0.12]
66	[-0.06, -0.02, -0.66, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.07, 0.94]	[-0.17, -0.07, 0.93]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.12]	[-0.01, -0.0, -0.11]
67	[-0.05, -0.0, -0.55, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.08, 0.93]	[-0.17, -0.07, 0.92]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.1]	[-0.01, 0.0, -0.09]
68	[-0.06, 0.01, -0.43, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.08, 0.92]	[-0.17, -0.07, 0.91]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.09]	[-0.01, 0.0, -0.08]
69	[-0.05, 0.01, -0.32, 0.0, 0.0, 0.0, 1.0]	[-0.17, -0.08, 0.91]	[-0.18, -0.07, 0.9]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.09]	[-0.0, 0.0, -0.07]
70	[-0.03, 0.02, -0.24, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.08, 0.9]	[-0.18, -0.07, 0.89]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[-0.0, 0.0, -0.08]	[0.0, 0.0, -0.07]
71	[0.0, 0.02, -0.17, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.08, 0.9]	[-0.18, -0.07, 0.89]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[0.0, 0.01, -0.07]	[0.0, 0.0, -0.06]
72	[0.03, 0.03, -0.11, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.08, 0.89]	[-0.18, -0.08, 0.88]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[0.0, 0.01, -0.07]	[0.01, 0.0, -0.06]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.08, 0.89]	[-0.19, -0.08, 0.88]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[0.01, 0.01, -0.07]	[0.01, 0.01, -0.06]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.08, 0.89]	[-0.19, -0.08, 0.88]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.01]	[0.01, 0.01, -0.07]	[0.01, 0.01, -0.05]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.08, 0.89]	[-0.19, -0.08, 0.87]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.02]	[0.01, 0.01, -0.07]	[0.01, 0.01, -0.05]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.08, 0.89]	[-0.19, -0.08, 0.87]	[-0.18, -0.07, 0.82]	[-0.0, 0.0, -0.02]	[0.01, 0.01, -0.07]	[0.01, 0.01, -0.04]
77	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.08, 0.9]	[-0.19, -0.08, 0.87]	[-0.18, -0.07, 0.82]	[0.0, 0.0, -0.03]	[0.01, 0.01, -0.08]	[0.01, 0.01, -0.04]
78	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.2, -0.08, 0.92]	[-0.19, -0.08, 0.87]	[-0.18, -0.07, 0.82]	[0.01, -0.0, -0.05]	[0.02, 0.01, -0.1]	[0.01, 0.01, -0.04]
79	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, -0.08, 0.94]	[-0.19, -0.08, 0.87]	[-0.18, -0.07, 0.82]	[0.02, -0.0, -0.07]	[0.03, 0.0, -0.12]	[0.01, 0.01, -0.04]
