step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.03]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, 0.07]	[-0.03, -0.24, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.05]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, 0.05]	[-0.03, -0.24, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.07]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, 0.03]	[-0.03, -0.24, 0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.09]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.09, -0.33, 0.01]	[-0.03, -0.24, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.11]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.33, -0.01]	[-0.02, -0.24, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.14]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.33, -0.04]	[-0.02, -0.24, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.16]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.33, -0.06]	[-0.02, -0.24, -0.08]
7	[-0.21, -2.13, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.02, 1.18]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.08, -0.32, -0.08]	[-0.02, -0.22, -0.11]
8	[-0.17, -1.97, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.29, -0.09]	[-0.01, -0.2, -0.11]
9	[-0.13, -1.74, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.07, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.27, -0.09]	[-0.01, -0.18, -0.12]
10	[-0.1, -1.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.07, -0.25, -0.09]	[-0.01, -0.15, -0.11]
11	[-0.07, -1.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.11, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.22, -0.09]	[-0.0, -0.13, -0.11]
12	[-0.04, -1.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.14, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.2, -0.09]	[-0.0, -0.11, -0.11]
13	[-0.02, -0.82, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.16, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.18, -0.09]	[-0.0, -0.09, -0.11]
14	[-0.0, -0.62, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.17, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.17, -0.09]	[0.0, -0.07, -0.11]
15	[0.01, -0.46, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.18, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.15, -0.09]	[0.0, -0.06, -0.11]
16	[0.01, -0.34, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.19, 1.19]	[-0.19, -0.34, 1.1]	[-0.13, -0.24, 1.08]	[-0.06, -0.14, -0.09]	[0.0, -0.05, -0.11]
