step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.02]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.09, 0.1, 0.08]	[0.2, 0.14, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.05]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, 0.05]	[0.2, 0.14, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.07]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, 0.03]	[0.2, 0.14, 0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.09]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, 0.01]	[0.21, 0.14, -0.01]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.11]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, -0.01]	[0.21, 0.14, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.13]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, -0.03]	[0.21, 0.14, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.16]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.1, 0.1, -0.06]	[0.21, 0.14, -0.08]
7	[2.09, 1.61, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.02, 1.18]	[-0.01, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.09, 0.08, -0.08]	[0.2, 0.12, -0.1]
8	[1.96, 1.45, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.04, 1.18]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.08]	[0.07, 0.06, -0.08]	[0.18, 0.1, -0.1]
9	[1.79, 1.26, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.04, 1.18]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.07]	[0.07, 0.06, -0.08]	[0.18, 0.1, -0.11]
10	[1.77, 1.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.04, 1.18]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.07]	[0.07, 0.07, -0.08]	[0.18, 0.1, -0.11]
11	[1.76, 1.29, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.04, 1.18]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.07]	[0.07, 0.07, -0.08]	[0.18, 0.1, -0.11]
12	[1.79, 1.3, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.04, 1.19]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.07]	[0.09, 0.07, -0.09]	[0.19, 0.11, -0.12]
13	[1.93, 1.31, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.04, 1.21]	[-0.0, 0.1, 1.1]	[0.1, 0.14, 1.07]	[0.1, 0.06, -0.11]	[0.21, 0.1, -0.14]
