step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.04]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.31, 0.07, 0.06]	[0.28, -0.04, 0.03]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.06]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.31, 0.07, 0.04]	[0.29, -0.04, 0.01]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.08]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.32, 0.07, 0.02]	[0.29, -0.04, -0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.1]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.32, 0.07, -0.0]	[0.29, -0.04, -0.03]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.12]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.32, 0.07, -0.02]	[0.29, -0.04, -0.05]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.15]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.32, 0.07, -0.05]	[0.3, -0.04, -0.07]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.17]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.33, 0.07, -0.07]	[0.3, -0.04, -0.09]
7	[2.97, -0.12, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.31, 0.07, -0.09]	[0.28, -0.04, -0.11]
8	[2.84, -0.1, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.3, 0.08, -0.09]	[0.27, -0.03, -0.12]
9	[2.72, -0.08, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.3, 0.08, -0.09]	[0.27, -0.03, -0.12]
10	[2.7, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.29, 0.08, -0.09]	[0.26, -0.03, -0.12]
11	[2.65, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.29, 0.08, -0.09]	[0.26, -0.03, -0.12]
12	[2.6, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
13	[2.57, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
14	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
15	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
16	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
17	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
18	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
19	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
20	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
21	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
22	[2.56, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.01, 1.19]	[0.2, 0.08, 1.1]	[0.17, -0.02, 1.08]	[0.28, 0.08, -0.09]	[0.26, -0.03, -0.12]
