step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
20	[0.02, 0.02, -0.4, 0.0, 0.0, 0.0, -1.0]	[-0.01, 0.2, 0.85]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.0, 0.0, -0.03]	[-0.09, -0.32, -0.02]	[-0.09, -0.32, 0.01]
21	[0.04, 0.01, -0.29, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.2, 0.84]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.02]	[-0.09, -0.32, -0.02]	[-0.09, -0.32, 0.01]
22	[0.05, 0.0, -0.2, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.01]	[-0.09, -0.32, -0.01]	[-0.09, -0.32, 0.01]
23	[0.06, -0.01, -0.14, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.01]	[-0.09, -0.32, -0.0]	[-0.09, -0.32, 0.01]
24	[0.07, -0.02, -0.1, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.01]	[-0.09, -0.32, -0.0]	[-0.09, -0.32, 0.01]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.01]	[-0.09, -0.32, -0.0]	[-0.09, -0.32, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.01]	[-0.09, -0.32, -0.0]	[-0.09, -0.32, 0.01]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.82]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.09, -0.32, -0.0]	[-0.09, -0.32, 0.0]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.83]	[-0.01, 0.2, 0.83]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.09, -0.32, -0.01]	[-0.09, -0.32, -0.0]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.84]	[-0.01, 0.2, 0.83]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.09, -0.32, -0.02]	[-0.09, -0.32, -0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.85]	[-0.01, 0.2, 0.84]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.09, -0.32, -0.02]	[-0.09, -0.32, -0.02]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.85]	[-0.01, 0.2, 0.85]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.09, -0.32, -0.03]	[-0.09, -0.32, -0.02]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.86]	[-0.01, 0.2, 0.85]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.03]	[-0.09, -0.32, -0.03]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.86]	[-0.01, 0.2, 0.86]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.04]	[-0.09, -0.32, -0.03]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.87]	[-0.01, 0.2, 0.86]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.04]	[-0.09, -0.32, -0.04]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.87]	[-0.01, 0.2, 0.87]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.05]	[-0.09, -0.32, -0.04]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.88]	[-0.01, 0.2, 0.87]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.05]	[-0.09, -0.32, -0.05]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.89]	[-0.01, 0.2, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.06]	[-0.09, -0.32, -0.05]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.89]	[-0.01, 0.2, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.07]	[-0.09, -0.32, -0.06]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.9]	[-0.01, 0.2, 0.89]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.07]	[-0.09, -0.32, -0.07]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.2, 0.9]	[-0.01, 0.2, 0.9]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.08, -0.32, -0.08]	[-0.09, -0.32, -0.07]
41	[-0.91, -3.24, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.19, 0.92]	[-0.03, 0.19, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.07, -0.31, -0.09]	[-0.08, -0.31, -0.09]
42	[-0.77, -3.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, 0.17, 0.93]	[-0.04, 0.17, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.05, -0.29, -0.1]	[-0.06, -0.29, -0.1]
43	[-0.6, -2.92, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.15, 0.93]	[-0.06, 0.15, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.04, -0.27, -0.1]	[-0.05, -0.27, -0.1]
44	[-0.47, -2.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.13, 0.93]	[-0.07, 0.13, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.03, -0.25, -0.1]	[-0.03, -0.25, -0.1]
45	[-0.34, -2.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.11, 0.93]	[-0.08, 0.11, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.01, -0.23, -0.1]	[-0.02, -0.23, -0.1]
46	[-0.23, -2.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.1, 0.08, 0.92]	[-0.09, 0.09, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[-0.0, -0.2, -0.1]	[-0.01, -0.21, -0.09]
47	[-0.14, -2.06, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, 0.06, 0.92]	[-0.1, 0.06, 0.92]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.0, -0.18, -0.1]	[-0.01, -0.19, -0.09]
48	[-0.06, -1.85, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.04, 0.92]	[-0.11, 0.05, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.16, -0.1]	[0.0, -0.17, -0.09]
49	[0.01, -1.65, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.02, 0.92]	[-0.11, 0.03, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.14, -0.09]	[0.01, -0.15, -0.09]
50	[0.05, -1.46, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.01, 0.92]	[-0.11, 0.01, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.13, -0.09]	[0.01, -0.13, -0.09]
51	[0.08, -1.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.01, 0.91]	[-0.11, -0.01, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.11, -0.09]	[0.01, -0.11, -0.08]
52	[0.1, -1.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.13, -0.03, 0.91]	[-0.12, -0.03, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.09, -0.09]	[0.01, -0.09, -0.08]
53	[0.1, -0.89, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.05, 0.91]	[-0.11, -0.05, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.07, -0.09]	[0.01, -0.07, -0.08]
54	[0.1, -0.7, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.07, 0.91]	[-0.11, -0.07, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.05, -0.09]	[0.01, -0.05, -0.08]
55	[0.09, -0.52, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.09, 0.91]	[-0.11, -0.08, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.03, -0.09]	[0.01, -0.04, -0.08]
56	[0.07, -0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.1, 0.91]	[-0.11, -0.1, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.02, -0.09]	[0.01, -0.02, -0.08]
57	[0.06, -0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.11, 0.91]	[-0.11, -0.11, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, -0.01, -0.09]	[0.01, -0.01, -0.08]
58	[0.06, -0.1, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.12, 0.91]	[-0.11, -0.12, 0.91]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, 0.0, -0.09]	[0.01, -0.0, -0.08]
59	[0.05, -0.01, -0.32, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.91]	[-0.11, -0.13, 0.9]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.02, 0.01, -0.08]	[0.0, 0.01, -0.08]
60	[0.05, 0.07, -0.27, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.9]	[-0.11, -0.13, 0.9]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.08]	[0.0, 0.01, -0.07]
61	[0.04, 0.11, -0.21, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.14, 0.9]	[-0.11, -0.13, 0.89]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.02, -0.07]	[0.0, 0.01, -0.07]
62	[0.04, 0.12, -0.16, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.89]	[-0.11, -0.13, 0.89]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.07]	[0.0, 0.01, -0.06]
63	[0.04, 0.12, -0.12, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.89]	[-0.11, -0.13, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.06]	[0.0, 0.01, -0.06]
64	[0.04, 0.1, -0.09, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.89]	[-0.11, -0.13, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.06]	[0.0, 0.01, -0.06]
65	[0.04, 0.08, -0.06, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.13, 0.89]	[-0.11, -0.13, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.06]	[0.0, 0.01, -0.05]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.13, 0.88]	[-0.11, -0.12, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.06]	[0.0, 0.0, -0.05]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.13, 0.88]	[-0.11, -0.12, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.06]	[0.0, 0.0, -0.05]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.12, 0.88]	[-0.11, -0.12, 0.88]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.05]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.12, 0.88]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.01, 0.0, -0.02]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.04]
70	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.12, 0.9]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.01, -0.0, -0.03]	[0.02, 0.0, -0.07]	[0.0, 0.0, -0.04]
71	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.92]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.05]	[0.02, -0.0, -0.09]	[0.0, 0.0, -0.04]
72	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.94]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.07]	[0.02, -0.0, -0.12]	[0.0, 0.0, -0.04]
73	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.96]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.01, -0.09]	[0.03, -0.0, -0.14]	[0.0, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.01, -0.1]	[0.03, -0.0, -0.14]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.1]	[0.02, 0.0, -0.15]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.1]	[0.02, 0.0, -0.15]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.1]	[0.02, 0.0, -0.15]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.12, 0.97]	[-0.11, -0.12, 0.87]	[-0.11, -0.12, 0.82]	[0.02, -0.0, -0.1]	[0.02, 0.0, -0.15]	[0.0, 0.0, -0.04]
