step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
23	[0.03, 0.0, -0.17, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.2, 0.83]	[0.08, -0.2, 0.82]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.01]	[-0.19, 0.11, 0.01]
24	[0.03, 0.01, -0.13, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.2, 0.83]	[0.08, -0.2, 0.82]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.0]	[-0.19, 0.11, 0.01]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.83]	[0.08, -0.2, 0.82]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.0]	[-0.19, 0.11, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.83]	[0.08, -0.2, 0.82]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.0]	[-0.19, 0.11, 0.01]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.83]	[0.08, -0.2, 0.82]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.01]	[-0.19, 0.11, 0.0]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.84]	[0.08, -0.2, 0.83]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.01]	[-0.19, 0.11, -0.0]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.84]	[0.08, -0.2, 0.83]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.02]	[-0.19, 0.11, -0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.85]	[0.08, -0.2, 0.84]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.03]	[-0.19, 0.11, -0.02]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.86]	[0.08, -0.2, 0.85]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.03]	[-0.19, 0.11, -0.02]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.86]	[0.08, -0.2, 0.85]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.04]	[-0.19, 0.11, -0.03]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.87]	[0.08, -0.2, 0.86]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.04]	[-0.19, 0.11, -0.03]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.87]	[0.08, -0.2, 0.86]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.05]	[-0.19, 0.11, -0.04]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.88]	[0.08, -0.2, 0.87]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.05]	[-0.19, 0.11, -0.04]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.88]	[0.08, -0.2, 0.87]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.06]	[-0.19, 0.11, -0.05]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.2, 0.89]	[0.08, -0.2, 0.88]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.06]	[-0.19, 0.11, -0.05]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.2, 0.89]	[0.08, -0.2, 0.88]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.07]	[-0.19, 0.11, -0.06]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.2, 0.9]	[0.08, -0.2, 0.89]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.19, 0.11, -0.08]	[-0.19, 0.11, -0.07]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.2, 0.91]	[0.08, -0.2, 0.9]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.18, 0.11, -0.08]	[-0.19, 0.11, -0.07]
41	[-1.87, 1.12, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.06, -0.19, 0.92]	[0.06, -0.19, 0.91]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.17, 0.1, -0.09]	[-0.17, 0.1, -0.09]
42	[-1.74, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.17, 0.93]	[0.05, -0.17, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.15, 0.08, -0.11]	[-0.16, 0.08, -0.1]
43	[-1.56, 0.82, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.15, 0.93]	[0.03, -0.15, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.13, 0.07, -0.11]	[-0.14, 0.06, -0.1]
44	[-1.37, 0.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.0, -0.14, 0.94]	[0.0, -0.14, 0.93]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.11, 0.05, -0.11]	[-0.11, 0.05, -0.1]
45	[-1.15, 0.48, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, -0.12, 0.94]	[-0.02, -0.12, 0.93]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.09, 0.03, -0.11]	[-0.09, 0.03, -0.1]
46	[-0.92, 0.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.11, 0.94]	[-0.04, -0.11, 0.93]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.02, -0.11]	[-0.07, 0.02, -0.1]
47	[-0.7, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, -0.1, 0.93]	[-0.06, -0.1, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.05, 0.01, -0.11]	[-0.05, 0.01, -0.1]
48	[-0.51, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.1, 0.93]	[-0.07, -0.1, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.03, 0.01, -0.11]	[-0.04, 0.01, -0.1]
49	[-0.37, 0.08, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.09, -0.09, 0.93]	[-0.08, -0.09, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.02, 0.0, -0.11]	[-0.03, 0.0, -0.1]
50	[-0.26, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.1, -0.09, 0.93]	[-0.09, -0.09, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.02, 0.0, -0.11]	[-0.02, 0.0, -0.1]
51	[-0.19, 0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.1, -0.09, 0.93]	[-0.1, -0.09, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.01, 0.0, -0.11]	[-0.01, 0.0, -0.1]
52	[-0.13, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.93]	[-0.1, -0.09, 0.92]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.01, 0.0, -0.11]	[-0.01, 0.0, -0.1]
53	[-0.08, 0.01, -0.46, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.92]	[-0.1, -0.09, 0.91]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.0, 0.0, -0.1]	[-0.01, 0.0, -0.09]
54	[-0.06, 0.02, -0.38, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.91]	[-0.1, -0.09, 0.9]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.0, 0.0, -0.09]	[-0.01, 0.0, -0.08]
55	[-0.05, 0.02, -0.29, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.91]	[-0.11, -0.09, 0.9]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.0, 0.0, -0.08]	[-0.0, 0.0, -0.07]
56	[-0.04, 0.03, -0.22, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.9]	[-0.11, -0.09, 0.89]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.08]	[-0.0, 0.0, -0.07]
57	[-0.02, 0.03, -0.16, 0.0, 0.0, 0.0, 1.0]	[-0.11, -0.09, 0.9]	[-0.11, -0.09, 0.89]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.07]	[0.0, 0.0, -0.06]
58	[0.0, 0.03, -0.11, 0.0, 0.0, 0.0, 1.0]	[-0.12, -0.09, 0.89]	[-0.11, -0.09, 0.88]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
59	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.89]	[-0.11, -0.09, 0.88]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.89]	[-0.12, -0.09, 0.88]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.89]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.02]	[0.01, 0.01, -0.07]	[0.01, 0.0, -0.05]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.89]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.0, 0.0, -0.02]	[0.01, 0.01, -0.06]	[0.01, 0.01, -0.04]
63	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.9]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.0, -0.03]	[0.01, 0.0, -0.08]	[0.01, 0.01, -0.04]
64	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.92]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.0, -0.05]	[0.02, 0.0, -0.1]	[0.01, 0.01, -0.04]
65	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.94]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.02, -0.01, -0.07]	[0.02, -0.0, -0.12]	[0.01, 0.01, -0.04]
66	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.09, 0.97]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.02, -0.01, -0.1]	[0.02, -0.0, -0.14]	[0.01, 0.01, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.08, 0.97]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.02, -0.01, -0.1]	[0.02, -0.01, -0.15]	[0.01, 0.01, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.08, 0.97]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.0, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.0, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.01, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.09, 0.98]	[-0.12, -0.09, 0.87]	[-0.11, -0.09, 0.82]	[0.01, -0.01, -0.11]	[0.02, -0.0, -0.15]	[0.01, 0.01, -0.04]
