step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
33	[0.96, 6.86, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.26, 1.05]	[0.12, -0.26, 1.03]	[0.0, 0.0, 0.03]
34	[0.77, 6.65, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, -0.24, 1.05]	[0.14, -0.24, 1.03]	[0.0, 0.0, 0.03]
35	[0.6, 6.41, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.21, 1.05]	[0.15, -0.21, 1.03]	[0.0, 0.0, 0.03]
36	[0.45, 6.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, -0.19, 1.05]	[0.16, -0.19, 1.03]	[0.0, 0.0, 0.03]
37	[0.33, 5.94, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, -0.17, 1.05]	[0.17, -0.17, 1.03]	[0.0, 0.0, 0.03]
38	[0.24, 5.7, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.14, 1.05]	[0.18, -0.14, 1.03]	[0.0, 0.0, 0.03]
39	[0.17, 5.46, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.12, 1.06]	[0.19, -0.12, 1.03]	[0.0, 0.0, 0.03]
40	[0.12, 5.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.1, 1.06]	[0.19, -0.1, 1.03]	[0.0, 0.0, 0.03]
41	[0.08, 5.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.07, 1.06]	[0.19, -0.07, 1.03]	[0.0, 0.0, 0.03]
42	[0.06, 4.77, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.05, 1.06]	[0.19, -0.05, 1.03]	[0.0, 0.0, 0.03]
43	[0.05, 4.54, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.03, 1.06]	[0.19, -0.03, 1.03]	[0.0, 0.0, 0.03]
44	[0.04, 4.31, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.01, 1.06]	[0.19, -0.01, 1.03]	[0.0, 0.0, 0.03]
45	[0.04, 4.08, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.02, 1.05]	[0.19, 0.02, 1.03]	[0.0, 0.0, 0.03]
46	[0.04, 3.85, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.04, 1.05]	[0.19, 0.04, 1.03]	[0.0, 0.0, 0.03]
47	[0.04, 3.63, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.06, 1.05]	[0.19, 0.06, 1.03]	[0.0, 0.0, 0.03]
48	[0.04, 3.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.09, 1.05]	[0.19, 0.09, 1.03]	[0.0, 0.0, 0.03]
49	[0.05, 3.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.11, 1.05]	[0.19, 0.11, 1.03]	[0.0, 0.0, 0.03]
50	[0.05, 2.94, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.13, 1.05]	[0.19, 0.13, 1.02]	[0.0, 0.0, 0.03]
51	[0.05, 2.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.15, 1.05]	[0.19, 0.15, 1.02]	[0.0, 0.0, 0.03]
52	[0.05, 2.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.18, 1.05]	[0.19, 0.18, 1.02]	[0.0, 0.0, 0.03]
53	[0.05, 2.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.2, 1.05]	[0.19, 0.2, 1.02]	[0.0, 0.0, 0.03]
54	[0.05, 2.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.22, 1.04]	[0.19, 0.22, 1.02]	[0.0, 0.0, 0.03]
55	[0.05, 1.82, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.24, 1.04]	[0.19, 0.24, 1.02]	[0.0, 0.0, 0.03]
56	[0.06, 1.6, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.04]	[0.19, 0.26, 1.02]	[0.0, 0.0, 0.03]
57	[0.06, 1.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.29, 1.04]	[0.19, 0.29, 1.01]	[0.0, 0.0, 0.03]
58	[0.06, 1.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.31, 1.04]	[0.19, 0.31, 1.01]	[0.0, 0.0, 0.03]
59	[0.07, 0.95, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.33, 1.03]	[0.19, 0.33, 1.01]	[0.0, 0.0, 0.03]
60	[0.08, 0.74, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.03]	[0.19, 0.35, 1.01]	[0.0, 0.0, 0.03]
61	[0.09, 0.57, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.36, 1.0]	[0.0, 0.0, 0.03]
62	[0.09, 0.44, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.0]	[0.0, 0.0, 0.03]
63	[0.1, 0.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.19, 0.38, 1.0]	[0.0, 0.0, 0.03]
64	[0.1, 0.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.19, 0.38, 1.0]	[0.0, 0.0, 0.03]
65	[0.11, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.19, 0.39, 0.99]	[0.0, 0.0, 0.03]
66	[0.12, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.99]	[0.0, 0.0, 0.03]
67	[0.13, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.03]
68	[0.14, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.0]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.03]
69	[0.15, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.03]
70	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.96]	[0.0, 0.0, 0.03]
71	[0.17, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.98]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.03]
72	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.03]
73	[0.19, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.03]
74	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.03]
75	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.03]
76	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.92]	[0.0, 0.0, 0.03]
77	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.03]
78	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.93]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.03]
79	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.92]	[0.18, 0.39, 0.9]	[0.0, 0.0, 0.03]
80	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.92]	[0.18, 0.39, 0.89]	[0.0, 0.0, 0.03]
81	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.18, 0.38, 0.88]	[0.0, 0.0, 0.03]
82	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.88]	[0.0, 0.0, 0.03]
83	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.89]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.03]
84	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
85	[0.27, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
86	[0.27, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
87	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
88	[0.25, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
89	[0.24, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
90	[0.22, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
91	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
92	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
93	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
94	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
95	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
96	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
97	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
98	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
99	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
100	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
101	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
102	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
103	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
104	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
105	[0.2, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
106	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
107	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
108	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
109	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
110	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
111	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
112	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
113	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
114	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
115	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
116	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
117	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
118	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
119	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
