step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
21	[2.45, -0.3, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, 0.0, 1.27]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.21, 0.04, -0.17]	[0.26, -0.06, -0.2]
22	[2.58, -0.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, 0.0, 1.31]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.22, 0.04, -0.21]	[0.27, -0.06, -0.24]
23	[2.68, -0.36, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, -0.0, 1.36]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.21, 0.04, -0.26]	[0.26, -0.06, -0.29]
24	[2.57, -0.3, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.01, 1.39]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.19, 0.05, -0.29]	[0.24, -0.05, -0.32]
25	[2.42, -0.23, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.01, 1.39]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.2, 0.06, -0.29]	[0.25, -0.04, -0.32]
26	[2.47, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.01, 1.37]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.18, 0.06, -0.27]	[0.23, -0.04, -0.3]
27	[2.34, -0.18, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.02, 1.38]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.17, 0.06, -0.28]	[0.22, -0.04, -0.31]
28	[2.18, -0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.06, -0.02, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.15, 0.06, -0.3]	[0.2, -0.04, -0.32]
29	[2.0, -0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.02, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.13, 0.07, -0.3]	[0.18, -0.03, -0.33]
30	[1.77, -0.08, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 1.41]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.1, 0.07, -0.31]	[0.15, -0.03, -0.33]
31	[1.53, -0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.13, -0.03, 1.41]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.08, 0.07, -0.31]	[0.13, -0.03, -0.33]
32	[1.3, -0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.03, 1.41]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.06, 0.07, -0.31]	[0.11, -0.03, -0.33]
33	[1.1, -0.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.04, 0.07, -0.3]	[0.09, -0.03, -0.32]
34	[0.91, -0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.18, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.03, 0.07, -0.3]	[0.08, -0.03, -0.33]
35	[0.79, -0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.19, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.02, 0.07, -0.3]	[0.07, -0.03, -0.33]
36	[0.7, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.19, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.01, 0.07, -0.3]	[0.06, -0.03, -0.33]
37	[0.63, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.01, 0.07, -0.3]	[0.06, -0.03, -0.33]
38	[0.58, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.01, 0.07, -0.3]	[0.05, -0.03, -0.33]
39	[0.55, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.33]
40	[0.53, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.33]
41	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
42	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
43	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
44	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
45	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
46	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
47	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
48	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.2, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.33]
49	[0.52, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.33]
50	[0.51, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[0.0, 0.07, -0.3]	[0.05, -0.03, -0.33]
51	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
52	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
53	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
54	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
55	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
56	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
57	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
58	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
59	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
60	[0.5, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
61	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
62	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
63	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
64	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
65	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
66	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
67	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
68	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
69	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
70	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
71	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
72	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
73	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
74	[0.49, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.21, -0.03, 1.4]	[0.21, 0.04, 1.1]	[0.26, -0.06, 1.08]	[-0.0, 0.07, -0.3]	[0.05, -0.03, -0.32]
