step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.03, 1.07]	[-0.09, -0.11, 1.1]	[-0.16, -0.01, 1.13]	[-0.01, -0.14, 0.03]	[-0.07, -0.04, 0.06]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.04, 1.09]	[-0.09, -0.11, 1.1]	[-0.15, -0.01, 1.13]	[-0.01, -0.15, 0.01]	[-0.07, -0.05, 0.04]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.05, 1.12]	[-0.09, -0.11, 1.1]	[-0.15, -0.01, 1.14]	[-0.01, -0.16, -0.02]	[-0.07, -0.05, 0.02]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.05, 1.14]	[-0.09, -0.11, 1.1]	[-0.15, -0.01, 1.12]	[-0.01, -0.16, -0.04]	[-0.07, -0.07, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.05, 1.16]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.1]	[-0.0, -0.17, -0.06]	[-0.07, -0.07, -0.06]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.05, 1.18]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.09]	[-0.0, -0.17, -0.08]	[-0.07, -0.07, -0.09]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.05, 1.2]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.08]	[0.0, -0.16, -0.1]	[-0.07, -0.07, -0.12]
7	[-0.65, -0.49, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.04, 1.22]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.01, -0.16, -0.12]	[-0.05, -0.07, -0.15]
8	[-0.53, -0.41, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.03, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.03, -0.15, -0.13]	[-0.04, -0.06, -0.15]
9	[-0.41, -0.31, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.03, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.03, -0.14, -0.13]	[-0.03, -0.05, -0.15]
10	[-0.32, -0.23, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.02, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.04, -0.13, -0.13]	[-0.02, -0.04, -0.15]
11	[-0.24, -0.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.02, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.05, -0.13, -0.13]	[-0.02, -0.04, -0.15]
12	[-0.17, -0.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.01, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.05, -0.12, -0.13]	[-0.01, -0.03, -0.15]
13	[-0.12, -0.1, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.12, -0.13]	[-0.01, -0.03, -0.15]
14	[-0.08, -0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.23]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.12, -0.13]	[-0.01, -0.03, -0.15]
15	[-0.06, -0.1, -2.01, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.21]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.12, -0.11]	[-0.0, -0.03, -0.13]
16	[-0.05, -0.08, -1.85, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.19]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.12, -0.09]	[-0.0, -0.03, -0.11]
17	[-0.04, -0.06, -1.63, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.0, 1.17]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.11, -0.07]	[-0.0, -0.02, -0.09]
18	[-0.03, -0.05, -1.4, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.0, 1.14]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.06, -0.11, -0.04]	[-0.0, -0.02, -0.07]
19	[-0.02, -0.04, -1.17, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.0, 1.12]	[-0.09, -0.11, 1.1]	[-0.16, -0.02, 1.08]	[0.07, -0.11, -0.02]	[-0.0, -0.02, -0.04]
20	[-0.0, -0.03, -0.93, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.0, 1.1]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.07]	[0.07, -0.11, 0.0]	[0.0, -0.02, -0.03]
21	[0.01, -0.02, -0.78, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.0, 1.08]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.05]	[0.07, -0.11, 0.02]	[0.0, -0.02, -0.03]
22	[0.03, 0.0, -0.76, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.0, 1.06]	[-0.09, -0.11, 1.1]	[-0.15, -0.02, 1.04]	[0.07, -0.11, 0.04]	[0.0, -0.02, -0.02]
23	[0.05, 0.04, -0.73, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.0, 1.04]	[-0.09, -0.11, 1.1]	[-0.15, -0.01, 1.02]	[0.07, -0.11, 0.06]	[0.01, -0.01, -0.02]
24	[0.06, 0.07, -0.7, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.0, 1.03]	[-0.09, -0.11, 1.1]	[-0.15, -0.01, 1.01]	[0.07, -0.12, 0.07]	[0.01, -0.01, -0.02]
25	[0.08, 0.1, -0.66, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.01]	[-0.09, -0.11, 1.1]	[-0.14, 0.0, 1.0]	[0.06, -0.12, 0.09]	[0.01, -0.01, -0.01]
26	[0.09, 0.14, -0.61, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.01, 1.0]	[-0.09, -0.11, 1.1]	[-0.14, 0.01, 0.99]	[0.06, -0.12, 0.1]	[0.01, 0.0, -0.01]
