step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.01, 1.03]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.27, -0.05, 0.07]	[0.19, 0.02, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.05]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.28, -0.05, 0.05]	[0.19, 0.02, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.07]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.28, -0.05, 0.03]	[0.2, 0.02, 0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.09]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.28, -0.05, 0.01]	[0.2, 0.02, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.12]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.28, -0.05, -0.02]	[0.2, 0.02, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.14]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.29, -0.05, -0.04]	[0.2, 0.02, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.16]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.29, -0.05, -0.06]	[0.2, 0.02, -0.09]
7	[2.02, 0.44, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.01, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.27, -0.06, -0.08]	[0.19, 0.01, -0.11]
8	[1.88, 0.37, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.0, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.25, -0.07, -0.08]	[0.17, 0.0, -0.11]
9	[1.68, 0.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, 0.01, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.23, -0.08, -0.08]	[0.15, -0.0, -0.11]
10	[1.45, 0.21, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, 0.02, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.21, -0.08, -0.08]	[0.12, -0.01, -0.11]
11	[1.23, 0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, 0.02, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.18, -0.09, -0.08]	[0.1, -0.01, -0.11]
12	[1.0, 0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.02, 0.02, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.16, -0.09, -0.08]	[0.08, -0.02, -0.1]
13	[0.77, 0.08, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, 0.03, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.14, -0.09, -0.08]	[0.06, -0.02, -0.1]
14	[0.58, 0.06, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.03, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.13, -0.09, -0.08]	[0.04, -0.02, -0.11]
15	[0.42, 0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.03, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.11, -0.09, -0.08]	[0.03, -0.02, -0.11]
16	[0.3, 0.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.03, 1.18]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.1, -0.1, -0.08]	[0.02, -0.02, -0.11]
17	[0.2, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.03, 1.19]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.1, -0.1, -0.09]	[0.01, -0.02, -0.11]
18	[0.13, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.03, 1.19]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.09, -0.1, -0.09]	[0.01, -0.02, -0.11]
19	[0.08, -0.04, -1.62, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.03, 1.17]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.09, -0.1, -0.07]	[0.0, -0.02, -0.1]
20	[0.04, -0.03, -1.47, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.15]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.08, -0.1, -0.05]	[0.0, -0.02, -0.08]
21	[0.0, -0.03, -1.26, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.13]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.08, -0.1, -0.03]	[-0.0, -0.02, -0.05]
22	[-0.01, -0.02, -1.04, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.11]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.08]	[0.08, -0.09, -0.01]	[-0.0, -0.02, -0.03]
23	[-0.01, -0.01, -0.82, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.09]	[0.18, -0.07, 1.1]	[0.1, 0.01, 1.04]	[0.08, -0.09, 0.01]	[0.0, -0.02, -0.05]
24	[0.0, 0.04, -0.97, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.07]	[0.18, -0.07, 1.1]	[0.1, 0.03, 1.01]	[0.08, -0.09, 0.03]	[0.0, -0.0, -0.06]
25	[0.04, 0.19, -1.15, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.03, 1.06]	[0.18, -0.07, 1.1]	[0.11, 0.05, 0.98]	[0.08, -0.09, 0.04]	[0.01, 0.02, -0.08]
26	[0.08, 0.4, -1.29, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.02, 1.06]	[0.18, -0.07, 1.1]	[0.11, 0.06, 0.97]	[0.08, -0.09, 0.04]	[0.01, 0.03, -0.09]
27	[0.09, 0.51, -1.35, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.02, 1.06]	[0.18, -0.07, 1.1]	[0.11, 0.06, 0.97]	[0.08, -0.09, 0.04]	[0.01, 0.04, -0.09]
28	[0.09, 0.6, -1.39, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.02, 1.06]	[0.18, -0.07, 1.1]	[0.11, 0.08, 0.96]	[0.08, -0.09, 0.04]	[0.01, 0.05, -0.09]
29	[0.11, 0.75, -1.44, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.02, 1.05]	[0.18, -0.07, 1.1]	[0.12, 0.1, 0.95]	[0.08, -0.09, 0.05]	[0.02, 0.08, -0.1]
30	[0.16, 0.97, -1.48, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.02, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.12, 0.95]	[0.08, -0.08, 0.05]	[0.02, 0.1, -0.1]
31	[0.22, 1.22, -1.48, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.08, -0.08, 0.05]	[0.02, 0.11, -0.1]
32	[0.24, 1.34, -1.47, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.08, 0.05]	[0.02, 0.11, -0.1]
33	[0.22, 1.33, -1.47, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.08, 0.05]	[0.02, 0.11, -0.1]
34	[0.21, 1.33, -1.46, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.08, 0.05]	[0.02, 0.11, -0.1]
35	[0.19, 1.33, -1.46, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.05]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.08, 0.05]	[0.02, 0.11, -0.1]
36	[0.18, 1.34, -1.45, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.04]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.08, 0.06]	[0.02, 0.12, -0.09]
37	[0.15, 1.37, -1.43, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.01, 1.04]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.07, -0.07, 0.06]	[0.01, 0.12, -0.09]
38	[0.13, 1.4, -1.38, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.0, 1.03]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.06, -0.07, 0.07]	[0.01, 0.12, -0.08]
39	[0.1, 1.42, -1.26, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.0, 1.01]	[0.18, -0.07, 1.1]	[0.12, 0.12, 0.95]	[0.06, -0.07, 0.09]	[0.01, 0.11, -0.06]
40	[0.05, 1.34, -1.1, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.0, 1.0]	[0.18, -0.07, 1.1]	[0.12, 0.12, 0.95]	[0.06, -0.07, 0.1]	[0.0, 0.11, -0.05]
41	[0.03, 1.35, -0.95, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.0, 0.98]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.06, -0.07, 0.12]	[0.0, 0.12, -0.03]
42	[0.02, 1.41, -0.81, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.0, 0.97]	[0.18, -0.07, 1.1]	[0.13, 0.12, 0.95]	[0.05, -0.07, 0.13]	[0.0, 0.12, -0.02]
43	[0.0, 1.4, -0.7, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.01, 0.96]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.05, -0.07, 0.14]	[-0.0, 0.12, -0.01]
44	[-0.0, 1.42, -0.59, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.01, 0.95]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.05, -0.07, 0.15]	[-0.0, 0.12, -0.0]
45	[-0.02, 1.42, -0.54, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.01, 0.95]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.05, -0.07, 0.15]	[-0.0, 0.12, 0.0]
46	[-0.03, 1.42, -0.5, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.01, 0.95]	[0.18, -0.07, 1.1]	[0.13, 0.13, 0.95]	[0.05, -0.07, 0.15]	[-0.0, 0.12, 0.0]
