step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
10	[0.08, 0.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.17, 1.02]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, 0.01, -0.2]	[0.25, -0.2, -0.19]	[0.24, -0.21, 0.01]
11	[0.09, 0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.17, 1.02]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, 0.01, -0.2]	[0.25, -0.21, -0.19]	[0.24, -0.21, 0.01]
12	[0.08, 0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.17, 1.01]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, 0.01, -0.19]	[0.25, -0.21, -0.19]	[0.24, -0.21, 0.01]
13	[0.08, 0.05, -1.95, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.17, 1.0]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.0, 0.0, -0.18]	[0.24, -0.21, -0.17]	[0.24, -0.21, 0.01]
14	[0.03, 0.05, -1.8, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.17, 0.98]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.0, 0.01, -0.16]	[0.23, -0.21, -0.16]	[0.24, -0.21, 0.01]
15	[-0.04, 0.05, -1.6, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.96]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.01, -0.14]	[0.23, -0.21, -0.14]	[0.24, -0.21, 0.01]
16	[-0.08, 0.05, -1.41, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.94]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.0, -0.12]	[0.23, -0.21, -0.12]	[0.24, -0.21, 0.01]
17	[-0.11, 0.05, -1.2, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.92]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.0, -0.1]	[0.23, -0.21, -0.09]	[0.24, -0.21, 0.01]
18	[-0.13, 0.05, -0.99, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.9]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.0, -0.08]	[0.23, -0.21, -0.07]	[0.24, -0.21, 0.01]
19	[-0.13, 0.05, -0.78, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.88]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.0, -0.06]	[0.23, -0.21, -0.05]	[0.24, -0.21, 0.01]
20	[-0.11, 0.04, -0.59, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.17, 0.86]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.01, 0.0, -0.04]	[0.23, -0.21, -0.04]	[0.24, -0.21, 0.01]
21	[-0.08, 0.04, -0.44, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.17, 0.85]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[-0.0, 0.0, -0.03]	[0.23, -0.21, -0.03]	[0.24, -0.21, 0.01]
22	[-0.04, 0.03, -0.32, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.18, 0.84]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.0, 0.0, -0.02]	[0.24, -0.21, -0.02]	[0.24, -0.21, 0.01]
23	[0.01, 0.02, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.18, 0.83]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.01]	[0.25, -0.21, -0.01]	[0.24, -0.21, 0.01]
24	[0.07, 0.01, -0.13, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.18, 0.83]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, -0.0, -0.01]	[0.25, -0.21, -0.0]	[0.24, -0.21, 0.01]
25	[0.14, -0.01, -0.06, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.02, -0.0, -0.0]	[0.26, -0.22, 0.0]	[0.24, -0.21, 0.01]
26	[0.21, -0.03, -0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.03, -0.01, 0.0]	[0.27, -0.22, 0.01]	[0.24, -0.21, 0.01]
27	[0.27, -0.06, 0.05, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.19, 0.81]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.03, -0.01, 0.01]	[0.27, -0.22, 0.01]	[0.24, -0.21, 0.01]
28	[0.31, -0.1, 0.07, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.19, 0.81]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.03, -0.01, 0.01]	[0.27, -0.23, 0.01]	[0.24, -0.21, 0.01]
29	[0.31, -0.13, 0.09, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.19, 0.81]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.03, -0.01, 0.01]	[0.27, -0.23, 0.01]	[0.24, -0.21, 0.01]
30	[0.28, -0.14, 0.08, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.19, 0.81]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.02, -0.01, 0.01]	[0.26, -0.23, 0.01]	[0.24, -0.21, 0.01]
31	[0.24, -0.14, 0.06, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.19, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.02, -0.01, 0.0]	[0.26, -0.23, 0.01]	[0.24, -0.21, 0.01]
32	[0.18, -0.12, 0.05, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.19, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, -0.01, 0.0]	[0.25, -0.22, 0.01]	[0.24, -0.21, 0.01]
33	[0.13, -0.09, 0.03, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, -0.01, 0.0]	[0.25, -0.22, 0.01]	[0.24, -0.21, 0.01]
34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, -0.0, 0.0]	[0.24, -0.22, 0.01]	[0.24, -0.21, 0.01]
35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.01, -0.0, 0.0]	[0.24, -0.21, 0.01]	[0.24, -0.21, 0.01]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.18, 0.82]	[-0.08, 0.18, 0.82]	[0.16, -0.04, 0.82]	[0.0, 0.0, 0.0]	[0.24, -0.21, 0.0]	[0.24, -0.21, 0.0]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.83]	[-0.08, 0.18, 0.83]	[0.16, -0.04, 0.82]	[0.0, 0.0, 0.0]	[0.24, -0.21, -0.0]	[0.24, -0.21, -0.0]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.83]	[-0.08, 0.17, 0.83]	[0.16, -0.04, 0.82]	[0.0, 0.0, 0.0]	[0.24, -0.21, -0.01]	[0.24, -0.21, -0.01]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.84]	[-0.08, 0.17, 0.84]	[0.16, -0.04, 0.82]	[0.0, 0.0, 0.0]	[0.24, -0.21, -0.01]	[0.24, -0.21, -0.01]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.84]	[-0.08, 0.17, 0.84]	[0.16, -0.04, 0.82]	[0.0, 0.0, 0.0]	[0.25, -0.2, -0.02]	[0.24, -0.21, -0.02]
41	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.85]	[-0.08, 0.17, 0.85]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.02]	[0.24, -0.21, -0.02]
42	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.85]	[-0.08, 0.17, 0.86]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.03]	[0.24, -0.21, -0.03]
43	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.86]	[-0.08, 0.17, 0.86]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.04]	[0.24, -0.21, -0.04]
44	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.87]	[-0.08, 0.17, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.04]	[0.24, -0.2, -0.04]
45	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.87]	[-0.08, 0.17, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.05]	[0.24, -0.2, -0.05]
46	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.88]	[-0.08, 0.17, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.05]	[0.24, -0.2, -0.05]
47	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.88]	[-0.08, 0.17, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.06]	[0.24, -0.2, -0.06]
48	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.89]	[-0.08, 0.17, 0.89]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.06]	[0.24, -0.2, -0.06]
49	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.17, 0.89]	[-0.08, 0.17, 0.89]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.25, -0.2, -0.07]	[0.24, -0.2, -0.07]
50	[2.42, -2.04, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.15, 0.91]	[-0.07, 0.16, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.24, -0.19, -0.09]	[0.23, -0.19, -0.09]
51	[2.3, -1.92, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.14, 0.92]	[-0.05, 0.14, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.22, -0.18, -0.09]	[0.21, -0.18, -0.09]
52	[2.13, -1.8, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.13, 0.92]	[-0.03, 0.13, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.2, -0.17, -0.09]	[0.19, -0.17, -0.09]
53	[1.92, -1.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.11, 0.92]	[-0.01, 0.12, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.18, -0.15, -0.09]	[0.17, -0.15, -0.09]
54	[1.71, -1.52, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.0, 0.1, 0.92]	[0.01, 0.1, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.15, -0.13, -0.09]	[0.15, -0.13, -0.09]
55	[1.49, -1.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.07, 0.92]	[0.03, 0.08, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.13, -0.11, -0.09]	[0.13, -0.11, -0.09]
56	[1.26, -1.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.05, 0.92]	[0.05, 0.05, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.11, -0.08, -0.09]	[0.1, -0.09, -0.09]
57	[1.04, -0.87, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.02, 0.91]	[0.08, 0.03, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.09, -0.06, -0.09]	[0.08, -0.06, -0.09]
58	[0.82, -0.62, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.0, 0.91]	[0.1, 0.0, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.07, -0.04, -0.09]	[0.06, -0.04, -0.09]
59	[0.63, -0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.02, 0.91]	[0.11, -0.01, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.05, -0.02, -0.09]	[0.05, -0.02, -0.09]
60	[0.48, -0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.03, 0.91]	[0.12, -0.02, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.04, -0.01, -0.09]	[0.04, -0.01, -0.09]
61	[0.35, -0.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, -0.04, 0.91]	[0.13, -0.03, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.03, -0.0, -0.09]	[0.03, -0.0, -0.09]
62	[0.25, -0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, -0.04, 0.92]	[0.14, -0.04, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.02, 0.0, -0.09]	[0.02, 0.0, -0.09]
63	[0.18, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.14, -0.04, 0.92]	[0.15, -0.04, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.02, 0.0, -0.09]	[0.01, 0.0, -0.09]
64	[0.12, 0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.14, -0.04, 0.92]	[0.15, -0.04, 0.92]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.09]	[0.01, 0.0, -0.09]
65	[0.08, 0.02, -0.43, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.91]	[0.15, -0.04, 0.91]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.09]	[0.0, 0.0, -0.09]
66	[0.05, 0.01, -0.36, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.9]	[0.16, -0.04, 0.9]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.08]
67	[0.03, 0.01, -0.27, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.9]	[0.16, -0.04, 0.9]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.07]
68	[0.02, 0.0, -0.21, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.89]	[0.16, -0.04, 0.89]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.07]
69	[0.01, 0.0, -0.15, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.89]	[0.16, -0.04, 0.89]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.06]	[0.0, -0.0, -0.06]
70	[0.01, -0.0, -0.11, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.04, 0.88]	[0.16, -0.04, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.06]	[0.0, -0.0, -0.06]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.88]	[0.16, -0.04, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.88]	[0.16, -0.04, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, 0.0]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.88]	[0.16, -0.04, 0.88]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.06]	[-0.0, 0.0, -0.05]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.88]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.9]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.03]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.92]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.05]	[0.01, 0.0, -0.1]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.94]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.08]	[0.01, 0.0, -0.12]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.97]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.14]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, -0.04, 0.97]	[0.16, -0.04, 0.87]	[0.16, -0.04, 0.82]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
