step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.01]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.08, -0.33, 0.09]	[-0.0, -0.24, 0.06]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.04]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, 0.06]	[-0.0, -0.24, 0.04]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.06]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, 0.04]	[0.0, -0.24, 0.02]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.08]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, 0.02]	[0.0, -0.24, -0.0]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.1]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, -0.0]	[0.01, -0.24, -0.03]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.12]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, -0.02]	[0.01, -0.24, -0.05]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.15]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.33, -0.05]	[0.01, -0.24, -0.07]
7	[0.08, -2.17, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.06, -0.31, -0.07]	[0.01, -0.23, -0.09]
8	[0.08, -2.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.18]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.29, -0.08]	[0.01, -0.2, -0.1]
9	[0.07, -1.79, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.07, 1.18]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.26, -0.08]	[0.01, -0.18, -0.1]
10	[0.06, -1.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 1.18]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.24, -0.08]	[0.0, -0.16, -0.1]
11	[0.05, -1.32, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.11, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.22, -0.07]	[0.0, -0.13, -0.1]
12	[0.04, -1.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.14, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.2, -0.07]	[0.0, -0.11, -0.1]
13	[0.04, -0.85, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.16, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.17, -0.07]	[0.0, -0.09, -0.1]
14	[0.04, -0.65, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.18, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.16, -0.07]	[0.0, -0.07, -0.1]
15	[0.04, -0.48, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.19, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.15, -0.07]	[0.0, -0.06, -0.1]
16	[0.03, -0.35, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.2, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.14, -0.07]	[0.0, -0.05, -0.1]
17	[0.02, -0.26, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.2, 1.17]	[-0.19, -0.33, 1.1]	[-0.12, -0.25, 1.08]	[-0.07, -0.13, -0.07]	[0.0, -0.04, -0.1]
