step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
18	[-0.12, 0.09, -0.93, 0.0, 0.0, 0.0, -1.0]	[0.0, -0.35, 0.97]	[-0.02, -0.33, 0.86]	[-0.04, -0.02, 0.11]
19	[-0.21, 0.23, -0.95, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.36, 0.97]	[-0.02, -0.33, 0.86]	[-0.05, -0.03, 0.11]
20	[-0.29, 0.34, -0.95, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.37, 0.97]	[-0.02, -0.33, 0.86]	[-0.05, -0.04, 0.1]
21	[-0.36, 0.42, -0.93, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.38, 0.97]	[-0.02, -0.33, 0.86]	[-0.06, -0.04, 0.1]
22	[-0.41, 0.47, -0.91, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.38, 0.96]	[-0.02, -0.33, 0.86]	[-0.06, -0.05, 0.1]
23	[-0.44, 0.51, -0.88, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.38, 0.96]	[-0.02, -0.33, 0.86]	[-0.06, -0.05, 0.1]
24	[-0.47, 0.53, -0.86, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.38, 0.96]	[-0.02, -0.33, 0.86]	[-0.06, -0.05, 0.09]
25	[-0.49, 0.54, -0.84, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.39, 0.96]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
26	[-0.5, 0.55, -0.83, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.96]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
27	[-0.51, 0.56, -0.82, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.96]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
28	[-0.52, 0.57, -0.8, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.95]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
29	[-0.53, 0.57, -0.8, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.95]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
30	[-0.53, 0.57, -0.79, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.95]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
31	[-0.53, 0.57, -0.78, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.39, 0.95]	[-0.02, -0.33, 0.86]	[-0.07, -0.05, 0.09]
32	[-0.53, 0.57, -0.78, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.39, 0.95]	[-0.02, -0.33, 0.86]	[-0.06, -0.05, 0.08]
33	[-0.5, 0.56, -0.75, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.38, 0.95]	[-0.02, -0.33, 0.86]	[-0.06, -0.05, 0.08]
34	[-0.47, 0.53, -0.71, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.37, 0.93]	[-0.02, -0.33, 0.86]	[-0.05, -0.04, 0.07]
35	[-0.41, 0.44, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.36, 0.92]	[-0.02, -0.33, 0.86]	[-0.04, -0.03, 0.06]
36	[-0.34, 0.34, -0.47, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.36, 0.91]	[-0.02, -0.33, 0.86]	[-0.03, -0.03, 0.05]
37	[-0.27, 0.25, -0.37, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.35, 0.9]	[-0.02, -0.33, 0.86]	[-0.03, -0.02, 0.04]
38	[-0.22, 0.18, -0.29, 0.0, 0.0, 0.0, -1.0]	[0.0, -0.34, 0.9]	[-0.02, -0.33, 0.86]	[-0.02, -0.01, 0.03]
39	[-0.16, 0.12, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.0, -0.34, 0.89]	[-0.02, -0.33, 0.86]	[-0.01, -0.01, 0.03]
40	[-0.11, 0.08, -0.15, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.34, 0.89]	[-0.02, -0.33, 0.86]	[-0.01, -0.01, 0.02]
41	[-0.07, 0.05, -0.1, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.33, 0.88]	[-0.02, -0.33, 0.86]	[-0.01, -0.0, 0.02]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, -0.33, 0.88]	[-0.02, -0.33, 0.86]	[-0.0, -0.0, 0.02]
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, -0.33, 0.88]	[-0.02, -0.33, 0.86]	[-0.0, -0.0, 0.02]
44	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, -0.33, 0.89]	[-0.02, -0.33, 0.87]	[-0.0, -0.0, 0.02]
45	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, -0.33, 0.91]	[-0.03, -0.33, 0.89]	[-0.0, -0.0, 0.02]
46	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.33, 0.93]	[-0.03, -0.33, 0.91]	[-0.0, -0.0, 0.02]
47	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.33, 0.95]	[-0.04, -0.33, 0.93]	[-0.0, -0.0, 0.02]
48	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.33, 0.97]	[-0.04, -0.33, 0.95]	[-0.0, -0.0, 0.02]
49	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.33, 0.99]	[-0.05, -0.33, 0.97]	[-0.0, -0.0, 0.02]
50	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, -0.33, 1.01]	[-0.05, -0.33, 0.99]	[-0.0, -0.0, 0.02]
51	[2.51, 7.34, 10.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.32, 1.03]	[-0.04, -0.32, 1.01]	[-0.0, -0.0, 0.02]
52	[2.4, 7.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, -0.29, 1.03]	[-0.02, -0.29, 1.01]	[-0.0, -0.0, 0.02]
53	[2.21, 6.96, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.0, -0.27, 1.03]	[0.0, -0.27, 1.01]	[-0.0, -0.0, 0.02]
54	[1.97, 6.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.24, 1.03]	[0.02, -0.24, 1.01]	[-0.0, -0.0, 0.02]
55	[1.74, 6.46, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.22, 1.03]	[0.05, -0.22, 1.01]	[-0.0, 0.0, 0.02]
56	[1.51, 6.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.19, 1.03]	[0.07, -0.19, 1.01]	[-0.0, 0.0, 0.02]
57	[1.29, 5.95, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.17, 1.03]	[0.09, -0.17, 1.01]	[-0.0, 0.0, 0.02]
58	[1.07, 5.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.14, 1.03]	[0.11, -0.14, 1.01]	[-0.0, 0.0, 0.02]
59	[0.85, 5.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, -0.12, 1.03]	[0.13, -0.12, 1.01]	[-0.0, 0.0, 0.02]
60	[0.66, 5.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.1, 1.03]	[0.15, -0.1, 1.01]	[-0.0, 0.0, 0.02]
61	[0.5, 4.99, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, -0.07, 1.03]	[0.16, -0.07, 1.01]	[-0.0, 0.0, 0.02]
62	[0.37, 4.75, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, -0.05, 1.03]	[0.17, -0.05, 1.01]	[-0.0, 0.0, 0.02]
63	[0.27, 4.52, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.03, 1.03]	[0.18, -0.03, 1.01]	[-0.0, 0.0, 0.02]
64	[0.19, 4.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.0, 1.03]	[0.18, -0.0, 1.01]	[-0.0, 0.0, 0.02]
65	[0.14, 4.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.02, 1.03]	[0.19, 0.02, 1.01]	[-0.0, 0.0, 0.02]
66	[0.1, 3.82, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.04, 1.03]	[0.19, 0.04, 1.01]	[-0.0, 0.0, 0.02]
67	[0.07, 3.59, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.07, 1.03]	[0.19, 0.07, 1.01]	[-0.0, 0.0, 0.02]
68	[0.06, 3.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.09, 1.03]	[0.19, 0.09, 1.01]	[-0.0, 0.0, 0.02]
69	[0.05, 3.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.11, 1.03]	[0.19, 0.11, 1.01]	[-0.0, 0.0, 0.02]
70	[0.04, 2.9, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.14, 1.03]	[0.19, 0.14, 1.01]	[-0.0, 0.0, 0.02]
71	[0.04, 2.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.16, 1.03]	[0.19, 0.16, 1.01]	[-0.0, 0.0, 0.02]
72	[0.05, 2.45, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.18, 1.03]	[0.19, 0.18, 1.01]	[-0.0, 0.0, 0.02]
73	[0.05, 2.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.2, 1.03]	[0.19, 0.2, 1.01]	[-0.0, 0.0, 0.02]
74	[0.05, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.23, 1.02]	[0.19, 0.22, 1.0]	[-0.0, 0.0, 0.02]
75	[0.05, 1.78, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.25, 1.02]	[0.19, 0.25, 1.0]	[-0.0, 0.0, 0.02]
76	[0.06, 1.55, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.27, 1.02]	[0.19, 0.27, 1.0]	[-0.0, 0.0, 0.02]
77	[0.06, 1.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.29, 1.02]	[0.19, 0.29, 1.0]	[-0.0, 0.0, 0.02]
78	[0.07, 1.12, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.31, 1.02]	[0.19, 0.31, 1.0]	[-0.0, 0.0, 0.02]
79	[0.08, 0.91, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.33, 1.01]	[0.19, 0.33, 0.99]	[-0.0, 0.0, 0.02]
80	[0.09, 0.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.01]	[0.19, 0.35, 0.99]	[-0.0, 0.0, 0.02]
81	[0.1, 0.55, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.01]	[0.19, 0.36, 0.99]	[-0.0, 0.0, 0.02]
82	[0.1, 0.42, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.01]	[0.19, 0.37, 0.98]	[-0.0, 0.0, 0.02]
83	[0.11, 0.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.0]	[0.19, 0.38, 0.98]	[-0.0, 0.0, 0.02]
84	[0.12, 0.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.0]	[0.18, 0.38, 0.98]	[0.0, 0.0, 0.02]
85	[0.13, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 0.99]	[0.18, 0.38, 0.97]	[0.0, 0.0, 0.02]
86	[0.14, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.99]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.02]
87	[0.15, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.98]	[0.18, 0.39, 0.96]	[0.0, 0.0, 0.02]
88	[0.17, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.97]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.02]
89	[0.18, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.02]
90	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.02]
91	[0.21, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.95]	[0.18, 0.38, 0.93]	[0.0, 0.0, 0.02]
92	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.94]	[0.18, 0.38, 0.92]	[0.0, 0.0, 0.02]
93	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.38, 0.91]	[0.0, 0.0, 0.02]
94	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.18, 0.38, 0.9]	[0.0, 0.0, 0.02]
95	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.18, 0.38, 0.9]	[0.0, 0.0, 0.02]
96	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.17, 0.38, 0.89]	[0.0, 0.0, 0.02]
97	[0.23, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.88]	[0.0, 0.0, 0.02]
98	[0.23, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.89]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.02]
99	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
100	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
101	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
102	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
103	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
104	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
105	[0.25, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
106	[0.25, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
107	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
108	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
109	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
110	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
111	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
112	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
113	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
114	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
115	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
116	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
117	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
118	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
119	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
