step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
10	[0.3, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.12, 1.01]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.02, 0.0, -0.19]	[-0.13, -0.18, -0.18]	[-0.15, -0.18, 0.01]
11	[0.21, 0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.12, 1.01]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.19]	[-0.14, -0.18, -0.19]	[-0.15, -0.18, 0.01]
12	[0.13, 0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 1.01]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.19]	[-0.14, -0.18, -0.19]	[-0.15, -0.18, 0.01]
13	[0.08, 0.0, -1.93, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 1.0]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.18]	[-0.15, -0.18, -0.17]	[-0.15, -0.18, 0.01]
14	[0.05, 0.0, -1.77, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.97]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.15]	[-0.15, -0.18, -0.15]	[-0.15, -0.18, 0.01]
15	[0.02, 0.01, -1.54, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.95]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.13]	[-0.15, -0.18, -0.13]	[-0.15, -0.18, 0.01]
16	[0.01, 0.01, -1.31, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.93]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.11]	[-0.15, -0.18, -0.1]	[-0.15, -0.18, 0.01]
17	[0.01, 0.01, -1.07, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.9]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.08]	[-0.15, -0.18, -0.08]	[-0.15, -0.18, 0.01]
18	[0.02, 0.01, -0.84, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.88]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.06]	[-0.15, -0.18, -0.06]	[-0.15, -0.18, 0.01]
19	[0.03, 0.01, -0.62, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.87]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.05]	[-0.15, -0.18, -0.04]	[-0.15, -0.18, 0.01]
20	[0.03, 0.01, -0.46, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.85]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.03]	[-0.15, -0.18, -0.03]	[-0.15, -0.18, 0.01]
21	[0.03, 0.01, -0.34, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.84]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.02]	[-0.15, -0.18, -0.02]	[-0.15, -0.18, 0.01]
22	[0.03, 0.0, -0.25, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.84]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.02]	[-0.15, -0.18, -0.01]	[-0.15, -0.18, 0.01]
23	[0.03, -0.0, -0.18, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.01]	[-0.15, -0.18, 0.01]
24	[0.02, -0.01, -0.14, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.01]	[-0.15, -0.18, 0.01]
25	[0.02, -0.01, -0.1, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.0]	[-0.15, -0.18, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.0]	[-0.15, -0.18, 0.01]
27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.0]	[-0.15, -0.18, 0.01]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.83]	[0.12, 0.12, 0.82]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.01]	[-0.15, -0.18, 0.0]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.84]	[0.12, 0.12, 0.83]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.01]	[-0.15, -0.18, -0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.84]	[0.12, 0.12, 0.84]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.02]	[-0.15, -0.18, -0.01]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.85]	[0.12, 0.12, 0.84]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.02]	[-0.15, -0.18, -0.02]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.85]	[0.12, 0.12, 0.85]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.03]	[-0.15, -0.18, -0.02]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.86]	[0.12, 0.12, 0.85]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.04]	[-0.15, -0.18, -0.03]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.87]	[0.11, 0.12, 0.86]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.04]	[-0.15, -0.18, -0.03]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.87]	[0.11, 0.12, 0.86]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.05]	[-0.15, -0.18, -0.04]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.88]	[0.11, 0.12, 0.87]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.05]	[-0.15, -0.18, -0.04]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.88]	[0.11, 0.12, 0.87]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.06]	[-0.15, -0.18, -0.05]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.89]	[0.11, 0.12, 0.88]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.06]	[-0.15, -0.18, -0.06]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.89]	[0.11, 0.12, 0.89]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.07]	[-0.15, -0.18, -0.06]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.9]	[0.11, 0.12, 0.89]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.07]	[-0.15, -0.18, -0.07]
41	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.12, 0.9]	[0.11, 0.12, 0.9]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.15, -0.18, -0.08]	[-0.15, -0.18, -0.07]
42	[-1.49, -1.79, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.1, 0.11, 0.92]	[0.1, 0.11, 0.91]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.14, -0.17, -0.09]	[-0.14, -0.17, -0.09]
43	[-1.37, -1.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, 0.09, 0.93]	[0.08, 0.09, 0.92]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.12, -0.15, -0.11]	[-0.12, -0.15, -0.1]
44	[-1.2, -1.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.06, 0.07, 0.93]	[0.06, 0.07, 0.93]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.13, -0.11]	[-0.1, -0.13, -0.1]
45	[-1.0, -1.29, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, 0.05, 0.93]	[0.04, 0.05, 0.93]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.08, -0.11, -0.11]	[-0.08, -0.11, -0.1]
46	[-0.78, -1.07, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, 0.03, 0.93]	[0.02, 0.03, 0.93]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.06, -0.09, -0.11]	[-0.06, -0.09, -0.1]
47	[-0.57, -0.86, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.0, 0.01, 0.93]	[0.0, 0.01, 0.92]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.04, -0.07, -0.11]	[-0.04, -0.07, -0.1]
48	[-0.39, -0.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, -0.0, 0.93]	[-0.01, -0.0, 0.92]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.02, -0.05, -0.11]	[-0.03, -0.05, -0.1]
49	[-0.25, -0.51, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, -0.02, 0.93]	[-0.02, -0.02, 0.92]	[-0.04, -0.06, 0.82]	[0.0, -0.0, -0.01]	[-0.01, -0.04, -0.1]	[-0.02, -0.04, -0.1]
50	[-0.15, -0.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, -0.03, 0.93]	[-0.03, -0.03, 0.92]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[-0.01, -0.03, -0.1]	[-0.01, -0.03, -0.09]
51	[-0.08, -0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, -0.04, 0.92]	[-0.03, -0.04, 0.92]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[-0.0, -0.02, -0.1]	[-0.0, -0.02, -0.09]
52	[-0.04, -0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.04, 0.92]	[-0.04, -0.04, 0.92]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.01, -0.1]	[-0.0, -0.01, -0.09]
53	[-0.01, -0.1, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.05, 0.92]	[-0.04, -0.05, 0.92]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.1]	[0.0, -0.0, -0.09]
54	[0.01, -0.05, -0.4, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.05, 0.92]	[-0.04, -0.05, 0.91]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.09]	[0.0, -0.0, -0.08]
55	[0.01, -0.01, -0.33, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.06, 0.91]	[-0.04, -0.06, 0.9]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.08]	[0.0, 0.0, -0.07]
56	[0.01, 0.01, -0.25, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.06, 0.9]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.08]	[0.0, 0.0, -0.07]
57	[0.01, 0.02, -0.18, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.06, 0.9]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.07]	[0.0, 0.0, -0.06]
58	[0.01, 0.03, -0.13, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.88]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.07]	[0.0, 0.0, -0.06]
59	[0.02, 0.03, -0.1, 0.0, 0.0, 0.0, 1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.88]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.06]	[0.0, 0.0, -0.06]
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.88]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.06]	[0.0, 0.0, -0.06]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.88]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.06]	[0.0, 0.0, -0.06]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.88]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.01]	[0.0, 0.0, -0.06]	[0.0, 0.0, -0.06]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.06, 0.89]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.02]	[0.0, 0.0, -0.06]	[0.0, 0.0, -0.04]
64	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.06, 0.9]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.0, 0.0, -0.03]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.04]
65	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.92]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.05]	[0.01, 0.0, -0.1]	[0.0, 0.0, -0.04]
66	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.94]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.08]	[0.01, 0.0, -0.12]	[0.0, 0.0, -0.04]
67	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.97]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.1]	[0.02, 0.0, -0.14]	[0.0, 0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.97]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.1]	[0.02, 0.0, -0.15]	[0.0, 0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.97]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.06, 0.98]	[-0.04, -0.06, 0.87]	[-0.04, -0.06, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
