step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
0	[1.49, -1.65, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, -0.1, 1.0]	[0.11, -0.25, 0.86]	[0.12, 0.15, 0.15]
1	[1.35, -1.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.12, 0.99]	[0.11, -0.25, 0.86]	[0.1, 0.13, 0.15]
2	[1.15, -1.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.14, 0.99]	[0.11, -0.25, 0.86]	[0.08, 0.11, 0.14]
3	[0.95, -1.12, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.17, 0.99]	[0.11, -0.25, 0.86]	[0.06, 0.09, 0.14]
4	[0.75, -0.89, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.19, 0.99]	[0.11, -0.25, 0.86]	[0.04, 0.07, 0.14]
5	[0.57, -0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.06, -0.21, 0.99]	[0.11, -0.25, 0.86]	[0.03, 0.05, 0.13]
6	[0.43, -0.46, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.07, -0.22, 0.99]	[0.11, -0.25, 0.86]	[0.02, 0.03, 0.13]
7	[0.32, -0.31, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.23, 0.99]	[0.11, -0.25, 0.86]	[0.01, 0.02, 0.13]
8	[0.23, -0.21, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.24, 0.99]	[0.11, -0.25, 0.86]	[0.0, 0.02, 0.13]
9	[0.16, -0.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.25, 0.99]	[0.11, -0.25, 0.86]	[-0.0, 0.01, 0.14]
10	[0.11, -0.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.25, 1.0]	[0.11, -0.25, 0.86]	[-0.01, 0.01, 0.14]
11	[0.07, -0.06, -1.21, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.25, 0.98]	[0.11, -0.25, 0.86]	[-0.01, 0.01, 0.12]
12	[0.04, -0.05, -1.05, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.25, 0.96]	[0.11, -0.25, 0.86]	[-0.01, 0.01, 0.1]
