step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
45	[0.09, -0.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.03, 0.92]	[0.04, -0.03, 0.91]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.02, -0.1]	[0.01, -0.02, -0.09]
46	[0.08, -0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.04, 0.92]	[0.04, -0.04, 0.91]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.01, -0.1]	[0.01, -0.01, -0.09]
47	[0.07, -0.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.05, 0.92]	[0.04, -0.05, 0.91]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.09]
48	[0.06, -0.05, -0.38, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.05, 0.91]	[0.04, -0.05, 0.91]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, -0.0, -0.09]	[0.0, -0.0, -0.08]
49	[0.05, -0.01, -0.32, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.06, 0.91]	[0.04, -0.06, 0.9]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
50	[0.03, 0.01, -0.24, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.06, 0.9]	[0.04, -0.06, 0.89]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.07]
51	[0.03, 0.01, -0.18, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.89]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
52	[0.02, 0.01, -0.13, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.88]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
53	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.88]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
54	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.88]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
55	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.02]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.05]
56	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 0.89]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.0, 0.0, -0.02]	[0.01, 0.0, -0.07]	[0.01, 0.0, -0.04]
57	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 0.9]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.0, 0.0, -0.03]	[0.01, 0.0, -0.08]	[0.01, 0.0, -0.04]
58	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.93]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.06]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.04]
59	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.95]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.08]	[0.01, 0.0, -0.12]	[0.01, 0.0, -0.04]
60	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.97]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.1]	[0.02, 0.0, -0.15]	[0.01, 0.0, -0.04]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.02, 0.0, -0.15]	[0.01, 0.0, -0.04]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.06, 0.98]	[0.04, -0.06, 0.87]	[0.05, -0.05, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.01, 0.0, -0.04]
