step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
17	[0.02, -0.03, -0.54, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.18, 0.86]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, -0.0, -0.04]	[0.08, 0.15, -0.03]	[0.07, 0.15, 0.01]
18	[0.03, -0.02, -0.4, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.18, 0.85]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, -0.0, -0.03]	[0.08, 0.15, -0.02]	[0.07, 0.15, 0.01]
19	[0.04, -0.01, -0.29, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.18, 0.84]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.02]	[0.08, 0.15, -0.02]	[0.07, 0.15, 0.01]
20	[0.04, 0.0, -0.21, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.19, 0.83]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.02]	[0.08, 0.15, -0.01]	[0.07, 0.15, 0.01]
21	[0.04, 0.01, -0.15, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.19, 0.83]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.01]	[0.07, 0.15, 0.01]
22	[0.04, 0.01, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.19, 0.83]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.0]	[0.07, 0.15, 0.01]
23	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.83]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.0]	[0.07, 0.15, 0.01]
24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.83]	[0.03, -0.18, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.0]	[0.07, 0.15, 0.01]
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.83]	[0.03, -0.19, 0.82]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.01]	[0.07, 0.15, 0.0]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.84]	[0.03, -0.19, 0.83]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.01]	[0.07, 0.15, -0.0]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.84]	[0.03, -0.19, 0.83]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.02]	[0.07, 0.15, -0.01]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.85]	[0.03, -0.19, 0.84]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.02]	[0.07, 0.15, -0.02]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.19, 0.85]	[0.03, -0.19, 0.85]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.03]	[0.07, 0.15, -0.02]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.86]	[0.03, -0.19, 0.85]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.03]	[0.07, 0.15, -0.03]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.87]	[0.03, -0.19, 0.86]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.04]	[0.07, 0.15, -0.03]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.87]	[0.03, -0.19, 0.86]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.05]	[0.07, 0.15, -0.04]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.88]	[0.03, -0.19, 0.87]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.05]	[0.08, 0.15, -0.04]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.88]	[0.03, -0.19, 0.87]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.06]	[0.08, 0.15, -0.05]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.89]	[0.03, -0.19, 0.88]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.06]	[0.08, 0.15, -0.05]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.89]	[0.03, -0.19, 0.89]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.07]	[0.08, 0.15, -0.06]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.9]	[0.03, -0.19, 0.89]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.07]	[0.08, 0.15, -0.07]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.19, 0.9]	[0.03, -0.19, 0.9]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.08, 0.15, -0.08]	[0.08, 0.15, -0.07]
39	[0.76, 1.54, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.18, 0.92]	[0.04, -0.17, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.07, 0.14, -0.1]	[0.07, 0.14, -0.09]
40	[0.67, 1.41, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.16, 0.92]	[0.05, -0.16, 0.92]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.06, 0.12, -0.1]	[0.06, 0.12, -0.09]
41	[0.56, 1.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, -0.14, 0.92]	[0.06, -0.13, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.05, 0.1, -0.1]	[0.04, 0.1, -0.09]
42	[0.45, 1.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.06, -0.11, 0.92]	[0.07, -0.11, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.04, 0.08, -0.1]	[0.03, 0.08, -0.09]
43	[0.34, 0.78, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.09, 0.92]	[0.08, -0.09, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.03, 0.06, -0.1]	[0.03, 0.06, -0.09]
44	[0.26, 0.58, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.07, 0.92]	[0.08, -0.07, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.02, 0.04, -0.1]	[0.02, 0.04, -0.09]
45	[0.19, 0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.06, 0.92]	[0.09, -0.06, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.02, 0.03, -0.1]	[0.01, 0.03, -0.09]
46	[0.14, 0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.05, 0.92]	[0.09, -0.05, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.02, -0.1]	[0.01, 0.02, -0.09]
47	[0.09, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.05, 0.92]	[0.1, -0.04, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.01, -0.1]	[0.01, 0.01, -0.09]
48	[0.07, 0.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.04, 0.92]	[0.1, -0.04, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.01, -0.1]	[0.0, 0.01, -0.09]
49	[0.04, 0.07, -0.4, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.04, 0.92]	[0.1, -0.04, 0.91]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.01, -0.09]	[0.0, 0.0, -0.08]
50	[0.03, 0.04, -0.33, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.04, 0.91]	[0.1, -0.04, 0.9]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
51	[0.02, 0.03, -0.25, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.04, 0.9]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
52	[0.02, 0.02, -0.19, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.04, 0.9]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
53	[0.01, 0.01, -0.14, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.04, 0.89]	[0.1, -0.03, 0.88]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
54	[0.01, 0.01, -0.1, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.88]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
55	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.88]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
56	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.88]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
57	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.88]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
58	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.89]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.02]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.04]
59	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.9]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.03]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.04]
60	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.93]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.06]	[0.01, 0.0, -0.1]	[0.0, 0.0, -0.04]
61	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.95]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.0, 0.0, -0.08]	[0.01, 0.0, -0.13]	[0.0, 0.0, -0.04]
62	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.04, 0.97]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.04, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.16]	[0.0, 0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.04, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.03, 0.98]	[0.1, -0.03, 0.87]	[0.1, -0.03, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
