step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.02, 0.99]	[0.11, 0.11, 1.1]	[0.12, 0.22, 1.08]	[0.18, 0.13, 0.11]	[0.19, 0.24, 0.08]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.05, 1.02]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.08]	[0.14, 0.18, 0.08]	[0.15, 0.29, 0.05]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.13, 1.07]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.06]	[0.2, 0.26, 0.03]	[0.21, 0.37, -0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.19, 1.14]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.06]	[0.28, 0.32, -0.04]	[0.29, 0.43, -0.08]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, -0.2, 1.19]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.06]	[0.3, 0.33, -0.09]	[0.31, 0.44, -0.13]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, -0.2, 1.23]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.06]	[0.31, 0.33, -0.13]	[0.31, 0.44, -0.17]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, -0.2, 1.27]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.31, 0.33, -0.17]	[0.31, 0.45, -0.2]
7	[3.12, 4.7, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.2, -0.2, 1.3]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.3, 0.32, -0.2]	[0.3, 0.44, -0.23]
8	[3.04, 4.62, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.17, 1.31]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.28, 0.3, -0.21]	[0.28, 0.42, -0.24]
9	[2.84, 4.41, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.15, 1.31]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.26, 0.28, -0.21]	[0.26, 0.39, -0.24]
10	[2.61, 4.18, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.13, 1.31]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.24, 0.26, -0.21]	[0.24, 0.37, -0.24]
11	[2.4, 3.96, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.11, 1.3]	[0.1, 0.13, 1.1]	[0.1, 0.24, 1.07]	[0.22, 0.24, -0.2]	[0.22, 0.35, -0.23]
