step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.06, 1.0]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.06]	[0.23, -0.18, 0.1]	[0.12, -0.19, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.07, 0.99]	[0.07, -0.12, 1.1]	[-0.04, -0.13, 1.03]	[0.26, -0.18, 0.11]	[0.15, -0.2, 0.04]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.05, 1.01]	[0.07, -0.12, 1.1]	[-0.04, -0.13, 1.04]	[0.28, -0.17, 0.09]	[0.17, -0.18, 0.03]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.04, 1.02]	[0.07, -0.12, 1.1]	[-0.04, -0.13, 1.05]	[0.3, -0.16, 0.08]	[0.19, -0.18, 0.03]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.04, 1.04]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.07]	[0.3, -0.16, 0.06]	[0.19, -0.18, 0.03]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.04, 1.06]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.07]	[0.3, -0.15, 0.04]	[0.19, -0.17, 0.02]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.04, 1.08]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.08]	[0.3, -0.15, 0.02]	[0.19, -0.17, -0.01]
7	[1.94, -1.48, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.22, 0.02, 1.11]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.08]	[0.29, -0.14, -0.01]	[0.18, -0.16, -0.03]
8	[1.78, -1.31, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.01, 1.11]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.08]	[0.27, -0.11, -0.01]	[0.16, -0.13, -0.04]
9	[1.55, -1.06, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.17, -0.03, 1.11]	[0.07, -0.12, 1.1]	[-0.04, -0.14, 1.08]	[0.24, -0.09, -0.01]	[0.13, -0.11, -0.04]
