step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.02]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.1, -0.35, 0.08]	[-0.04, -0.25, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.04]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.1, -0.35, 0.06]	[-0.04, -0.25, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.07]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.35, 0.03]	[-0.04, -0.25, 0.01]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.09]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.35, 0.01]	[-0.03, -0.25, -0.01]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.01, 1.11]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.35, -0.01]	[-0.03, -0.25, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.13]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.35, -0.03]	[-0.03, -0.25, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.16]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.35, -0.06]	[-0.03, -0.25, -0.08]
7	[-0.29, -2.29, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.18]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.08, -0.33, -0.08]	[-0.02, -0.24, -0.1]
8	[-0.24, -2.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.19]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.08, -0.31, -0.09]	[-0.02, -0.22, -0.11]
9	[-0.18, -1.9, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.05, 1.19]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.07, -0.29, -0.09]	[-0.01, -0.19, -0.11]
10	[-0.14, -1.67, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.08, 1.19]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.07, -0.26, -0.09]	[-0.01, -0.17, -0.11]
11	[-0.1, -1.44, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.1, 1.19]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.06, -0.24, -0.09]	[-0.01, -0.15, -0.11]
12	[-0.07, -1.21, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.12, 1.19]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.06, -0.22, -0.09]	[-0.0, -0.12, -0.11]
13	[-0.04, -0.98, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.15, 1.18]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.06, -0.2, -0.08]	[-0.0, -0.1, -0.11]
14	[-0.01, -0.75, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.16, 1.18]	[-0.2, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.06, -0.18, -0.08]	[0.0, -0.08, -0.11]
