step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.86]	[-0.08, -0.01, 0.85]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.03]	[0.09, 0.12, -0.02]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.86]	[-0.08, -0.01, 0.85]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.04]	[0.1, 0.12, -0.03]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.87]	[-0.08, -0.01, 0.86]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.04]	[0.1, 0.12, -0.04]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.87]	[-0.08, -0.01, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.05]	[0.1, 0.12, -0.04]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.88]	[-0.08, -0.01, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.06]	[0.1, 0.12, -0.05]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.89]	[-0.08, -0.01, 0.88]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.06]	[0.1, 0.12, -0.05]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.89]	[-0.08, -0.01, 0.88]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.07]	[0.1, 0.12, -0.06]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.9]	[-0.08, -0.01, 0.89]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.07]	[0.1, 0.12, -0.06]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.08, -0.01, 0.9]	[-0.08, -0.01, 0.89]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.1, 0.12, -0.08]	[0.1, 0.12, -0.07]
34	[0.96, 1.16, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.0, 0.92]	[-0.06, 0.0, 0.91]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.09, 0.11, -0.09]	[0.08, 0.1, -0.09]
35	[0.85, 1.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, 0.02, 0.92]	[-0.05, 0.02, 0.91]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.07, 0.09, -0.1]	[0.07, 0.09, -0.09]
36	[0.68, 0.89, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.03, 0.92]	[-0.03, 0.03, 0.91]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.06, 0.07, -0.1]	[0.05, 0.07, -0.09]
37	[0.51, 0.73, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.05, 0.92]	[-0.02, 0.05, 0.91]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.04, 0.06, -0.1]	[0.04, 0.06, -0.09]
38	[0.38, 0.56, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, 0.06, 0.92]	[-0.01, 0.07, 0.92]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.03, 0.04, -0.1]	[0.03, 0.04, -0.09]
39	[0.27, 0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, 0.08, 0.93]	[0.0, 0.08, 0.92]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.03, 0.03, -0.1]	[0.02, 0.03, -0.09]
40	[0.19, 0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.0, 0.09, 0.93]	[0.01, 0.09, 0.92]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.02, 0.02, -0.1]	[0.01, 0.02, -0.09]
41	[0.14, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.0, 0.1, 0.93]	[0.01, 0.1, 0.92]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.02, 0.01, -0.1]	[0.01, 0.01, -0.09]
42	[0.11, 0.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.93]	[0.01, 0.1, 0.92]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.01, -0.1]	[0.01, 0.0, -0.09]
43	[0.08, 0.04, -0.42, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.92]	[0.01, 0.1, 0.91]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.09]	[0.01, 0.0, -0.09]
44	[0.06, 0.02, -0.35, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.91]	[0.02, 0.1, 0.9]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.09]	[0.0, 0.0, -0.08]
45	[0.04, 0.01, -0.27, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.9]	[0.02, 0.11, 0.89]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
46	[0.03, 0.01, -0.2, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.9]	[0.02, 0.11, 0.89]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
47	[0.02, 0.01, -0.15, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.89]	[0.02, 0.11, 0.89]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
48	[0.02, 0.01, -0.11, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.89]	[0.02, 0.11, 0.88]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.89]	[0.02, 0.11, 0.88]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
50	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.89]	[0.02, 0.11, 0.88]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
51	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.89]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.02]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.05]
52	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.89]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.0, 0.0, -0.02]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.04]
53	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.9]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.04]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.04]
54	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.93]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.06]	[0.01, 0.0, -0.1]	[0.0, 0.0, -0.04]
55	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.95]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, -0.0, -0.08]	[0.01, -0.0, -0.12]	[0.0, 0.0, -0.04]
56	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.0, 0.11, 0.97]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.0, 0.0, -0.04]
57	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.0, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.02, -0.0, -0.15]	[0.0, 0.0, -0.04]
58	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
59	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.11, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.1, 0.98]	[0.02, 0.11, 0.87]	[0.02, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
