step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
34	[0.26, -0.02, -0.29, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.94]	[-0.19, -0.34, 1.1]	[-0.08, -0.25, 0.97]	[-0.08, -0.12, 0.16]	[0.03, -0.02, 0.03]
35	[0.29, -0.02, -0.25, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.94]	[-0.19, -0.34, 1.1]	[-0.08, -0.25, 0.97]	[-0.09, -0.12, 0.16]	[0.03, -0.02, 0.03]
36	[0.31, -0.02, -0.2, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.93]	[-0.19, -0.34, 1.1]	[-0.07, -0.25, 0.96]	[-0.09, -0.12, 0.17]	[0.03, -0.02, 0.03]
37	[0.33, -0.02, -0.17, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.93]	[-0.19, -0.34, 1.1]	[-0.07, -0.25, 0.96]	[-0.09, -0.12, 0.17]	[0.03, -0.02, 0.04]
38	[0.34, -0.02, -0.14, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.92]	[-0.19, -0.34, 1.1]	[-0.06, -0.25, 0.96]	[-0.1, -0.12, 0.18]	[0.03, -0.02, 0.04]
39	[0.35, -0.02, -0.11, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.92]	[-0.19, -0.34, 1.1]	[-0.06, -0.25, 0.96]	[-0.1, -0.12, 0.18]	[0.04, -0.02, 0.04]
40	[0.35, -0.02, -0.09, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.91]	[-0.19, -0.34, 1.1]	[-0.05, -0.25, 0.96]	[-0.11, -0.12, 0.19]	[0.04, -0.02, 0.04]
41	[0.35, 0.78, 0.43, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.22, 0.92]	[-0.19, -0.34, 1.1]	[-0.05, -0.24, 0.96]	[-0.11, -0.12, 0.18]	[0.03, -0.03, 0.04]
42	[0.34, 0.72, 0.39, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.2, 0.92]	[-0.19, -0.33, 1.1]	[-0.06, -0.23, 0.96]	[-0.1, -0.13, 0.18]	[0.03, -0.03, 0.04]
43	[0.33, 0.7, 0.36, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.19, 0.92]	[-0.19, -0.32, 1.1]	[-0.06, -0.22, 0.96]	[-0.1, -0.13, 0.18]	[0.03, -0.03, 0.03]
44	[0.33, 0.71, 0.34, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.18, 0.92]	[-0.19, -0.31, 1.1]	[-0.07, -0.21, 0.96]	[-0.1, -0.14, 0.18]	[0.03, -0.03, 0.03]
45	[0.33, 0.69, 0.32, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.16, 0.93]	[-0.2, -0.31, 1.1]	[-0.07, -0.19, 0.96]	[-0.09, -0.14, 0.17]	[0.03, -0.03, 0.03]
46	[0.33, 0.68, 0.3, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.15, 0.93]	[-0.2, -0.3, 1.1]	[-0.07, -0.18, 0.96]	[-0.09, -0.15, 0.17]	[0.03, -0.03, 0.03]
47	[0.33, 0.67, 0.29, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.13, 0.93]	[-0.2, -0.29, 1.1]	[-0.07, -0.17, 0.95]	[-0.09, -0.15, 0.17]	[0.03, -0.03, 0.03]
48	[0.32, 0.66, 0.27, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.12, 0.93]	[-0.2, -0.28, 1.1]	[-0.08, -0.16, 0.95]	[-0.09, -0.16, 0.17]	[0.03, -0.04, 0.03]
49	[0.32, 0.65, 0.26, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.11, 0.93]	[-0.2, -0.27, 1.1]	[-0.08, -0.15, 0.95]	[-0.09, -0.17, 0.17]	[0.03, -0.04, 0.02]
50	[0.33, 0.64, 0.24, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.1, 0.93]	[-0.2, -0.27, 1.1]	[-0.08, -0.14, 0.95]	[-0.09, -0.17, 0.17]	[0.03, -0.04, 0.02]
51	[0.33, 0.62, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.09, 0.93]	[-0.2, -0.26, 1.1]	[-0.08, -0.13, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.04, 0.02]
52	[0.33, 0.6, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.08, 0.93]	[-0.2, -0.26, 1.1]	[-0.08, -0.12, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.04, 0.02]
53	[0.33, 0.58, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.07, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.11, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.04, 0.02]
54	[0.33, 0.58, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.06, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.04, 0.02]
55	[0.33, 0.58, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.06, 0.93]	[-0.21, -0.24, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.04, 0.02]
56	[0.33, 0.59, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.05, 0.93]	[-0.21, -0.24, 1.1]	[-0.1, -0.09, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.04, 0.02]
57	[0.35, 0.55, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.04, 0.93]	[-0.21, -0.24, 1.1]	[-0.1, -0.09, 0.95]	[-0.08, -0.2, 0.17]	[0.04, -0.05, 0.02]
58	[0.36, 0.47, 0.2, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 0.93]	[-0.21, -0.24, 1.1]	[-0.1, -0.09, 0.95]	[-0.08, -0.21, 0.17]	[0.04, -0.06, 0.02]
59	[0.36, 0.4, 0.19, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 0.93]	[-0.21, -0.24, 1.1]	[-0.1, -0.09, 0.95]	[-0.08, -0.22, 0.17]	[0.03, -0.07, 0.02]
60	[0.33, 0.32, 0.18, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.08, -0.22, 0.17]	[0.03, -0.07, 0.02]
61	[0.33, 0.28, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.08, -0.22, 0.16]	[0.03, -0.08, 0.02]
62	[0.32, 0.24, 0.15, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.08, -0.23, 0.16]	[0.03, -0.08, 0.01]
63	[0.32, 0.2, 0.15, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.08, 0.01]
64	[0.31, 0.17, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
65	[0.31, 0.14, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
66	[0.31, 0.13, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
67	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
68	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
69	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
70	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
71	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
72	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
73	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.09, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
74	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
75	[0.31, 0.12, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
76	[0.31, 0.11, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
77	[0.31, 0.11, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
78	[0.31, 0.11, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
79	[0.31, 0.11, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.94]	[-0.21, -0.24, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.24, 0.16]	[0.03, -0.09, 0.01]
