step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
28	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.14, 0.95]	[0.19, -0.14, 0.92]	[-0.0, 0.0, 0.03]
29	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.14, 0.97]	[0.19, -0.14, 0.94]	[-0.0, 0.0, 0.03]
30	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.14, 0.99]	[0.19, -0.14, 0.96]	[-0.0, 0.0, 0.03]
31	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.14, 1.01]	[0.19, -0.14, 0.99]	[-0.0, 0.0, 0.03]
32	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.14, 1.04]	[0.19, -0.14, 1.01]	[-0.0, 0.0, 0.03]
33	[0.1, 5.45, 10.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.13, 1.06]	[0.19, -0.13, 1.03]	[-0.0, 0.0, 0.03]
34	[0.1, 5.31, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.11, 1.06]	[0.19, -0.11, 1.04]	[-0.0, 0.0, 0.03]
35	[0.09, 5.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.09, 1.06]	[0.19, -0.09, 1.04]	[-0.0, 0.0, 0.03]
36	[0.08, 4.89, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.06, 1.06]	[0.19, -0.06, 1.04]	[-0.0, 0.0, 0.03]
37	[0.07, 4.66, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.04, 1.06]	[0.19, -0.04, 1.04]	[-0.0, 0.0, 0.03]
38	[0.06, 4.43, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.02, 1.06]	[0.19, -0.02, 1.03]	[-0.0, 0.0, 0.03]
39	[0.06, 4.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.01, 1.06]	[0.19, 0.01, 1.03]	[-0.0, 0.0, 0.03]
40	[0.05, 3.97, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.03, 1.06]	[0.19, 0.03, 1.03]	[-0.0, 0.0, 0.03]
41	[0.05, 3.74, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.05, 1.06]	[0.19, 0.05, 1.03]	[-0.0, 0.0, 0.03]
42	[0.05, 3.51, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.07, 1.06]	[0.19, 0.07, 1.03]	[-0.0, 0.0, 0.03]
43	[0.05, 3.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.1, 1.06]	[0.19, 0.1, 1.03]	[-0.0, 0.0, 0.03]
44	[0.05, 3.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.12, 1.06]	[0.19, 0.12, 1.03]	[-0.0, 0.0, 0.03]
45	[0.05, 2.83, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.14, 1.06]	[0.19, 0.14, 1.03]	[-0.0, 0.0, 0.03]
46	[0.05, 2.6, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.16, 1.05]	[0.19, 0.16, 1.03]	[-0.0, 0.0, 0.03]
47	[0.05, 2.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.19, 1.05]	[0.19, 0.19, 1.03]	[-0.0, 0.0, 0.03]
48	[0.05, 2.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.21, 1.05]	[0.19, 0.21, 1.02]	[-0.0, 0.0, 0.03]
49	[0.06, 1.93, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.23, 1.05]	[0.19, 0.23, 1.02]	[-0.0, 0.0, 0.03]
50	[0.06, 1.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.25, 1.05]	[0.19, 0.25, 1.02]	[-0.0, 0.0, 0.03]
51	[0.06, 1.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.05]	[0.19, 0.28, 1.02]	[-0.0, 0.0, 0.03]
52	[0.07, 1.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.3, 1.04]	[0.19, 0.3, 1.02]	[-0.0, 0.0, 0.03]
53	[0.08, 1.06, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.32, 1.04]	[0.19, 0.32, 1.01]	[-0.0, 0.0, 0.03]
54	[0.09, 0.85, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.34, 1.04]	[0.19, 0.34, 1.01]	[-0.0, 0.0, 0.03]
55	[0.1, 0.66, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.03]	[0.19, 0.35, 1.01]	[-0.0, 0.0, 0.03]
56	[0.11, 0.51, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.36, 1.0]	[-0.0, 0.0, 0.03]
57	[0.12, 0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.18, 0.37, 1.0]	[-0.0, 0.0, 0.03]
58	[0.14, 0.31, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 0.99]	[-0.0, 0.0, 0.03]
59	[0.15, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 0.99]	[-0.0, 0.0, 0.03]
60	[0.17, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.01]	[0.18, 0.38, 0.98]	[-0.0, 0.0, 0.03]
61	[0.18, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 1.0]	[0.18, 0.38, 0.97]	[-0.0, 0.0, 0.03]
62	[0.2, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.99]	[0.18, 0.38, 0.96]	[-0.0, 0.0, 0.03]
63	[0.21, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.98]	[0.17, 0.38, 0.96]	[-0.0, 0.0, 0.03]
64	[0.23, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.97]	[0.17, 0.38, 0.95]	[-0.0, 0.0, 0.03]
65	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.96]	[0.17, 0.38, 0.94]	[-0.0, 0.0, 0.03]
66	[0.25, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.96]	[0.17, 0.38, 0.93]	[-0.0, 0.0, 0.03]
67	[0.25, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.95]	[0.17, 0.38, 0.92]	[-0.0, 0.0, 0.03]
68	[0.25, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.94]	[0.17, 0.38, 0.91]	[-0.0, 0.0, 0.03]
69	[0.25, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.17, 0.38, 0.9]	[-0.0, 0.0, 0.03]
70	[0.25, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.17, 0.38, 0.9]	[-0.0, 0.0, 0.03]
71	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.17, 0.38, 0.89]	[-0.0, 0.0, 0.03]
72	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.17, 0.38, 0.88]	[-0.0, 0.0, 0.03]
73	[0.26, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.87]	[-0.0, 0.0, 0.03]
74	[0.28, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.89]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.03]
75	[0.3, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.03]
76	[0.3, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.03]
77	[0.3, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.03]
78	[0.29, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.03]
79	[0.29, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
80	[0.28, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
81	[0.27, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
82	[0.27, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
83	[0.26, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
84	[0.26, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
85	[0.26, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
86	[0.26, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
87	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
88	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
89	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
90	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
91	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
92	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
93	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
94	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
95	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
96	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
97	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
98	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
99	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
100	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
101	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
102	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
103	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
104	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
105	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.02]
106	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
107	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
108	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
109	[0.24, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
110	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
111	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
112	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
113	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
114	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
115	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
116	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
117	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
118	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
119	[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, -0.0, 0.02]
