step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.01]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.1, -0.33, 0.09]	[-0.03, -0.24, 0.06]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.04]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.1, -0.33, 0.06]	[-0.03, -0.24, 0.04]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.06]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.09, -0.33, 0.04]	[-0.02, -0.24, 0.02]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.0, 1.08]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.09, -0.33, 0.02]	[-0.02, -0.24, -0.0]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.0, 1.1]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.09, -0.33, -0.0]	[-0.02, -0.24, -0.03]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.0, 1.12]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.09, -0.33, -0.02]	[-0.02, -0.24, -0.05]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.0, 1.15]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.09, -0.33, -0.05]	[-0.02, -0.24, -0.07]
7	[-0.19, -2.18, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.02, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.08, -0.32, -0.07]	[-0.01, -0.23, -0.1]
8	[-0.15, -2.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.08, -0.29, -0.08]	[-0.01, -0.2, -0.1]
9	[-0.11, -1.8, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.06, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.08, -0.27, -0.08]	[-0.01, -0.18, -0.1]
10	[-0.09, -1.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.08, -0.25, -0.08]	[-0.01, -0.16, -0.1]
11	[-0.06, -1.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.11, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.22, -0.08]	[-0.0, -0.14, -0.1]
12	[-0.03, -1.1, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.13, 1.18]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.2, -0.08]	[-0.0, -0.11, -0.1]
13	[-0.01, -0.87, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.15, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.18, -0.07]	[0.0, -0.09, -0.1]
14	[0.01, -0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.17, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.16, -0.07]	[0.0, -0.07, -0.1]
15	[0.01, -0.5, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.18, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.15, -0.07]	[0.0, -0.06, -0.1]
16	[0.02, -0.37, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.19, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.14, -0.07]	[0.0, -0.05, -0.1]
17	[0.01, -0.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.2, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.13, -0.07]	[0.0, -0.04, -0.1]
18	[0.01, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.13, -0.07]	[0.0, -0.04, -0.1]
19	[0.0, -0.14, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.12, -0.07]	[-0.0, -0.04, -0.1]
20	[-0.0, -0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.17]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.12, -0.07]	[-0.0, -0.03, -0.1]
21	[-0.0, -0.13, -1.5, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.21, 1.16]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.12, -0.06]	[-0.0, -0.03, -0.08]
22	[-0.01, -0.1, -1.34, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 1.14]	[-0.2, -0.33, 1.1]	[-0.13, -0.25, 1.08]	[-0.07, -0.12, -0.04]	[-0.0, -0.03, -0.06]
