step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
0	[1.44, -1.41, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.01, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.13, -0.13, -0.19]	[0.06, 0.06, -0.19]	[-0.07, 0.18, 0.0]
1	[1.3, -1.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.11, -0.11, -0.19]	[0.04, 0.08, -0.18]	[-0.07, 0.18, 0.0]
2	[1.1, -1.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.03, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.09, -0.09, -0.19]	[0.02, 0.1, -0.18]	[-0.07, 0.18, 0.0]
3	[0.9, -0.88, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, -0.05, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.07, -0.07, -0.19]	[-0.0, 0.12, -0.18]	[-0.07, 0.18, 0.0]
4	[0.7, -0.67, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, -0.07, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.05, -0.05, -0.19]	[-0.02, 0.14, -0.18]	[-0.07, 0.18, 0.0]
5	[0.54, -0.47, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.09, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.04, -0.03, -0.19]	[-0.03, 0.15, -0.18]	[-0.07, 0.18, 0.0]
6	[0.41, -0.32, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.1, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.03, -0.02, -0.19]	[-0.04, 0.16, -0.18]	[-0.07, 0.18, 0.0]
7	[0.3, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.11, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.02, -0.01, -0.19]	[-0.05, 0.17, -0.18]	[-0.07, 0.18, 0.01]
8	[0.22, -0.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.11, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.02, -0.01, -0.19]	[-0.06, 0.18, -0.18]	[-0.07, 0.18, 0.01]
9	[0.15, -0.08, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.01, -0.01, -0.19]	[-0.06, 0.18, -0.18]	[-0.07, 0.18, 0.01]
10	[0.1, -0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 1.01]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.01, -0.0, -0.19]	[-0.07, 0.18, -0.18]	[-0.07, 0.18, 0.01]
11	[0.07, -0.03, -1.89, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.99]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.17]	[-0.07, 0.18, -0.17]	[-0.07, 0.18, 0.01]
12	[0.04, -0.03, -1.73, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.97]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.15]	[-0.07, 0.18, -0.15]	[-0.07, 0.18, 0.01]
13	[0.01, -0.03, -1.51, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 0.95]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.13]	[-0.07, 0.18, -0.12]	[-0.07, 0.18, 0.01]
14	[0.0, -0.03, -1.28, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 0.92]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.1]	[-0.07, 0.18, -0.1]	[-0.07, 0.18, 0.01]
15	[0.0, -0.03, -1.05, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.9]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.08]	[-0.07, 0.18, -0.08]	[-0.07, 0.18, 0.01]
16	[0.01, -0.03, -0.81, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.88]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.06]	[-0.07, 0.18, -0.06]	[-0.07, 0.18, 0.01]
17	[0.02, -0.02, -0.6, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.86]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.04]	[-0.07, 0.18, -0.04]	[-0.07, 0.18, 0.01]
18	[0.03, -0.02, -0.44, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.12, 0.85]	[0.04, -0.12, 0.82]	[-0.04, 0.06, 0.82]	[0.0, -0.0, -0.03]	[-0.07, 0.18, -0.03]	[-0.07, 0.18, 0.01]
