step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
41	[0.09, 3.61, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.06, 1.05]	[0.19, 0.06, 1.03]	[0.0, 0.0, 0.02]
42	[0.07, 3.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.09, 1.05]	[0.19, 0.09, 1.03]	[0.0, 0.0, 0.02]
43	[0.05, 3.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.11, 1.05]	[0.19, 0.11, 1.03]	[0.0, 0.0, 0.02]
44	[0.05, 2.92, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.13, 1.05]	[0.19, 0.13, 1.02]	[0.0, 0.0, 0.02]
45	[0.04, 2.7, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.16, 1.05]	[0.19, 0.16, 1.02]	[0.0, 0.0, 0.02]
46	[0.04, 2.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.18, 1.05]	[0.19, 0.18, 1.02]	[0.0, 0.0, 0.02]
47	[0.05, 2.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.2, 1.04]	[0.19, 0.2, 1.02]	[0.0, 0.0, 0.02]
48	[0.05, 2.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.22, 1.04]	[0.19, 0.22, 1.02]	[0.0, 0.0, 0.02]
49	[0.05, 1.8, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.25, 1.04]	[0.19, 0.24, 1.02]	[0.0, 0.0, 0.02]
50	[0.06, 1.58, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.27, 1.04]	[0.19, 0.27, 1.02]	[0.0, 0.0, 0.02]
51	[0.06, 1.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.29, 1.04]	[0.19, 0.29, 1.01]	[0.0, 0.0, 0.02]
52	[0.07, 1.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.31, 1.03]	[0.19, 0.31, 1.01]	[0.0, 0.0, 0.02]
53	[0.07, 0.92, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.33, 1.03]	[0.19, 0.33, 1.01]	[0.0, 0.0, 0.02]
54	[0.08, 0.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.03]	[0.19, 0.35, 1.01]	[0.0, 0.0, 0.02]
55	[0.09, 0.56, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.36, 1.0]	[0.0, 0.0, 0.02]
56	[0.09, 0.43, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.02]	[0.19, 0.37, 1.0]	[0.0, 0.0, 0.02]
57	[0.1, 0.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.19, 0.38, 1.0]	[0.0, 0.0, 0.02]
58	[0.1, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.19, 0.38, 1.0]	[0.0, 0.0, 0.02]
59	[0.11, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.19, 0.39, 0.99]	[0.0, 0.0, 0.02]
60	[0.12, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.99]	[0.0, 0.0, 0.02]
61	[0.13, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.02]
62	[0.13, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 1.0]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.02]
63	[0.14, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.02]
64	[0.15, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.02]
65	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.98]	[0.18, 0.39, 0.96]	[0.0, 0.0, 0.02]
66	[0.17, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.02]
67	[0.18, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.02]
68	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.02]
69	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.02]
70	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.02]
71	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.92]	[0.0, 0.0, 0.02]
72	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.02]
73	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.93]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.02]
74	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.92]	[0.18, 0.39, 0.9]	[0.0, 0.0, 0.02]
75	[0.19, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.92]	[0.18, 0.39, 0.89]	[0.0, 0.0, 0.02]
76	[0.2, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.18, 0.38, 0.89]	[0.01, 0.0, 0.02]
77	[0.21, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.9]	[0.17, 0.38, 0.88]	[0.01, 0.0, 0.02]
78	[0.23, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.89]	[0.17, 0.38, 0.87]	[0.01, 0.0, 0.02]
79	[0.26, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.01, 0.0, 0.02]
80	[0.27, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
81	[0.27, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
82	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
83	[0.25, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
84	[0.25, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
85	[0.24, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
86	[0.23, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
87	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
88	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
89	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
90	[0.22, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
91	[0.22, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.01, 0.02]
92	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.01, 0.02]
93	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.01, 0.02]
94	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.01, 0.02]
95	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
96	[0.22, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
97	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
98	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
99	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
100	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
101	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
102	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
103	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
104	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
105	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
106	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
107	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
108	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
109	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
110	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
111	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
112	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
113	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
114	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
115	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
116	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
117	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.39, 0.86]	[0.01, 0.01, 0.02]
118	[0.22, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.01, 0.01, 0.02]
119	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.39, 0.86]	[0.01, 0.01, 0.02]
