step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.01]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.08, -0.34, 0.09]	[-0.02, -0.24, 0.07]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.03]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.08, -0.34, 0.07]	[-0.02, -0.24, 0.05]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.05]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.07, -0.34, 0.05]	[-0.01, -0.24, 0.03]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.07]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.07, -0.34, 0.03]	[-0.01, -0.24, 0.0]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.09]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.07, -0.34, 0.01]	[-0.01, -0.24, -0.02]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.12]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.07, -0.34, -0.02]	[-0.01, -0.24, -0.04]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.14]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.07, -0.34, -0.04]	[-0.01, -0.24, -0.06]
7	[-0.07, -2.19, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 1.16]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.32, -0.06]	[-0.0, -0.23, -0.09]
8	[-0.04, -2.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.05, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.3, -0.07]	[-0.0, -0.2, -0.09]
9	[-0.03, -1.8, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.07, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.28, -0.07]	[-0.0, -0.18, -0.09]
10	[-0.02, -1.56, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.09, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.25, -0.07]	[-0.0, -0.16, -0.09]
11	[-0.01, -1.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.12, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.23, -0.07]	[0.0, -0.13, -0.09]
12	[0.0, -1.1, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.14, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.21, -0.07]	[0.0, -0.11, -0.09]
13	[0.02, -0.87, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.16, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.19, -0.07]	[0.0, -0.09, -0.09]
14	[0.02, -0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.18, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.17, -0.07]	[0.0, -0.07, -0.09]
15	[0.03, -0.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.19, 1.16]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.16, -0.06]	[0.0, -0.06, -0.09]
16	[0.02, -0.36, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.2, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.15, -0.07]	[0.0, -0.05, -0.09]
17	[0.02, -0.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.14, -0.07]	[0.0, -0.04, -0.09]
18	[0.01, -0.19, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.21, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.13, -0.07]	[0.0, -0.04, -0.09]
19	[0.0, -0.14, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.13, -0.07]	[-0.0, -0.04, -0.09]
20	[-0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.17]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.13, -0.07]	[-0.0, -0.03, -0.09]
21	[-0.0, -0.12, -1.41, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.15]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.12, -0.05]	[-0.0, -0.03, -0.07]
22	[-0.01, -0.1, -1.25, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.13]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.12, -0.03]	[-0.0, -0.03, -0.05]
23	[-0.02, -0.08, -1.02, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.23, 1.1]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.06, -0.12, -0.0]	[-0.0, -0.03, -0.03]
24	[-0.01, -0.06, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.23, 1.09]	[-0.2, -0.35, 1.1]	[-0.14, -0.25, 1.06]	[-0.06, -0.12, 0.01]	[0.0, -0.03, -0.03]
25	[0.02, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.23, 1.07]	[-0.2, -0.35, 1.1]	[-0.13, -0.25, 1.04]	[-0.06, -0.12, 0.03]	[0.01, -0.03, -0.03]
26	[0.06, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.23, 1.05]	[-0.2, -0.35, 1.1]	[-0.13, -0.25, 1.02]	[-0.06, -0.12, 0.05]	[0.01, -0.03, -0.03]
27	[0.11, -0.06, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.23, 1.03]	[-0.2, -0.35, 1.1]	[-0.12, -0.25, 1.01]	[-0.06, -0.12, 0.07]	[0.02, -0.03, -0.03]
28	[0.16, -0.06, -0.76, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.23, 1.01]	[-0.2, -0.35, 1.1]	[-0.11, -0.25, 0.99]	[-0.07, -0.12, 0.09]	[0.02, -0.03, -0.02]
29	[0.22, -0.06, -0.72, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.23, 1.0]	[-0.2, -0.35, 1.1]	[-0.1, -0.25, 0.99]	[-0.07, -0.12, 0.1]	[0.02, -0.03, -0.01]
30	[0.21, -0.05, -0.6, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.23, 0.98]	[-0.2, -0.35, 1.1]	[-0.11, -0.25, 0.99]	[-0.08, -0.12, 0.12]	[0.01, -0.02, 0.01]
31	[0.13, -0.04, -0.41, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.23, 0.97]	[-0.2, -0.35, 1.1]	[-0.1, -0.26, 0.98]	[-0.08, -0.11, 0.13]	[0.02, -0.02, 0.01]
32	[0.19, -0.03, -0.39, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.96]	[-0.2, -0.35, 1.1]	[-0.09, -0.26, 0.98]	[-0.08, -0.11, 0.14]	[0.02, -0.02, 0.01]
33	[0.23, -0.04, -0.36, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.95]	[-0.2, -0.35, 1.1]	[-0.08, -0.26, 0.97]	[-0.09, -0.11, 0.15]	[0.03, -0.02, 0.02]
34	[0.26, -0.04, -0.32, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.23, 0.95]	[-0.2, -0.35, 1.1]	[-0.08, -0.26, 0.97]	[-0.09, -0.11, 0.15]	[0.03, -0.02, 0.02]
35	[0.29, -0.04, -0.28, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.94]	[-0.2, -0.35, 1.1]	[-0.07, -0.26, 0.96]	[-0.1, -0.11, 0.16]	[0.03, -0.02, 0.02]
36	[0.31, -0.04, -0.25, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.23, 0.93]	[-0.2, -0.35, 1.1]	[-0.06, -0.26, 0.96]	[-0.1, -0.11, 0.17]	[0.03, -0.02, 0.03]
37	[0.32, -0.05, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.93]	[-0.2, -0.35, 1.1]	[-0.06, -0.26, 0.96]	[-0.11, -0.11, 0.17]	[0.03, -0.02, 0.03]
38	[0.33, -0.05, -0.19, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.24, 0.92]	[-0.2, -0.35, 1.1]	[-0.05, -0.26, 0.96]	[-0.11, -0.11, 0.18]	[0.03, -0.02, 0.03]
39	[0.34, -0.05, -0.17, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.24, 0.92]	[-0.2, -0.35, 1.1]	[-0.05, -0.26, 0.95]	[-0.12, -0.11, 0.18]	[0.03, -0.02, 0.04]
40	[0.34, -0.05, -0.14, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.24, 0.92]	[-0.2, -0.35, 1.1]	[-0.04, -0.26, 0.95]	[-0.12, -0.11, 0.18]	[0.03, -0.02, 0.04]
41	[0.35, -0.05, -0.12, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.24, 0.91]	[-0.2, -0.35, 1.1]	[-0.03, -0.26, 0.95]	[-0.13, -0.11, 0.19]	[0.04, -0.03, 0.04]
42	[0.42, 0.75, 0.39, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.23, 0.91]	[-0.2, -0.34, 1.1]	[-0.03, -0.26, 0.95]	[-0.13, -0.11, 0.19]	[0.04, -0.03, 0.04]
43	[0.44, 0.73, 0.38, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.22, 0.91]	[-0.2, -0.34, 1.1]	[-0.03, -0.24, 0.95]	[-0.12, -0.12, 0.19]	[0.04, -0.03, 0.04]
44	[0.41, 0.73, 0.37, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.2, 0.92]	[-0.2, -0.33, 1.1]	[-0.04, -0.23, 0.95]	[-0.12, -0.12, 0.18]	[0.04, -0.03, 0.04]
45	[0.38, 0.73, 0.37, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.19, 0.92]	[-0.2, -0.32, 1.1]	[-0.05, -0.22, 0.95]	[-0.11, -0.13, 0.18]	[0.04, -0.03, 0.04]
46	[0.35, 0.73, 0.36, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.18, 0.92]	[-0.2, -0.31, 1.1]	[-0.06, -0.21, 0.95]	[-0.11, -0.13, 0.18]	[0.03, -0.03, 0.03]
47	[0.34, 0.71, 0.34, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.16, 0.92]	[-0.2, -0.31, 1.1]	[-0.06, -0.2, 0.95]	[-0.11, -0.14, 0.18]	[0.03, -0.03, 0.03]
48	[0.33, 0.66, 0.31, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.15, 0.93]	[-0.2, -0.3, 1.1]	[-0.06, -0.19, 0.95]	[-0.11, -0.15, 0.17]	[0.03, -0.04, 0.03]
49	[0.32, 0.6, 0.28, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.14, 0.93]	[-0.2, -0.3, 1.1]	[-0.06, -0.18, 0.95]	[-0.1, -0.16, 0.17]	[0.03, -0.04, 0.03]
50	[0.32, 0.58, 0.26, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.13, 0.93]	[-0.2, -0.29, 1.1]	[-0.06, -0.17, 0.95]	[-0.1, -0.16, 0.17]	[0.03, -0.04, 0.02]
51	[0.32, 0.56, 0.25, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.12, 0.93]	[-0.2, -0.28, 1.1]	[-0.06, -0.16, 0.95]	[-0.1, -0.17, 0.17]	[0.03, -0.05, 0.02]
52	[0.33, 0.54, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.11, 0.93]	[-0.2, -0.28, 1.1]	[-0.07, -0.16, 0.95]	[-0.1, -0.17, 0.17]	[0.03, -0.05, 0.02]
53	[0.32, 0.54, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.1, 0.93]	[-0.2, -0.27, 1.1]	[-0.07, -0.15, 0.95]	[-0.1, -0.17, 0.17]	[0.03, -0.05, 0.02]
54	[0.33, 0.53, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.09, 0.93]	[-0.2, -0.27, 1.1]	[-0.07, -0.14, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.05, 0.02]
55	[0.33, 0.53, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.09, 0.93]	[-0.2, -0.26, 1.1]	[-0.08, -0.13, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.05, 0.02]
56	[0.33, 0.53, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.08, 0.93]	[-0.2, -0.26, 1.1]	[-0.08, -0.13, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.05, 0.02]
57	[0.33, 0.53, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.07, 0.93]	[-0.21, -0.25, 1.1]	[-0.08, -0.12, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.05, 0.02]
58	[0.34, 0.53, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.06, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.11, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.05, 0.02]
59	[0.34, 0.53, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.06, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.11, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.05, 0.02]
60	[0.34, 0.53, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.05, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.05, 0.02]
61	[0.35, 0.47, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.04, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.08, -0.2, 0.17]	[0.03, -0.06, 0.02]
62	[0.35, 0.4, 0.2, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.04, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.11, 0.95]	[-0.08, -0.21, 0.17]	[0.03, -0.07, 0.02]
63	[0.32, 0.32, 0.19, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 0.93]	[-0.21, -0.25, 1.1]	[-0.09, -0.11, 0.95]	[-0.08, -0.21, 0.17]	[0.03, -0.07, 0.02]
64	[0.32, 0.27, 0.17, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.22, 0.16]	[0.03, -0.08, 0.02]
65	[0.31, 0.23, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.22, 0.16]	[0.03, -0.08, 0.01]
66	[0.31, 0.2, 0.15, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.22, 0.16]	[0.03, -0.08, 0.01]
67	[0.3, 0.17, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
68	[0.3, 0.14, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
69	[0.3, 0.13, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
70	[0.3, 0.13, 0.14, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
71	[0.3, 0.13, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
72	[0.3, 0.13, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
73	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
74	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
75	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
76	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
77	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
78	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
79	[0.3, 0.12, 0.13, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.94]	[-0.21, -0.25, 1.1]	[-0.09, -0.1, 0.95]	[-0.09, -0.23, 0.16]	[0.03, -0.09, 0.01]
