step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
51	[0.05, 2.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.2, 1.05]	[0.19, 0.2, 1.03]	[-0.0, 0.0, 0.03]
52	[0.05, 2.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.22, 1.05]	[0.19, 0.22, 1.03]	[-0.0, 0.0, 0.03]
53	[0.05, 1.8, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.25, 1.05]	[0.19, 0.24, 1.02]	[-0.0, 0.0, 0.03]
54	[0.06, 1.58, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.27, 1.05]	[0.19, 0.27, 1.02]	[-0.0, 0.0, 0.03]
55	[0.06, 1.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.29, 1.05]	[0.19, 0.29, 1.02]	[-0.0, 0.0, 0.03]
56	[0.06, 1.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.31, 1.04]	[0.19, 0.31, 1.02]	[-0.0, 0.0, 0.03]
57	[0.07, 0.93, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.33, 1.04]	[0.19, 0.33, 1.01]	[-0.0, 0.0, 0.03]
58	[0.08, 0.73, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.35, 1.04]	[0.19, 0.35, 1.01]	[-0.0, 0.0, 0.03]
59	[0.09, 0.56, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.36, 1.04]	[0.19, 0.36, 1.01]	[-0.0, 0.0, 0.03]
60	[0.1, 0.43, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.37, 1.03]	[0.19, 0.37, 1.01]	[-0.0, 0.0, 0.03]
61	[0.1, 0.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.03]	[0.19, 0.38, 1.0]	[-0.0, 0.0, 0.03]
62	[0.11, 0.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.03]	[0.19, 0.38, 1.0]	[-0.0, 0.0, 0.03]
63	[0.12, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.18, 0.38, 0.99]	[-0.0, 0.0, 0.03]
64	[0.13, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.18, 0.39, 0.99]	[-0.0, 0.0, 0.03]
65	[0.14, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.98]	[-0.0, 0.0, 0.03]
66	[0.15, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.0]	[0.18, 0.39, 0.98]	[-0.0, 0.0, 0.03]
67	[0.16, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.0]	[0.18, 0.39, 0.97]	[-0.0, 0.0, 0.03]
68	[0.17, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.99]	[0.18, 0.39, 0.96]	[-0.0, 0.0, 0.03]
69	[0.18, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.98]	[0.18, 0.39, 0.95]	[-0.0, 0.0, 0.03]
70	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.95]	[-0.0, 0.0, 0.03]
71	[0.2, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.94]	[-0.0, 0.0, 0.03]
72	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.93]	[-0.0, 0.0, 0.03]
73	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.92]	[-0.0, 0.0, 0.03]
74	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.95]	[0.18, 0.39, 0.92]	[-0.0, 0.0, 0.03]
75	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.94]	[0.18, 0.39, 0.91]	[-0.0, 0.0, 0.03]
76	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.39, 0.9]	[-0.0, 0.0, 0.03]
77	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.39, 0.9]	[-0.0, 0.0, 0.03]
78	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.18, 0.38, 0.89]	[-0.0, 0.0, 0.03]
79	[0.21, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.17, 0.38, 0.88]	[-0.0, 0.0, 0.03]
80	[0.23, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.87]	[-0.0, 0.0, 0.03]
81	[0.25, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.89]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.03]
82	[0.27, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[-0.0, 0.0, 0.03]
83	[0.27, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.85]	[-0.0, 0.0, 0.03]
84	[0.27, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.85]	[-0.0, 0.0, 0.03]
85	[0.25, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.03]
86	[0.21, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.03]
87	[0.2, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
88	[0.2, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
89	[0.2, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
90	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
91	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
92	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
93	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
94	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
95	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
96	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
97	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
98	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
99	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
100	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
101	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
102	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
103	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
104	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
105	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
106	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
107	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
108	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
109	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
110	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
111	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
112	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
113	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
114	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
115	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
116	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
117	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
118	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
119	[0.19, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
