step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
11	[1.24, -1.82, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.06, 1.33]	[0.01, -0.03, 1.1]	[0.02, -0.15, 1.12]	[0.11, -0.09, -0.23]	[0.12, -0.2, -0.21]
12	[1.23, -1.76, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.05, 1.37]	[0.01, -0.03, 1.1]	[0.02, -0.14, 1.12]	[0.09, -0.08, -0.27]	[0.11, -0.19, -0.26]
13	[1.05, -1.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, 0.03, 1.41]	[0.01, -0.03, 1.1]	[0.02, -0.14, 1.11]	[0.06, -0.06, -0.31]	[0.08, -0.17, -0.3]
14	[0.77, -1.45, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.01, 1.43]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.09]	[0.03, -0.04, -0.33]	[0.05, -0.15, -0.34]
15	[0.48, -1.22, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.02, 1.45]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[0.0, -0.01, -0.35]	[0.02, -0.12, -0.37]
16	[0.22, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.04, 1.46]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.02, 0.01, -0.36]	[0.0, -0.1, -0.39]
17	[0.01, -0.77, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.06, 1.48]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.03, -0.38]	[-0.01, -0.08, -0.4]
18	[-0.12, -0.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.07, 1.49]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.04, -0.39]	[-0.02, -0.07, -0.41]
19	[-0.2, -0.41, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.09, 1.5]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.06, -0.4]	[-0.02, -0.05, -0.42]
20	[-0.24, -0.29, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.1, 1.5]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.07, -0.4]	[-0.03, -0.04, -0.43]
21	[-0.25, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.1, 1.51]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.07, -0.41]	[-0.02, -0.04, -0.43]
22	[-0.25, -0.13, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.11, 1.52]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.08, -0.42]	[-0.02, -0.03, -0.44]
23	[-0.24, -0.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.11, 1.52]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.08, -0.42]	[-0.02, -0.03, -0.45]
24	[-0.21, -0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.11, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.08, -0.43]	[-0.02, -0.03, -0.45]
25	[-0.19, -0.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.11, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.08, -0.43]	[-0.02, -0.03, -0.45]
26	[-0.16, -0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.11, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.08, -0.43]	[-0.01, -0.03, -0.45]
27	[-0.13, -0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.43]	[-0.01, -0.02, -0.45]
28	[-0.13, 0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.43]	[-0.01, -0.02, -0.46]
29	[-0.12, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.54]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.44]	[-0.01, -0.02, -0.46]
30	[-0.11, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.54]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.44]	[-0.01, -0.02, -0.46]
31	[-0.09, -0.03, -5.1, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.53]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.43]	[-0.01, -0.02, -0.45]
32	[-0.11, -0.02, -4.99, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.12, 1.51]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.03, 0.09, -0.41]	[-0.02, -0.02, -0.43]
33	[-0.15, -0.01, -4.84, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.12, 1.5]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.09, -0.4]	[-0.02, -0.02, -0.42]
34	[-0.2, 0.01, -4.71, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.12, 1.49]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.04, 0.09, -0.39]	[-0.02, -0.02, -0.41]
35	[-0.25, 0.03, -4.58, 0.0, 0.0, 0.0, -1.0]	[0.06, -0.12, 1.47]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.05, 0.09, -0.37]	[-0.03, -0.02, -0.4]
36	[-0.29, 0.05, -4.46, 0.0, 0.0, 0.0, -1.0]	[0.06, -0.13, 1.46]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.05, 0.1, -0.36]	[-0.03, -0.01, -0.38]
37	[-0.34, 0.06, -4.34, 0.0, 0.0, 0.0, -1.0]	[0.07, -0.13, 1.45]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.06, 0.1, -0.35]	[-0.04, -0.01, -0.37]
38	[-0.38, 0.07, -4.23, 0.0, 0.0, 0.0, -1.0]	[0.07, -0.13, 1.44]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.06, 0.1, -0.34]	[-0.04, -0.01, -0.36]
39	[-0.42, 0.08, -4.13, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.13, 1.43]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.07, 0.1, -0.33]	[-0.05, -0.01, -0.35]
40	[-0.46, 0.09, -4.03, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.13, 1.42]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.07, 0.1, -0.32]	[-0.05, -0.01, -0.34]
41	[-0.5, 0.1, -3.93, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.13, 1.41]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.07, 0.1, -0.31]	[-0.05, -0.01, -0.33]
42	[-0.54, 0.11, -3.84, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
43	[-0.57, 0.12, -3.75, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
44	[-0.57, 0.12, -3.73, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
45	[-0.58, 0.11, -3.72, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
46	[-0.58, 0.1, -3.71, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
47	[-0.58, 0.09, -3.69, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
48	[-0.59, 0.08, -3.68, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.4]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.3]	[-0.06, -0.01, -0.32]
49	[-0.59, 0.08, -3.67, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.29]	[-0.06, -0.01, -0.32]
50	[-0.6, 0.07, -3.67, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.29]	[-0.06, -0.01, -0.32]
51	[-0.6, 0.06, -3.66, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.29]	[-0.06, -0.01, -0.32]
52	[-0.6, 0.06, -3.65, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.13, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.29]	[-0.06, -0.01, -0.31]
53	[-0.61, 0.05, -3.65, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.1, -0.29]	[-0.06, -0.02, -0.31]
54	[-0.61, 0.05, -3.64, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
55	[-0.61, 0.05, -3.64, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
56	[-0.61, 0.04, -3.64, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
57	[-0.61, 0.04, -3.63, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
58	[-0.62, 0.04, -3.63, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
59	[-0.62, 0.04, -3.63, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
60	[-0.62, 0.03, -3.63, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
61	[-0.62, 0.03, -3.63, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
62	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
63	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
64	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
65	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
66	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
67	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
68	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
69	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
70	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
71	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
72	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
73	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
74	[-0.62, 0.03, -3.62, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.12, 1.39]	[0.01, -0.03, 1.1]	[0.03, -0.14, 1.08]	[-0.08, 0.09, -0.29]	[-0.06, -0.02, -0.31]
