step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
17	[0.03, -0.0, -0.16, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.1, 0.89]	[0.08, -0.1, 0.86]	[-0.0, 0.0, 0.03]
18	[0.03, -0.0, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.88]	[0.08, -0.1, 0.86]	[-0.0, 0.0, 0.02]
19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.88]	[0.08, -0.1, 0.86]	[-0.0, 0.0, 0.02]
20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.88]	[0.08, -0.1, 0.86]	[-0.0, 0.0, 0.02]
21	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.9]	[0.08, -0.09, 0.87]	[-0.0, 0.0, 0.03]
22	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.92]	[0.08, -0.1, 0.89]	[-0.0, 0.0, 0.03]
23	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.94]	[0.08, -0.1, 0.91]	[-0.0, 0.0, 0.03]
24	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.1, 0.96]	[0.08, -0.1, 0.94]	[-0.0, 0.0, 0.03]
25	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.1, 0.99]	[0.08, -0.1, 0.96]	[-0.0, 0.0, 0.03]
26	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.1, 1.01]	[0.08, -0.1, 0.98]	[-0.0, 0.0, 0.03]
27	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.1, 1.03]	[0.08, -0.1, 1.01]	[-0.0, 0.0, 0.03]
28	[1.22, 4.98, 10.0, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.08, 1.05]	[0.09, -0.08, 1.03]	[-0.0, 0.0, 0.03]
29	[1.09, 4.84, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.1, -0.06, 1.05]	[0.11, -0.06, 1.03]	[-0.0, 0.0, 0.03]
30	[0.9, 4.65, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.04, 1.05]	[0.13, -0.04, 1.03]	[-0.0, 0.0, 0.03]
31	[0.7, 4.43, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.14, -0.02, 1.05]	[0.14, -0.02, 1.03]	[-0.0, 0.0, 0.03]
32	[0.54, 4.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, 0.01, 1.05]	[0.16, 0.01, 1.03]	[-0.0, 0.0, 0.03]
33	[0.41, 3.96, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.03, 1.05]	[0.17, 0.03, 1.03]	[-0.0, 0.0, 0.03]
34	[0.3, 3.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.05, 1.05]	[0.18, 0.05, 1.03]	[-0.0, 0.0, 0.03]
35	[0.22, 3.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.08, 1.05]	[0.18, 0.08, 1.03]	[-0.0, 0.0, 0.03]
36	[0.15, 3.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.1, 1.06]	[0.19, 0.1, 1.03]	[-0.0, 0.0, 0.03]
37	[0.11, 3.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.12, 1.06]	[0.19, 0.12, 1.03]	[-0.0, 0.0, 0.03]
38	[0.08, 2.79, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.15, 1.06]	[0.19, 0.15, 1.03]	[-0.0, 0.0, 0.03]
39	[0.06, 2.56, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 1.06]	[0.19, 0.17, 1.03]	[-0.0, 0.0, 0.03]
40	[0.05, 2.33, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.19, 1.05]	[0.19, 0.19, 1.03]	[0.0, 0.0, 0.03]
41	[0.05, 2.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.21, 1.05]	[0.19, 0.21, 1.03]	[0.0, 0.0, 0.03]
42	[0.05, 1.88, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.24, 1.05]	[0.19, 0.24, 1.03]	[0.0, 0.0, 0.03]
43	[0.05, 1.66, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.05]	[0.19, 0.26, 1.02]	[0.0, 0.0, 0.03]
44	[0.05, 1.44, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.05]	[0.19, 0.28, 1.02]	[0.0, 0.0, 0.03]
45	[0.06, 1.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.3, 1.05]	[0.19, 0.3, 1.02]	[0.0, 0.0, 0.03]
46	[0.07, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.32, 1.04]	[0.19, 0.32, 1.02]	[0.0, 0.0, 0.03]
47	[0.08, 0.79, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.34, 1.04]	[0.19, 0.34, 1.01]	[0.0, 0.0, 0.03]
48	[0.09, 0.61, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.04]	[0.19, 0.36, 1.01]	[0.0, 0.0, 0.03]
49	[0.1, 0.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.01]	[0.0, 0.0, 0.03]
50	[0.1, 0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.01]	[0.0, 0.0, 0.03]
51	[0.11, 0.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.03]	[0.19, 0.38, 1.0]	[0.0, 0.0, 0.03]
52	[0.12, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 1.0]	[0.0, 0.0, 0.03]
53	[0.13, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.18, 0.39, 0.99]	[0.0, 0.0, 0.03]
54	[0.14, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.99]	[0.0, 0.0, 0.03]
55	[0.15, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.03]
56	[0.16, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 1.0]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.03]
57	[0.17, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.03]
58	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.98]	[0.18, 0.39, 0.96]	[0.0, 0.0, 0.03]
59	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.98]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.03]
60	[0.2, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.97]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.03]
61	[0.2, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.03]
62	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.03]
63	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.95]	[0.18, 0.39, 0.92]	[0.0, 0.0, 0.03]
64	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.92]	[0.0, 0.0, 0.03]
65	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.94]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.03]
66	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.39, 0.9]	[0.0, 0.0, 0.03]
67	[0.2, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.18, 0.38, 0.9]	[0.0, 0.0, 0.03]
68	[0.21, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.18, 0.38, 0.89]	[0.0, 0.0, 0.03]
69	[0.22, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.88]	[0.0, 0.0, 0.03]
70	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.89]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.03]
71	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
72	[0.28, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
73	[0.27, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
74	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
75	[0.26, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
76	[0.25, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
77	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
78	[0.24, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
79	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
80	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
81	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
82	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
83	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
84	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
85	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
86	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
87	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
88	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
89	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
90	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
91	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
92	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
93	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
94	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
95	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
96	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
97	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
98	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
99	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
100	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
101	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
102	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
103	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
104	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
105	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
106	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
107	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
108	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
109	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
110	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
111	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
112	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
113	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
114	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
115	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
116	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
117	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
118	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
119	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
