step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
56	[0.05, 3.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.12, 1.06]	[0.19, 0.12, 1.03]	[-0.0, 0.0, 0.03]
57	[0.06, 2.79, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.15, 1.06]	[0.19, 0.15, 1.03]	[-0.0, 0.0, 0.03]
58	[0.06, 2.56, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 1.06]	[0.19, 0.17, 1.03]	[-0.0, 0.0, 0.03]
59	[0.06, 2.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.19, 1.05]	[0.19, 0.19, 1.03]	[-0.0, 0.0, 0.03]
60	[0.06, 2.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.21, 1.05]	[0.19, 0.21, 1.03]	[-0.0, 0.0, 0.03]
61	[0.06, 1.89, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.24, 1.05]	[0.19, 0.24, 1.02]	[-0.0, 0.0, 0.03]
62	[0.07, 1.67, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.05]	[0.19, 0.26, 1.02]	[-0.0, 0.0, 0.03]
63	[0.07, 1.45, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.05]	[0.19, 0.28, 1.02]	[-0.0, 0.0, 0.03]
64	[0.08, 1.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.3, 1.04]	[0.19, 0.3, 1.02]	[-0.0, 0.0, 0.03]
65	[0.09, 1.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.32, 1.04]	[0.19, 0.32, 1.01]	[-0.0, 0.0, 0.03]
66	[0.11, 0.82, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.34, 1.04]	[0.19, 0.34, 1.01]	[-0.0, 0.0, 0.03]
67	[0.12, 0.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.03]	[0.18, 0.35, 1.0]	[-0.0, 0.0, 0.03]
68	[0.14, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.18, 0.36, 1.0]	[0.0, 0.0, 0.03]
69	[0.16, 0.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.02]	[0.18, 0.37, 0.99]	[0.0, 0.0, 0.03]
70	[0.18, 0.32, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 1.01]	[0.18, 0.38, 0.99]	[0.0, 0.0, 0.03]
71	[0.2, 0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 1.01]	[0.18, 0.38, 0.98]	[0.0, 0.0, 0.03]
72	[0.22, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 1.0]	[0.17, 0.38, 0.97]	[0.0, 0.0, 0.03]
73	[0.24, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.99]	[0.17, 0.38, 0.96]	[0.0, 0.0, 0.03]
74	[0.27, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.98]	[0.17, 0.38, 0.95]	[0.0, 0.0, 0.03]
75	[0.28, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.96]	[0.17, 0.38, 0.94]	[0.0, 0.0, 0.03]
76	[0.3, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.95]	[0.17, 0.38, 0.93]	[0.0, 0.0, 0.03]
77	[0.31, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.94]	[0.17, 0.38, 0.92]	[0.0, 0.0, 0.03]
78	[0.31, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.94]	[0.17, 0.38, 0.91]	[0.0, 0.0, 0.03]
79	[0.31, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.93]	[0.17, 0.38, 0.9]	[0.0, 0.0, 0.03]
80	[0.31, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.92]	[0.17, 0.38, 0.89]	[0.0, 0.0, 0.03]
81	[0.31, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.91]	[0.17, 0.38, 0.88]	[0.0, 0.0, 0.03]
82	[0.31, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.9]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.03]
83	[0.32, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.89]	[0.16, 0.38, 0.86]	[0.0, 0.0, 0.03]
84	[0.34, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.16, 0.38, 0.86]	[0.0, -0.0, 0.03]
85	[0.33, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.16, 0.38, 0.86]	[0.0, -0.0, 0.03]
86	[0.33, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.16, 0.38, 0.86]	[0.0, -0.0, 0.03]
87	[0.33, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.03]
88	[0.32, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
89	[0.31, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
90	[0.31, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
91	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
92	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
93	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
94	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
95	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
96	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
97	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
98	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
99	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
100	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
101	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
102	[0.29, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
103	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
104	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
105	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
106	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
107	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
108	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
109	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
110	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
111	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
112	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
113	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
114	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
115	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
116	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
117	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
118	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
119	[0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, -0.0, 0.02]
