step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.06]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.14, -0.34, 0.04]	[-0.08, -0.24, 0.02]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.08]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.14, -0.34, 0.02]	[-0.08, -0.24, -0.0]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.1]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.14, -0.34, -0.0]	[-0.08, -0.24, -0.03]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.12]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.13, -0.34, -0.02]	[-0.07, -0.24, -0.05]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, -0.01, 1.14]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.13, -0.34, -0.04]	[-0.07, -0.24, -0.07]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.01, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.13, -0.34, -0.07]	[-0.07, -0.24, -0.09]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.01, 1.19]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.13, -0.34, -0.09]	[-0.07, -0.24, -0.12]
7	[-0.7, -2.19, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.02, 1.21]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.12, -0.32, -0.11]	[-0.06, -0.23, -0.14]
8	[-0.59, -2.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.22]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.11, -0.3, -0.12]	[-0.05, -0.21, -0.15]
9	[-0.46, -1.81, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.07, 1.23]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.1, -0.28, -0.13]	[-0.04, -0.18, -0.15]
10	[-0.36, -1.58, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 1.23]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.09, -0.25, -0.13]	[-0.03, -0.16, -0.15]
11	[-0.27, -1.35, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.11, 1.22]	[-0.21, -0.34, 1.1]	[-0.15, -0.25, 1.08]	[-0.08, -0.23, -0.12]	[-0.02, -0.14, -0.15]
