step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.03]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.11, -0.35, 0.07]	[-0.04, -0.26, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.05]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.1, -0.35, 0.05]	[-0.04, -0.26, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.07]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.1, -0.35, 0.03]	[-0.04, -0.26, 0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.09]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.1, -0.35, 0.01]	[-0.04, -0.26, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.12]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.1, -0.35, -0.02]	[-0.03, -0.26, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.14]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.1, -0.35, -0.04]	[-0.03, -0.26, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.16]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.09, -0.35, -0.06]	[-0.03, -0.26, -0.09]
7	[-0.31, -2.34, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.18]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.09, -0.34, -0.08]	[-0.03, -0.24, -0.11]
8	[-0.25, -2.18, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 1.19]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.08, -0.31, -0.09]	[-0.02, -0.22, -0.12]
9	[-0.2, -1.96, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.06, 1.19]	[-0.21, -0.35, 1.1]	[-0.14, -0.25, 1.08]	[-0.08, -0.29, -0.09]	[-0.02, -0.2, -0.12]
