step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
53	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.22, 0.16, 0.88]	[-0.21, 0.16, 0.88]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.07, -0.06]	[0.31, -0.08, -0.06]
54	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.22, 0.16, 0.89]	[-0.21, 0.16, 0.89]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.07, -0.06]	[0.31, -0.08, -0.06]
55	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.22, 0.16, 0.89]	[-0.21, 0.16, 0.89]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.07, -0.07]	[0.31, -0.08, -0.07]
56	[3.09, -0.75, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.15, 0.91]	[-0.2, 0.15, 0.91]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.06, -0.08]	[0.3, -0.06, -0.08]
57	[2.97, -0.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.19, 0.14, 0.91]	[-0.18, 0.14, 0.91]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.28, -0.05, -0.09]	[0.28, -0.05, -0.09]
58	[2.77, -0.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.12, 0.91]	[-0.16, 0.13, 0.91]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.26, -0.04, -0.09]	[0.25, -0.04, -0.09]
59	[2.52, -0.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.14, 0.11, 0.92]	[-0.13, 0.12, 0.91]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.23, -0.03, -0.09]	[0.23, -0.03, -0.09]
60	[2.27, -0.29, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, 0.11, 0.92]	[-0.11, 0.11, 0.92]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.21, -0.02, -0.09]	[0.2, -0.02, -0.09]
61	[2.01, -0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.1, 0.92]	[-0.08, 0.11, 0.92]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.18, -0.02, -0.1]	[0.18, -0.02, -0.09]
62	[1.75, -0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.1, 0.92]	[-0.05, 0.11, 0.92]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.16, -0.02, -0.1]	[0.15, -0.02, -0.1]
63	[1.5, -0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.1, 0.92]	[-0.03, 0.1, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.13, -0.02, -0.1]	[0.13, -0.02, -0.1]
64	[1.26, -0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, 0.1, 0.92]	[-0.01, 0.1, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.11, -0.01, -0.1]	[0.1, -0.02, -0.1]
65	[1.02, -0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.1, 0.92]	[0.02, 0.1, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.08, -0.01, -0.1]	[0.08, -0.01, -0.1]
66	[0.79, -0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.1, 0.92]	[0.04, 0.1, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.06, -0.01, -0.1]	[0.06, -0.01, -0.1]
67	[0.6, -0.1, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.09, 0.93]	[0.05, 0.09, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.05, -0.01, -0.1]	[0.04, -0.01, -0.1]
68	[0.44, -0.07, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.06, 0.09, 0.93]	[0.06, 0.09, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.04, -0.0, -0.1]	[0.03, -0.0, -0.1]
69	[0.31, -0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.09, 0.93]	[0.07, 0.09, 0.93]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.03, 0.0, -0.1]	[0.02, -0.0, -0.1]
70	[0.22, -0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, 0.09, 0.93]	[0.08, 0.09, 0.93]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.02, 0.0, -0.1]	[0.01, 0.0, -0.1]
71	[0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.08, 0.09, 0.93]	[0.09, 0.09, 0.93]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.1]
72	[0.1, 0.01, -0.52, 0.0, 0.0, 0.0, 1.0]	[0.08, 0.08, 0.92]	[0.09, 0.09, 0.92]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.1]	[0.01, 0.0, -0.09]
73	[0.06, 0.01, -0.44, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.08, 0.91]	[0.09, 0.09, 0.91]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.09]	[0.0, 0.0, -0.08]
74	[0.04, 0.02, -0.33, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.08, 0.9]	[0.09, 0.09, 0.9]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.08]
75	[0.03, 0.02, -0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.08, 0.9]	[0.09, 0.09, 0.89]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.07]
76	[0.02, 0.01, -0.19, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.09, 0.89]	[0.09, 0.09, 0.89]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
77	[0.01, 0.01, -0.14, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.09, 0.89]	[0.09, 0.09, 0.88]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
78	[0.01, 0.01, -0.1, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.09, 0.88]	[0.09, 0.09, 0.88]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.09, 0.88]	[0.09, 0.09, 0.88]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.0]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
