step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
0	[-0.96, 1.81, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.08, 0.17, -0.19]	[0.21, 0.07, -0.19]	[0.3, -0.09, 0.0]
1	[-0.82, 1.68, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.03, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.06, 0.15, -0.19]	[0.23, 0.06, -0.19]	[0.3, -0.09, 0.0]
2	[-0.64, 1.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.05, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.05, 0.13, -0.19]	[0.25, 0.04, -0.19]	[0.3, -0.09, 0.0]
3	[-0.49, 1.29, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.07, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.04, 0.11, -0.19]	[0.26, 0.01, -0.19]	[0.3, -0.09, 0.0]
4	[-0.36, 1.08, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.1, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, 0.09, -0.19]	[0.27, -0.01, -0.19]	[0.3, -0.09, 0.0]
5	[-0.26, 0.86, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.12, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.02, 0.07, -0.19]	[0.28, -0.03, -0.19]	[0.3, -0.09, 0.0]
6	[-0.18, 0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.13, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.01, 0.05, -0.19]	[0.28, -0.05, -0.19]	[0.3, -0.09, 0.0]
7	[-0.11, 0.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.15, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.01, 0.04, -0.19]	[0.29, -0.06, -0.18]	[0.3, -0.09, 0.01]
8	[-0.05, 0.36, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.2, 0.16, 1.01]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.0, 0.03, -0.19]	[0.29, -0.07, -0.18]	[0.3, -0.09, 0.01]
9	[-0.0, 0.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.2, 0.16, 1.0]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.0, 0.02, -0.18]	[0.3, -0.07, -0.18]	[0.3, -0.09, 0.01]
10	[0.03, 0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.17, 1.0]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.18]	[0.3, -0.08, -0.18]	[0.3, -0.09, 0.01]
11	[0.06, 0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.17, 1.0]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.18]	[0.3, -0.08, -0.18]	[0.3, -0.09, 0.01]
12	[0.08, 0.12, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.17, 1.0]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.18]	[0.3, -0.08, -0.17]	[0.3, -0.09, 0.01]
13	[0.09, 0.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.17, 1.0]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.18]	[0.31, -0.09, -0.17]	[0.3, -0.09, 0.01]
14	[0.1, 0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.99]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.17]	[0.31, -0.09, -0.17]	[0.3, -0.09, 0.01]
15	[0.1, 0.06, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.99]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.01, -0.17]	[0.31, -0.09, -0.17]	[0.3, -0.09, 0.01]
16	[0.1, 0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.99]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.17]	[0.3, -0.09, -0.17]	[0.3, -0.09, 0.01]
17	[0.09, 0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.99]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.17]	[0.3, -0.09, -0.17]	[0.3, -0.09, 0.01]
18	[0.09, 0.04, -1.71, 0.0, 0.0, 0.0, -1.0]	[-0.2, 0.18, 0.98]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.16]	[0.3, -0.09, -0.15]	[0.3, -0.09, 0.01]
19	[0.02, 0.02, -1.57, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.18, 0.96]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.01, -0.0, -0.14]	[0.29, -0.09, -0.13]	[0.3, -0.09, 0.01]
20	[-0.1, -0.01, -1.4, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.18, 0.94]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.02, -0.0, -0.12]	[0.28, -0.1, -0.12]	[0.3, -0.09, 0.01]
21	[-0.2, -0.03, -1.23, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.93]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.0, -0.11]	[0.27, -0.1, -0.1]	[0.3, -0.09, 0.01]
22	[-0.26, -0.04, -1.06, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.91]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.01, -0.09]	[0.27, -0.1, -0.08]	[0.3, -0.09, 0.01]
23	[-0.3, -0.05, -0.88, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.89]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.01, -0.07]	[0.26, -0.1, -0.07]	[0.3, -0.09, 0.01]
24	[-0.32, -0.05, -0.71, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.88]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.0, -0.06]	[0.26, -0.1, -0.05]	[0.3, -0.09, 0.01]
25	[-0.32, -0.04, -0.57, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.87]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.0, -0.05]	[0.27, -0.1, -0.04]	[0.3, -0.09, 0.01]
26	[-0.3, -0.03, -0.45, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.18, 0.86]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.03, -0.0, -0.04]	[0.27, -0.1, -0.03]	[0.3, -0.09, 0.01]
27	[-0.27, -0.03, -0.36, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.18, 0.85]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.02, -0.0, -0.03]	[0.27, -0.1, -0.02]	[0.3, -0.09, 0.01]
28	[-0.22, -0.02, -0.28, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.18, 0.84]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.02, -0.0, -0.02]	[0.28, -0.09, -0.02]	[0.3, -0.09, 0.01]
29	[-0.16, -0.01, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.18, 0.83]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[-0.01, 0.0, -0.01]	[0.29, -0.09, -0.01]	[0.3, -0.09, 0.01]
30	[-0.05, 0.01, -0.14, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.83]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, 0.0, -0.01]	[0.31, -0.09, -0.0]	[0.3, -0.09, 0.01]
31	[0.11, 0.03, -0.07, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.18, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.03, 0.0, -0.0]	[0.32, -0.09, 0.0]	[0.3, -0.09, 0.01]
32	[0.28, 0.01, -0.0, 0.0, 0.0, 0.0, -1.0]	[-0.24, 0.19, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.04, -0.0, 0.0]	[0.34, -0.1, 0.01]	[0.3, -0.09, 0.01]
33	[0.41, -0.05, 0.05, 0.0, 0.0, 0.0, -1.0]	[-0.24, 0.19, 0.81]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.04, -0.01, 0.01]	[0.34, -0.11, 0.01]	[0.3, -0.09, 0.01]
34	[0.45, -0.11, 0.07, 0.0, 0.0, 0.0, -1.0]	[-0.24, 0.2, 0.81]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.04, -0.02, 0.01]	[0.34, -0.11, 0.01]	[0.3, -0.09, 0.01]
35	[0.42, -0.15, 0.07, 0.0, 0.0, 0.0, -1.0]	[-0.23, 0.2, 0.81]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.03, -0.02, 0.01]	[0.33, -0.11, 0.01]	[0.3, -0.09, 0.01]
36	[0.34, -0.16, 0.06, 0.0, 0.0, 0.0, -1.0]	[-0.22, 0.2, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.02, -0.01, 0.0]	[0.32, -0.11, 0.01]	[0.3, -0.09, 0.01]
37	[0.25, -0.14, 0.04, 0.0, 0.0, 0.0, -1.0]	[-0.22, 0.19, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.02, -0.01, 0.0]	[0.31, -0.1, 0.01]	[0.3, -0.09, 0.01]
38	[0.17, -0.1, 0.02, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.19, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, -0.01, 0.0]	[0.31, -0.1, 0.01]	[0.3, -0.09, 0.01]
39	[0.1, -0.06, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.21, 0.18, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.01, -0.0, -0.0]	[0.3, -0.1, 0.0]	[0.3, -0.09, 0.01]
40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.18, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.09, 0.0]	[0.3, -0.09, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.18, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.09, 0.0]	[0.3, -0.09, 0.01]
42	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.18, 0.82]	[-0.2, 0.18, 0.82]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.09, 0.0]	[0.3, -0.09, 0.0]
43	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.83]	[-0.2, 0.18, 0.83]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.09, -0.0]	[0.3, -0.09, -0.0]
44	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.83]	[-0.2, 0.17, 0.83]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.3, -0.08, -0.01]	[0.3, -0.09, -0.01]
45	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.84]	[-0.21, 0.17, 0.84]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.01]	[0.3, -0.08, -0.01]
46	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.84]	[-0.21, 0.17, 0.84]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.02]	[0.3, -0.08, -0.02]
47	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.85]	[-0.21, 0.17, 0.85]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.02]	[0.3, -0.08, -0.02]
48	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.85]	[-0.21, 0.17, 0.85]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.03]	[0.3, -0.08, -0.03]
49	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.17, 0.86]	[-0.21, 0.17, 0.86]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.03]	[0.3, -0.08, -0.03]
50	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.16, 0.87]	[-0.21, 0.17, 0.86]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.04]	[0.31, -0.08, -0.04]
51	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.21, 0.16, 0.87]	[-0.21, 0.17, 0.87]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.05]	[0.31, -0.08, -0.04]
52	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.22, 0.16, 0.88]	[-0.21, 0.17, 0.87]	[0.1, 0.09, 0.82]	[0.0, 0.0, -0.0]	[0.31, -0.08, -0.05]	[0.31, -0.08, -0.05]
