step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.03]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.1, -0.33, 0.07]	[-0.05, -0.23, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.05]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.1, -0.33, 0.05]	[-0.05, -0.23, 0.03]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.07]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.09, -0.33, 0.03]	[-0.04, -0.23, 0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.09]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.09, -0.33, 0.01]	[-0.04, -0.23, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.12]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.09, -0.33, -0.02]	[-0.04, -0.23, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.14]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.09, -0.33, -0.04]	[-0.04, -0.23, -0.06]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.16]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.09, -0.33, -0.06]	[-0.04, -0.23, -0.09]
7	[-0.36, -2.08, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.18]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.08, -0.32, -0.08]	[-0.03, -0.22, -0.11]
8	[-0.29, -1.92, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.05, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.07, -0.29, -0.09]	[-0.02, -0.19, -0.12]
9	[-0.23, -1.69, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.07, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.07, -0.27, -0.09]	[-0.02, -0.17, -0.12]
10	[-0.18, -1.46, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.09, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.06, -0.25, -0.09]	[-0.01, -0.15, -0.12]
11	[-0.13, -1.23, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.12, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.06, -0.22, -0.09]	[-0.01, -0.12, -0.12]
12	[-0.08, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.14, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.06, -0.2, -0.09]	[-0.0, -0.1, -0.11]
13	[-0.05, -0.77, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.16, 1.19]	[-0.21, -0.34, 1.1]	[-0.16, -0.24, 1.08]	[-0.05, -0.18, -0.09]	[-0.0, -0.08, -0.11]
