step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.03]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.36, -0.09, 0.07]	[0.37, -0.2, 0.04]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.05]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.36, -0.09, 0.05]	[0.38, -0.2, 0.02]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.0, 1.07]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.36, -0.09, 0.03]	[0.38, -0.2, 0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.1]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.37, -0.09, 0.0]	[0.38, -0.2, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.12]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.37, -0.09, -0.02]	[0.38, -0.2, -0.04]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.14]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.37, -0.09, -0.04]	[0.39, -0.2, -0.07]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.16]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.37, -0.09, -0.06]	[0.39, -0.2, -0.09]
7	[3.86, -1.73, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.01, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.36, -0.07, -0.08]	[0.37, -0.18, -0.11]
8	[3.73, -1.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.04, 1.19]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.34, -0.05, -0.09]	[0.35, -0.16, -0.11]
9	[3.54, -1.34, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.06, -0.06, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.32, -0.03, -0.08]	[0.33, -0.14, -0.11]
10	[3.32, -1.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, -0.08, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.29, -0.0, -0.08]	[0.31, -0.11, -0.11]
11	[3.11, -0.87, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.1, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.27, 0.02, -0.08]	[0.29, -0.09, -0.11]
12	[2.89, -0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.12, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.25, 0.04, -0.08]	[0.27, -0.07, -0.1]
13	[2.67, -0.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.12, 1.18]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.25, 0.03, -0.08]	[0.26, -0.08, -0.11]
14	[2.65, -0.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.11, 1.19]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.25, 0.03, -0.09]	[0.27, -0.08, -0.11]
15	[2.68, -0.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, -0.11, 1.2]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.26, 0.03, -0.1]	[0.28, -0.08, -0.12]
16	[2.78, -0.6, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.1, 1.21]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.27, 0.02, -0.11]	[0.28, -0.09, -0.13]
17	[2.84, -0.66, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.1, 1.25]	[0.26, -0.08, 1.1]	[0.28, -0.19, 1.08]	[0.25, 0.02, -0.15]	[0.27, -0.09, -0.17]
18	[2.7, -0.69, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.09, 1.28]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.25, 0.01, -0.18]	[0.27, -0.1, -0.21]
19	[2.66, -0.78, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.0, -0.09, 1.31]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.26, 0.0, -0.21]	[0.28, -0.11, -0.24]
20	[2.78, -0.85, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.0, -0.09, 1.37]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.26, 0.01, -0.27]	[0.28, -0.1, -0.29]
21	[2.77, -0.79, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.1, 1.4]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.27, 0.01, -0.3]	[0.29, -0.1, -0.32]
22	[2.91, -0.76, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, -0.11, 1.38]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.28, 0.02, -0.28]	[0.3, -0.09, -0.3]
23	[2.97, -0.62, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, -0.12, 1.41]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.28, 0.03, -0.31]	[0.3, -0.08, -0.33]
24	[3.01, -0.56, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, -0.13, 1.43]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.28, 0.04, -0.33]	[0.3, -0.07, -0.35]
25	[2.97, -0.47, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.01, -0.13, 1.45]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.27, 0.05, -0.35]	[0.29, -0.06, -0.37]
26	[2.85, -0.38, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.14, 1.46]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.25, 0.06, -0.36]	[0.27, -0.05, -0.38]
27	[2.67, -0.29, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.15, 1.46]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.23, 0.06, -0.36]	[0.24, -0.05, -0.39]
28	[2.43, -0.22, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.06, -0.16, 1.47]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.2, 0.07, -0.37]	[0.22, -0.04, -0.39]
29	[2.19, -0.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.16, 1.46]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.18, 0.07, -0.36]	[0.2, -0.04, -0.39]
30	[1.97, -0.12, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.1, -0.16, 1.46]	[0.26, -0.09, 1.1]	[0.28, -0.2, 1.08]	[0.16, 0.08, -0.36]	[0.18, -0.03, -0.39]
