step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.01, 1.01]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.08, -0.34, 0.09]	[-0.03, -0.25, 0.07]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.0, 1.03]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.08, -0.34, 0.07]	[-0.02, -0.25, 0.05]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.05]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.08, -0.34, 0.05]	[-0.02, -0.24, 0.02]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.07]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.08, -0.34, 0.03]	[-0.02, -0.24, 0.0]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.1]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.07, -0.34, 0.0]	[-0.02, -0.24, -0.02]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.12]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.07, -0.34, -0.02]	[-0.02, -0.24, -0.04]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.0, 1.14]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.07, -0.34, -0.04]	[-0.02, -0.24, -0.07]
7	[-0.15, -2.2, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.01, 1.16]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.07, -0.33, -0.06]	[-0.01, -0.23, -0.09]
8	[-0.12, -2.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.03, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.3, -0.07]	[-0.01, -0.21, -0.1]
9	[-0.09, -1.81, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.06, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.28, -0.07]	[-0.01, -0.18, -0.1]
10	[-0.06, -1.58, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.08, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.26, -0.07]	[-0.0, -0.16, -0.1]
11	[-0.04, -1.34, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.1, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.23, -0.07]	[-0.0, -0.14, -0.09]
12	[-0.02, -1.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.13, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.21, -0.07]	[0.0, -0.11, -0.09]
13	[0.0, -0.88, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.15, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.05, -0.19, -0.07]	[0.0, -0.09, -0.09]
14	[0.02, -0.67, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.16, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.05, -0.17, -0.07]	[0.0, -0.08, -0.09]
15	[0.02, -0.5, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.18, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.05, -0.16, -0.07]	[0.0, -0.06, -0.09]
16	[0.02, -0.37, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.19, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.05, -0.15, -0.07]	[0.0, -0.05, -0.09]
17	[0.02, -0.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.19, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.05, -0.14, -0.07]	[0.0, -0.05, -0.09]
18	[0.01, -0.2, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.2, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.14, -0.07]	[0.0, -0.04, -0.09]
19	[0.0, -0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.2, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.13, -0.07]	[-0.0, -0.04, -0.09]
20	[-0.0, -0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.21, 1.17]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.13, -0.07]	[-0.0, -0.03, -0.09]
21	[-0.0, -0.13, -1.43, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.21, 1.15]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.13, -0.05]	[-0.0, -0.03, -0.08]
22	[-0.01, -0.1, -1.26, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.21, 1.13]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.12, -0.03]	[-0.0, -0.03, -0.05]
23	[-0.01, -0.08, -1.04, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.21, 1.11]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.08]	[-0.06, -0.12, -0.01]	[-0.0, -0.03, -0.03]
24	[-0.01, -0.07, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.21, 1.09]	[-0.21, -0.34, 1.1]	[-0.15, -0.24, 1.06]	[-0.06, -0.12, 0.01]	[0.0, -0.03, -0.03]
25	[0.02, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.07]	[-0.21, -0.34, 1.1]	[-0.14, -0.24, 1.04]	[-0.06, -0.12, 0.03]	[0.01, -0.03, -0.03]
26	[0.06, -0.05, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.05]	[-0.21, -0.34, 1.1]	[-0.14, -0.24, 1.02]	[-0.06, -0.12, 0.05]	[0.01, -0.03, -0.03]
27	[0.12, -0.05, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.03]	[-0.21, -0.34, 1.1]	[-0.13, -0.24, 1.01]	[-0.06, -0.12, 0.07]	[0.02, -0.03, -0.03]
28	[0.17, -0.06, -0.76, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.02]	[-0.21, -0.34, 1.1]	[-0.12, -0.24, 0.99]	[-0.06, -0.12, 0.08]	[0.02, -0.03, -0.02]
29	[0.23, -0.06, -0.72, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.22, 1.0]	[-0.21, -0.34, 1.1]	[-0.11, -0.24, 0.98]	[-0.07, -0.12, 0.1]	[0.03, -0.03, -0.02]
30	[0.28, -0.05, -0.67, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 0.98]	[-0.21, -0.34, 1.1]	[-0.11, -0.24, 0.99]	[-0.08, -0.12, 0.12]	[0.02, -0.02, 0.0]
31	[0.17, -0.04, -0.45, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.22, 0.97]	[-0.21, -0.34, 1.1]	[-0.11, -0.24, 0.98]	[-0.08, -0.12, 0.13]	[0.02, -0.02, 0.01]
32	[0.21, -0.03, -0.41, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.96]	[-0.21, -0.34, 1.1]	[-0.1, -0.24, 0.97]	[-0.08, -0.12, 0.14]	[0.03, -0.02, 0.01]
33	[0.25, -0.03, -0.37, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.95]	[-0.21, -0.34, 1.1]	[-0.09, -0.24, 0.97]	[-0.09, -0.12, 0.15]	[0.03, -0.02, 0.02]
34	[0.29, -0.03, -0.32, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.22, 0.94]	[-0.21, -0.34, 1.1]	[-0.08, -0.24, 0.96]	[-0.09, -0.12, 0.16]	[0.03, -0.02, 0.02]
35	[0.32, -0.03, -0.28, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.94]	[-0.21, -0.34, 1.1]	[-0.08, -0.24, 0.96]	[-0.1, -0.12, 0.16]	[0.03, -0.02, 0.03]
36	[0.34, -0.03, -0.24, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.22, 0.93]	[-0.21, -0.34, 1.1]	[-0.07, -0.25, 0.96]	[-0.1, -0.12, 0.17]	[0.04, -0.02, 0.03]
37	[0.35, -0.03, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.22, 0.92]	[-0.21, -0.34, 1.1]	[-0.06, -0.25, 0.96]	[-0.11, -0.11, 0.18]	[0.04, -0.02, 0.03]
38	[0.36, -0.03, -0.17, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.22, 0.92]	[-0.21, -0.34, 1.1]	[-0.06, -0.25, 0.95]	[-0.11, -0.11, 0.18]	[0.04, -0.02, 0.04]
39	[0.37, -0.03, -0.15, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.22, 0.92]	[-0.21, -0.34, 1.1]	[-0.05, -0.25, 0.95]	[-0.12, -0.11, 0.18]	[0.04, -0.02, 0.04]
40	[0.38, -0.03, -0.13, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.22, 0.91]	[-0.21, -0.34, 1.1]	[-0.04, -0.25, 0.95]	[-0.12, -0.11, 0.19]	[0.05, -0.02, 0.04]
41	[0.46, 0.76, 0.38, 0.0, 0.0, 0.0, -1.0]	[-0.08, -0.21, 0.91]	[-0.21, -0.33, 1.1]	[-0.04, -0.24, 0.95]	[-0.12, -0.12, 0.19]	[0.05, -0.03, 0.04]
