step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
0	[0.95, -2.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, -0.11, 1.01]	[0.05, -0.33, 0.86]	[0.06, 0.22, 0.16]
1	[0.81, -2.19, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.02, -0.13, 1.0]	[0.05, -0.33, 0.86]	[0.05, 0.2, 0.15]
2	[0.65, -2.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, -0.15, 1.0]	[0.05, -0.33, 0.86]	[0.03, 0.18, 0.15]
3	[0.51, -1.8, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, -0.17, 1.0]	[0.05, -0.33, 0.86]	[0.02, 0.16, 0.15]
4	[0.39, -1.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.02, -0.19, 1.0]	[0.05, -0.33, 0.86]	[0.01, 0.13, 0.14]
5	[0.29, -1.33, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.22, 1.0]	[0.05, -0.33, 0.86]	[0.0, 0.11, 0.14]
6	[0.22, -1.09, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, -0.24, 1.0]	[0.05, -0.33, 0.86]	[-0.0, 0.08, 0.14]
7	[0.17, -0.84, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.26, 1.0]	[0.05, -0.33, 0.86]	[-0.0, 0.06, 0.14]
8	[0.13, -0.63, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.28, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.05, 0.14]
9	[0.1, -0.45, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.3, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.03, 0.14]
10	[0.08, -0.32, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.31, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.02, 0.14]
11	[0.06, -0.22, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.04, -0.31, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.02, 0.14]
12	[0.05, -0.15, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.32, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.01, 0.14]
13	[0.04, -0.11, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.32, 1.0]	[0.05, -0.33, 0.86]	[-0.01, 0.01, 0.14]
14	[0.03, -0.08, -1.27, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.32, 0.99]	[0.05, -0.33, 0.86]	[-0.01, 0.01, 0.13]
15	[0.0, -0.06, -1.11, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.32, 0.96]	[0.05, -0.33, 0.86]	[-0.01, 0.01, 0.1]
16	[-0.02, -0.06, -0.89, 0.0, 0.0, 0.0, -1.0]	[0.05, -0.32, 0.94]	[0.05, -0.33, 0.86]	[-0.01, 0.01, 0.08]
