step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
10	[0.09, 0.07, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 1.0]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.01, 0.01, -0.18]	[-0.1, -0.06, -0.17]	[-0.1, -0.06, 0.01]
11	[0.06, 0.05, -1.78, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.98]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.16]	[-0.1, -0.06, -0.16]	[-0.1, -0.06, 0.01]
12	[0.03, 0.04, -1.62, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.96]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.14]	[-0.1, -0.06, -0.13]	[-0.1, -0.06, 0.01]
13	[0.01, 0.04, -1.39, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.94]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.12]	[-0.1, -0.06, -0.11]	[-0.1, -0.06, 0.01]
14	[0.0, 0.04, -1.16, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.91]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.09]	[-0.1, -0.06, -0.09]	[-0.1, -0.06, 0.01]
15	[0.0, 0.04, -0.93, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.89]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.07]	[-0.1, -0.06, -0.07]	[-0.1, -0.06, 0.01]
16	[0.01, 0.03, -0.7, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.87]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.05]	[-0.1, -0.06, -0.05]	[-0.1, -0.06, 0.01]
17	[0.02, 0.02, -0.52, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.86]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.04]	[-0.1, -0.06, -0.03]	[-0.1, -0.06, 0.01]
18	[0.03, 0.02, -0.38, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.85]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.03]	[-0.1, -0.06, -0.02]	[-0.1, -0.06, 0.01]
19	[0.04, 0.01, -0.28, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.84]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.02]	[-0.1, -0.06, -0.01]	[-0.1, -0.06, 0.01]
20	[0.04, -0.0, -0.2, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.83]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.06, -0.01]	[-0.1, -0.06, 0.01]
21	[0.04, -0.01, -0.14, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.83]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.06, -0.01]	[-0.1, -0.06, 0.01]
22	[0.04, -0.01, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.15, 0.83]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.06, -0.0]	[-0.1, -0.06, 0.01]
23	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.83]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.06, -0.0]	[-0.1, -0.06, 0.01]
24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.83]	[0.03, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, -0.0, -0.01]	[-0.1, -0.06, -0.0]	[-0.1, -0.06, 0.01]
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.83]	[0.04, 0.15, 0.82]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.01]	[-0.11, -0.07, 0.0]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.84]	[0.03, 0.16, 0.83]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.01]	[-0.11, -0.07, -0.0]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.84]	[0.03, 0.16, 0.83]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.02]	[-0.11, -0.07, -0.01]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.85]	[0.03, 0.16, 0.84]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.02]	[-0.1, -0.07, -0.01]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.85]	[0.03, 0.16, 0.85]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.03]	[-0.1, -0.07, -0.02]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.86]	[0.03, 0.16, 0.85]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.03]	[-0.1, -0.07, -0.03]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.86]	[0.03, 0.16, 0.86]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.04]	[-0.1, -0.07, -0.03]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.87]	[0.03, 0.16, 0.86]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.05]	[-0.1, -0.07, -0.04]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.88]	[0.03, 0.16, 0.87]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.05]	[-0.1, -0.07, -0.04]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.88]	[0.03, 0.16, 0.87]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.06]	[-0.1, -0.07, -0.05]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.89]	[0.03, 0.16, 0.88]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.06]	[-0.1, -0.07, -0.05]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.89]	[0.03, 0.16, 0.88]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.06, -0.07]	[-0.1, -0.07, -0.06]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.9]	[0.03, 0.16, 0.89]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.07, -0.07]	[-0.1, -0.07, -0.07]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.15, 0.9]	[0.03, 0.16, 0.9]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.1, -0.07, -0.08]	[-0.1, -0.07, -0.07]
39	[-1.02, -0.66, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.15, 0.92]	[0.02, 0.15, 0.91]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.08, -0.06, -0.09]	[-0.09, -0.06, -0.09]
40	[-0.88, -0.57, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.0, 0.14, 0.93]	[0.0, 0.14, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.07, -0.05, -0.1]	[-0.07, -0.05, -0.1]
41	[-0.71, -0.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.13, 0.93]	[-0.02, 0.13, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.05, -0.04, -0.11]	[-0.06, -0.04, -0.1]
42	[-0.55, -0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.03, 0.12, 0.93]	[-0.03, 0.12, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.04, -0.03, -0.11]	[-0.04, -0.03, -0.1]
43	[-0.41, -0.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, 0.11, 0.93]	[-0.04, 0.11, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.03, -0.02, -0.1]	[-0.03, -0.02, -0.1]
44	[-0.3, -0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, 0.1, 0.93]	[-0.05, 0.1, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.02, -0.01, -0.1]	[-0.02, -0.01, -0.09]
45	[-0.2, -0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.1, 0.93]	[-0.06, 0.1, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.01, -0.01, -0.1]	[-0.01, -0.01, -0.09]
46	[-0.13, -0.08, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.93]	[-0.06, 0.09, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.0, -0.0, -0.1]	[-0.01, -0.01, -0.09]
47	[-0.09, -0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.93]	[-0.07, 0.09, 0.92]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[-0.0, -0.0, -0.1]	[-0.01, -0.0, -0.09]
48	[-0.05, -0.03, -0.42, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.92]	[-0.07, 0.09, 0.91]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.09]	[-0.0, -0.0, -0.08]
49	[-0.04, -0.02, -0.35, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.91]	[-0.07, 0.09, 0.9]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.08]	[-0.0, -0.0, -0.08]
50	[-0.04, -0.01, -0.27, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.9]	[-0.07, 0.09, 0.89]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.08]	[-0.0, -0.0, -0.07]
51	[-0.03, -0.01, -0.2, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.9]	[-0.07, 0.09, 0.89]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.07]	[-0.0, -0.0, -0.06]
52	[-0.02, -0.01, -0.15, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.09, 0.89]	[-0.07, 0.09, 0.89]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.07]	[-0.0, -0.0, -0.06]
53	[-0.01, -0.0, -0.11, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.09, 0.89]	[-0.07, 0.09, 0.88]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.07]	[-0.0, -0.0, -0.06]
54	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.89]	[-0.07, 0.09, 0.88]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.01, -0.0, -0.07]	[0.0, -0.0, -0.06]
55	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.89]	[-0.07, 0.09, 0.88]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.01]	[0.01, -0.0, -0.06]	[0.0, -0.0, -0.06]
56	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.89]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.02]	[0.01, -0.0, -0.06]	[0.0, -0.0, -0.05]
57	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.89]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.0, 0.0, -0.02]	[0.01, -0.0, -0.06]	[0.0, -0.0, -0.04]
58	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.9]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.03]	[0.01, -0.0, -0.08]	[0.0, -0.0, -0.04]
59	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.92]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.05]	[0.01, -0.0, -0.1]	[0.0, -0.0, -0.04]
60	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.09, 0.95]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.08]	[0.02, -0.0, -0.12]	[0.0, -0.0, -0.04]
61	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.09, 0.97]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.02, -0.0, -0.1]	[0.02, -0.0, -0.14]	[0.0, -0.0, -0.04]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.09, 0.97]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.02, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.0, -0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.02, -0.0, -0.15]	[0.0, -0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.02, -0.0, -0.15]	[0.0, -0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.09, 0.98]	[-0.07, 0.09, 0.87]	[-0.07, 0.09, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
