step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.03]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.23, 0.07]	[0.24, 0.11, 0.04]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.06]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.23, 0.04]	[0.25, 0.11, 0.02]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.0, 1.08]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.23, 0.02]	[0.25, 0.11, -0.0]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.1]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.27, 0.23, 0.0]	[0.25, 0.11, -0.02]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.12]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.27, 0.22, -0.02]	[0.25, 0.11, -0.05]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.14]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.27, 0.22, -0.04]	[0.25, 0.11, -0.07]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, 0.0, 1.17]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.27, 0.22, -0.07]	[0.26, 0.11, -0.09]
7	[2.56, 1.39, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.19]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.21, -0.09]	[0.24, 0.1, -0.11]
8	[2.44, 1.24, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.19]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.21, -0.09]	[0.24, 0.1, -0.11]
9	[2.43, 1.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.01, 1.19]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.26, 0.21, -0.09]	[0.24, 0.1, -0.11]
10	[2.42, 1.27, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.01, 1.2]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.25, 0.22, -0.1]	[0.23, 0.1, -0.13]
11	[2.34, 1.3, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.01, 1.22]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.23, 0.22, -0.12]	[0.22, 0.11, -0.15]
12	[2.19, 1.3, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.04, 0.02, 1.25]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.2, 0.21, -0.15]	[0.19, 0.1, -0.17]
13	[1.91, 1.22, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.0, 0.04, 1.27]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.17, 0.19, -0.17]	[0.15, 0.08, -0.2]
14	[1.51, 1.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.05, 1.28]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.13, 0.17, -0.18]	[0.12, 0.06, -0.21]
15	[1.17, 0.85, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.06, 0.06, 1.29]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.1, 0.16, -0.19]	[0.09, 0.05, -0.21]
16	[0.9, 0.77, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.07, 1.29]	[0.16, 0.23, 1.1]	[0.15, 0.11, 1.08]	[0.08, 0.16, -0.19]	[0.07, 0.05, -0.22]
