step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
39	[-0.36, -0.19, -3.48, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.31, 1.36]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.14, -0.08, -0.26]	[-0.04, -0.04, -0.29]
40	[-0.39, -0.21, -3.38, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.31, 1.35]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.15, -0.08, -0.25]	[-0.04, -0.04, -0.28]
41	[-0.41, -0.22, -3.28, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.31, 1.34]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.15, -0.08, -0.24]	[-0.04, -0.04, -0.27]
42	[-0.44, -0.24, -3.18, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.31, 1.33]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.15, -0.08, -0.23]	[-0.05, -0.05, -0.26]
43	[-0.46, -0.25, -3.09, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.32, 1.32]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.08, -0.22]	[-0.05, -0.05, -0.25]
44	[-0.49, -0.26, -3.0, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.32, 1.31]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.08, -0.21]	[-0.05, -0.05, -0.24]
45	[-0.51, -0.28, -2.91, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.32, 1.31]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.08, -0.21]	[-0.05, -0.05, -0.23]
46	[-0.53, -0.29, -2.83, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.3]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.08, -0.2]	[-0.05, -0.05, -0.22]
47	[-0.55, -0.3, -2.75, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
48	[-0.56, -0.31, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
49	[-0.56, -0.31, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
50	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
51	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
52	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
53	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
54	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
55	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
56	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
57	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
58	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
59	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
60	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
61	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
62	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
63	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
64	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
65	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
66	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
67	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
68	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
69	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
70	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
71	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
72	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
73	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
74	[-0.56, -0.32, -2.69, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.32, 1.29]	[-0.07, 0.23, 1.1]	[0.04, 0.27, 1.07]	[-0.16, -0.09, -0.19]	[-0.06, -0.05, -0.22]
