step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.18, 0.08]	[0.19, 0.29, 0.05]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.18, 0.08]	[0.19, 0.29, 0.05]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.18, 0.08]	[0.2, 0.29, 0.05]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.18, 0.08]	[0.2, 0.29, 0.05]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.18, 0.08]	[0.2, 0.3, 0.05]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.19, 0.08]	[0.2, 0.3, 0.05]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.01, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.19, 0.08]	[0.21, 0.3, 0.06]
7	[2.06, 3.24, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.21, 0.19, 0.08]	[0.21, 0.3, 0.06]
8	[2.1, 3.26, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.21, 0.19, 0.08]	[0.21, 0.3, 0.05]
9	[2.11, 3.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.19, 0.08]	[0.21, 0.31, 0.05]
10	[2.09, 3.31, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.21, 0.31, 0.05]
11	[2.08, 3.34, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.21, 0.31, 0.05]
12	[2.08, 3.36, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.21, 0.31, 0.05]
13	[2.07, 3.37, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.21, 0.31, 0.05]
14	[2.06, 3.38, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.21, 0.31, 0.05]
15	[2.07, 3.39, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.2, 0.08]	[0.2, 0.32, 0.05]
16	[2.04, 3.41, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.2, 0.08]	[0.2, 0.32, 0.06]
17	[1.98, 3.42, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.21, 0.08]	[0.2, 0.32, 0.06]
18	[1.99, 3.43, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.03, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.21, 0.08]	[0.2, 0.32, 0.06]
19	[1.99, 3.44, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.21, 0.08]	[0.2, 0.32, 0.06]
20	[2.0, 3.45, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.21, 0.08]	[0.2, 0.32, 0.06]
21	[2.01, 3.45, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.21, 0.08]	[0.2, 0.32, 0.06]
22	[2.02, 3.46, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.2, 0.21, 0.08]	[0.2, 0.32, 0.06]
23	[2.02, 3.47, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.19, 0.21, 0.08]	[0.2, 0.32, 0.06]
24	[1.97, 3.48, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.19, 0.32, 0.06]
25	[1.9, 3.49, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.19, 0.33, 0.06]
26	[1.86, 3.5, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.19, 0.33, 0.06]
27	[1.86, 3.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.19, 0.33, 0.06]
28	[1.86, 3.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.19, 0.33, 0.05]
29	[1.85, 3.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.18, 0.33, 0.05]
30	[1.85, 3.51, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.21, 0.08]	[0.18, 0.33, 0.05]
31	[1.84, 3.52, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
32	[1.84, 3.52, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
33	[1.84, 3.52, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
34	[1.83, 3.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
35	[1.83, 3.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
36	[1.83, 3.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
37	[1.82, 3.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.04, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
38	[1.82, 3.53, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
39	[1.82, 3.54, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
40	[1.82, 3.54, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
41	[1.82, 3.54, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
42	[1.82, 3.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
43	[1.82, 3.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
44	[1.82, 3.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
45	[1.82, 3.55, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
46	[1.83, 3.56, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
47	[1.84, 3.56, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.18, 0.33, 0.05]
48	[1.85, 3.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.19, 0.33, 0.05]
49	[1.86, 3.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.19, 0.33, 0.05]
50	[1.87, 3.57, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.19, 0.33, 0.05]
51	[1.87, 3.58, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.19, 0.33, 0.05]
52	[1.88, 3.58, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.05, 1.02]	[0.07, 0.17, 1.1]	[0.08, 0.28, 1.07]	[0.18, 0.22, 0.08]	[0.19, 0.33, 0.05]
