step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
12	[0.08, -0.01, -1.8, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.98]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.16]	[-0.07, 0.16, -0.16]	[-0.07, 0.16, 0.01]
13	[0.04, -0.01, -1.64, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.96]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.14]	[-0.07, 0.16, -0.14]	[-0.07, 0.16, 0.01]
14	[0.02, -0.01, -1.41, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.09, 0.94]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.12]	[-0.07, 0.16, -0.11]	[-0.07, 0.16, 0.01]
15	[0.01, -0.01, -1.18, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.09, 0.91]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.09]	[-0.07, 0.16, -0.09]	[-0.07, 0.16, 0.01]
16	[0.02, -0.01, -0.94, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.89]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.07]	[-0.07, 0.16, -0.07]	[-0.07, 0.16, 0.01]
17	[0.02, -0.01, -0.71, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.87]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.05]	[-0.07, 0.16, -0.05]	[-0.07, 0.16, 0.01]
18	[0.03, -0.01, -0.53, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.86]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.04]	[-0.07, 0.16, -0.03]	[-0.07, 0.16, 0.01]
19	[0.03, -0.01, -0.39, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.85]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.03]	[-0.07, 0.16, -0.02]	[-0.07, 0.16, 0.01]
20	[0.03, -0.0, -0.28, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.84]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.02]	[-0.07, 0.16, -0.02]	[-0.07, 0.16, 0.01]
21	[0.03, -0.0, -0.21, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.84]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.02]	[-0.07, 0.16, -0.01]	[-0.07, 0.16, 0.01]
22	[0.02, 0.0, -0.16, 0.0, 0.0, 0.0, -1.0]	[0.08, -0.09, 0.83]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.01]	[-0.07, 0.16, 0.01]
23	[0.02, 0.01, -0.12, 0.0, 0.0, 0.0, -1.0]	[0.09, -0.09, 0.83]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.0]	[-0.07, 0.16, 0.01]
24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.83]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.0]	[-0.07, 0.16, 0.01]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.83]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.0]	[-0.07, 0.16, 0.01]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.83]	[0.09, -0.09, 0.82]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.01]	[-0.07, 0.16, 0.0]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.84]	[0.09, -0.09, 0.83]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.01]	[-0.07, 0.16, -0.0]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.84]	[0.09, -0.09, 0.83]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.02]	[-0.07, 0.16, -0.01]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.85]	[0.09, -0.09, 0.84]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.02]	[-0.07, 0.16, -0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.86]	[0.09, -0.09, 0.84]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.03]	[-0.07, 0.16, -0.02]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.09, -0.09, 0.86]	[0.09, -0.09, 0.85]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.04]	[-0.07, 0.16, -0.03]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.87]	[0.09, -0.09, 0.86]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.04]	[-0.07, 0.16, -0.03]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.87]	[0.09, -0.09, 0.86]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.05]	[-0.07, 0.16, -0.04]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.88]	[0.08, -0.09, 0.87]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.05]	[-0.07, 0.16, -0.04]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.88]	[0.08, -0.09, 0.87]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.01]	[-0.07, 0.16, -0.06]	[-0.07, 0.16, -0.05]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.89]	[0.08, -0.09, 0.88]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.07, 0.16, -0.06]	[-0.07, 0.16, -0.05]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.89]	[0.08, -0.09, 0.88]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.07, 0.16, -0.07]	[-0.07, 0.16, -0.06]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.9]	[0.08, -0.09, 0.89]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.07, 0.16, -0.08]	[-0.07, 0.16, -0.06]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.08, -0.09, 0.91]	[0.08, -0.09, 0.89]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.07, 0.16, -0.08]	[-0.07, 0.16, -0.07]
40	[-0.67, 1.61, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.07, -0.08, 0.92]	[0.08, -0.08, 0.91]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.06, 0.15, -0.1]	[-0.06, 0.15, -0.09]
41	[-0.58, 1.48, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.06, -0.06, 0.93]	[0.06, -0.06, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.13, -0.11]	[-0.05, 0.13, -0.1]
42	[-0.47, 1.3, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, -0.04, 0.93]	[0.05, -0.04, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.04, 0.11, -0.11]	[-0.04, 0.11, -0.1]
43	[-0.37, 1.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, -0.02, 0.93]	[0.04, -0.02, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.03, 0.09, -0.11]	[-0.03, 0.09, -0.1]
44	[-0.27, 0.88, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.0, 0.93]	[0.04, 0.0, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.02, 0.07, -0.11]	[-0.02, 0.07, -0.1]
45	[-0.19, 0.68, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.02, 0.93]	[0.03, 0.02, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.01, 0.05, -0.1]	[-0.01, 0.05, -0.09]
46	[-0.11, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, 0.03, 0.93]	[0.02, 0.03, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.0, 0.04, -0.1]	[-0.01, 0.04, -0.09]
47	[-0.06, 0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, 0.04, 0.93]	[0.02, 0.04, 0.92]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[-0.0, 0.02, -0.1]	[-0.0, 0.02, -0.09]
48	[-0.02, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, 0.05, 0.92]	[0.02, 0.05, 0.91]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.02, -0.1]	[-0.0, 0.02, -0.09]
49	[-0.0, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.06, 0.92]	[0.02, 0.06, 0.91]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.01, -0.1]	[0.0, 0.01, -0.09]
50	[0.01, 0.1, -0.39, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.06, 0.92]	[0.02, 0.06, 0.91]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.01, -0.09]	[0.0, 0.01, -0.08]
51	[0.02, 0.06, -0.32, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.07, 0.91]	[0.02, 0.06, 0.9]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.0, -0.08]	[0.0, 0.0, -0.07]
52	[0.01, 0.03, -0.24, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.07, 0.9]	[0.02, 0.07, 0.89]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.0, -0.08]	[0.0, 0.0, -0.07]
53	[0.01, 0.02, -0.18, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.07, 0.9]	[0.02, 0.07, 0.89]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.0, -0.07]	[0.0, 0.0, -0.06]
54	[0.01, 0.01, -0.13, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.07, 0.89]	[0.02, 0.07, 0.88]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, 0.0, -0.07]	[0.0, 0.0, -0.06]
55	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.89]	[0.02, 0.07, 0.88]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, -0.0, -0.07]	[0.0, 0.0, -0.06]
56	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.89]	[0.02, 0.07, 0.88]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.0, -0.0, -0.07]	[0.0, 0.0, -0.06]
57	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.89]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.02]	[0.0, -0.0, -0.07]	[0.0, -0.0, -0.04]
58	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.89]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.02]	[0.0, -0.0, -0.07]	[0.0, -0.0, -0.04]
59	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.91]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.0, 0.0, -0.04]	[0.0, -0.0, -0.08]	[0.0, -0.0, -0.04]
60	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.93]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.0, -0.0, -0.06]	[0.01, -0.0, -0.11]	[0.0, -0.0, -0.04]
61	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.95]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.08]	[0.01, -0.0, -0.13]	[0.0, -0.0, -0.04]
62	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, -0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.16]	[0.0, -0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.07, 0.98]	[0.02, 0.07, 0.87]	[0.02, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.16]	[0.0, -0.0, -0.04]
