step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
10	[0.7, 0.05, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.13, 0.99]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.05, 0.0, -0.17]	[-0.25, 0.0, -0.17]	[-0.3, 0.0, 0.01]
11	[0.52, 0.04, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.13, 0.99]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.04, 0.0, -0.17]	[-0.26, 0.0, -0.17]	[-0.3, 0.0, 0.01]
12	[0.37, 0.03, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.14, 0.13, 1.0]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.03, 0.0, -0.18]	[-0.27, 0.0, -0.17]	[-0.3, 0.0, 0.01]
13	[0.26, 0.02, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.15, 0.13, 1.0]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.02, 0.0, -0.18]	[-0.28, 0.0, -0.17]	[-0.3, 0.0, 0.01]
14	[0.17, 0.01, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.13, 1.0]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.18]	[-0.29, 0.0, -0.17]	[-0.3, 0.0, 0.01]
15	[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.13, 1.0]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.01, -0.0, -0.18]	[-0.29, -0.0, -0.18]	[-0.3, 0.0, 0.01]
16	[0.06, -0.0, -1.81, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.99]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.17]	[-0.3, -0.0, -0.16]	[-0.3, 0.0, 0.01]
17	[0.03, -0.0, -1.66, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.96]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.14]	[-0.3, -0.0, -0.14]	[-0.3, 0.0, 0.01]
18	[0.01, -0.0, -1.42, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.94]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.12]	[-0.3, 0.0, -0.11]	[-0.3, 0.0, 0.01]
19	[0.01, 0.0, -1.19, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.92]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.1]	[-0.3, 0.0, -0.09]	[-0.3, 0.0, 0.01]
20	[0.01, 0.0, -0.96, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.89]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.07]	[-0.3, 0.0, -0.07]	[-0.3, 0.0, 0.01]
21	[0.02, 0.01, -0.72, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.87]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.05]	[-0.3, 0.0, -0.05]	[-0.3, 0.0, 0.01]
22	[0.03, 0.01, -0.53, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.86]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.04]	[-0.3, 0.0, -0.03]	[-0.3, 0.0, 0.01]
23	[0.03, 0.01, -0.39, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.85]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.03]	[-0.3, 0.0, -0.02]	[-0.3, 0.0, 0.01]
24	[0.03, 0.0, -0.29, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.84]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.02]	[-0.3, 0.0, -0.02]	[-0.3, 0.0, 0.01]
25	[0.02, 0.0, -0.21, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.84]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.02]	[-0.3, -0.0, -0.01]	[-0.3, 0.0, 0.01]
26	[0.02, -0.0, -0.16, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.83]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.01]	[-0.3, -0.0, -0.01]	[-0.3, 0.0, 0.01]
27	[0.01, -0.0, -0.12, 0.0, 0.0, 0.0, -1.0]	[0.17, 0.13, 0.83]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.01]	[-0.3, -0.0, -0.0]	[-0.3, 0.0, 0.01]
28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.83]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[-0.0, -0.0, -0.01]	[-0.3, -0.0, -0.0]	[-0.3, 0.0, 0.01]
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.83]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[-0.0, -0.0, -0.01]	[-0.3, -0.0, -0.0]	[-0.3, 0.0, 0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.83]	[0.17, 0.13, 0.82]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.01]	[-0.3, -0.0, 0.0]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.84]	[0.17, 0.13, 0.83]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.02]	[-0.3, -0.0, -0.01]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.85]	[0.17, 0.13, 0.84]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.02]	[-0.3, -0.0, -0.01]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.85]	[0.17, 0.13, 0.84]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.03]	[-0.3, -0.0, -0.02]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.86]	[0.17, 0.13, 0.85]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.03]	[-0.3, -0.0, -0.02]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.86]	[0.17, 0.13, 0.85]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.04]	[-0.3, -0.0, -0.03]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.87]	[0.17, 0.13, 0.86]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.05]	[-0.3, -0.0, -0.03]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.88]	[0.17, 0.13, 0.86]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.05]	[-0.3, -0.0, -0.04]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.88]	[0.17, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.06]	[-0.3, -0.0, -0.05]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.89]	[0.17, 0.13, 0.88]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.06]	[-0.3, -0.0, -0.05]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.89]	[0.17, 0.13, 0.88]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.07]	[-0.3, -0.0, -0.06]
41	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.9]	[0.17, 0.13, 0.89]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.07]	[-0.3, -0.0, -0.06]
42	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.9]	[0.17, 0.13, 0.89]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.08]	[-0.3, -0.0, -0.07]
43	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.13, 0.91]	[0.17, 0.13, 0.9]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.3, -0.0, -0.08]	[-0.3, -0.0, -0.07]
44	[-3.0, -0.03, 2.5, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.13, 0.92]	[0.16, 0.13, 0.91]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.29, -0.0, -0.1]	[-0.29, -0.0, -0.09]
45	[-2.89, -0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, 0.13, 0.94]	[0.14, 0.14, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.28, -0.0, -0.11]	[-0.27, -0.0, -0.1]
46	[-2.74, -0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.13, 0.94]	[0.13, 0.14, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.26, -0.0, -0.12]	[-0.26, -0.0, -0.11]
47	[-2.57, -0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.11, 0.13, 0.95]	[0.11, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.24, -0.0, -0.12]	[-0.24, -0.0, -0.11]
48	[-2.38, -0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.09, 0.13, 0.95]	[0.09, 0.13, 0.94]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.22, -0.0, -0.12]	[-0.22, -0.0, -0.11]
49	[-2.16, -0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.06, 0.13, 0.95]	[0.06, 0.13, 0.94]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.19, -0.0, -0.12]	[-0.19, -0.0, -0.11]
50	[-1.92, -0.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, 0.13, 0.95]	[0.04, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.17, 0.0, -0.12]	[-0.17, 0.0, -0.11]
51	[-1.67, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.13, 0.94]	[0.01, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.14, 0.0, -0.12]	[-0.14, 0.0, -0.11]
52	[-1.42, 0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.01, 0.13, 0.94]	[-0.01, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.12, 0.0, -0.12]	[-0.12, 0.0, -0.11]
53	[-1.18, 0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.13, 0.94]	[-0.04, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.09, 0.01, -0.12]	[-0.09, 0.0, -0.11]
54	[-0.94, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.13, 0.94]	[-0.06, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.07, 0.01, -0.12]	[-0.07, 0.0, -0.11]
55	[-0.72, 0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.12, 0.94]	[-0.08, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.05, 0.01, -0.12]	[-0.05, 0.01, -0.11]
56	[-0.54, 0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.09, 0.13, 0.94]	[-0.09, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.04, 0.01, -0.12]	[-0.04, 0.01, -0.11]
57	[-0.39, 0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.1, 0.13, 0.94]	[-0.1, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.03, 0.01, -0.12]	[-0.03, 0.0, -0.11]
58	[-0.28, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, 0.13, 0.94]	[-0.11, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.02, 0.0, -0.12]	[-0.02, 0.0, -0.11]
59	[-0.2, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.13, 0.94]	[-0.12, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.12]	[-0.01, 0.0, -0.1]
60	[-0.13, 0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.13, 0.94]	[-0.12, 0.13, 0.93]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.12]	[-0.01, 0.0, -0.1]
61	[-0.08, 0.01, -0.54, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.13, 0.93]	[-0.12, 0.13, 0.92]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.11]	[-0.01, 0.0, -0.09]
62	[-0.06, 0.0, -0.45, 0.0, 0.0, 0.0, 1.0]	[-0.12, 0.13, 0.92]	[-0.12, 0.13, 0.91]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.01, 0.0, -0.1]	[-0.01, -0.0, -0.08]
63	[-0.05, -0.0, -0.34, 0.0, 0.0, 0.0, 1.0]	[-0.13, 0.13, 0.91]	[-0.13, 0.13, 0.9]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.0, 0.0, -0.09]	[-0.0, -0.0, -0.08]
64	[-0.04, -0.0, -0.26, 0.0, 0.0, 0.0, 1.0]	[-0.13, 0.13, 0.9]	[-0.13, 0.13, 0.89]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.0, 0.0, -0.08]	[-0.0, -0.0, -0.07]
65	[-0.02, -0.0, -0.19, 0.0, 0.0, 0.0, 1.0]	[-0.13, 0.13, 0.9]	[-0.13, 0.13, 0.89]	[-0.13, 0.13, 0.82]	[-0.0, 0.0, -0.01]	[-0.0, -0.0, -0.07]	[-0.0, -0.0, -0.06]
66	[-0.0, -0.01, -0.13, 0.0, 0.0, 0.0, 1.0]	[-0.13, 0.13, 0.9]	[-0.13, 0.13, 0.88]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.07]	[0.0, -0.0, -0.06]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, 0.13, 0.89]	[-0.13, 0.13, 0.88]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.01]	[0.0, -0.0, -0.07]	[0.0, -0.0, -0.06]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.13, 0.89]	[-0.14, 0.13, 0.88]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.01]	[0.01, -0.0, -0.07]	[0.01, -0.0, -0.06]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.13, 0.89]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.0, 0.0, -0.02]	[0.01, -0.0, -0.07]	[0.01, -0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.14, 0.89]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.0, -0.0, -0.02]	[0.01, -0.0, -0.07]	[0.01, -0.0, -0.04]
71	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.9]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.03]	[0.02, -0.0, -0.08]	[0.01, -0.0, -0.04]
72	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.92]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.05]	[0.02, -0.0, -0.1]	[0.01, -0.0, -0.04]
73	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.13, 0.94]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.02, 0.0, -0.08]	[0.03, 0.0, -0.12]	[0.01, -0.0, -0.04]
74	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.13, 0.97]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.02, 0.01, -0.1]	[0.03, 0.0, -0.14]	[0.01, -0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.13, 0.97]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.02, 0.01, -0.1]	[0.03, 0.0, -0.15]	[0.01, -0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.98]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.01, -0.11]	[0.02, 0.0, -0.15]	[0.01, -0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.98]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.11]	[0.02, 0.0, -0.15]	[0.01, -0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.98]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.13, 0.98]	[-0.14, 0.13, 0.87]	[-0.13, 0.13, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
