step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
53	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
54	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
55	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
56	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
57	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
58	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
59	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
60	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
61	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
62	[-0.4, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
63	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
64	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
65	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
66	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
67	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
68	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
69	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
70	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
71	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
72	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
73	[-0.39, 0.03, -0.58, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
74	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
75	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
76	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
77	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
78	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
79	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
80	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
81	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
82	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
83	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
84	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
85	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
86	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
87	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
88	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
89	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
90	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
91	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
92	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
93	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
94	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
95	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
96	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
97	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
98	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
99	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
100	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
101	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
102	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
103	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
104	[-0.39, 0.03, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
105	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
106	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
107	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
108	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
109	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
110	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
111	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
112	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
113	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
114	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
115	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
116	[-0.39, 0.02, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
117	[-0.39, 0.02, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
118	[-0.39, 0.02, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
119	[-0.39, 0.02, -0.56, 0.0, 0.0, 0.0, -1.0]	[0.24, -0.2, 0.93]	[0.2, -0.2, 0.86]	[-0.05, -0.0, 0.07]
