step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.08, 0.89]	[-0.08, 0.08, 0.88]	[-0.08, 0.07, 0.82]	[0.0, -0.0, -0.01]	[0.01, -0.01, -0.06]	[0.01, -0.01, -0.05]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.08, 0.89]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.0, -0.0, -0.02]	[0.01, -0.01, -0.06]	[0.01, -0.01, -0.04]
64	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.9]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.03]	[0.01, -0.01, -0.08]	[0.01, -0.01, -0.04]
65	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.92]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.05]	[0.02, -0.0, -0.1]	[0.01, -0.01, -0.04]
66	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.08, 0.94]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.07]	[0.02, -0.0, -0.12]	[0.01, -0.01, -0.04]
67	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.08, 0.96]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.02, 0.0, -0.09]	[0.02, -0.0, -0.14]	[0.01, -0.01, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.08, 0.97]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.97]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.97]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.97]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.97]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.01, -0.0, -0.15]	[0.01, -0.01, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.08, 0.98]	[-0.08, 0.08, 0.87]	[-0.08, 0.07, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.01, -0.04]
